$Lewiston qdt year 2016 YC 06/21/22 upd.,
57.292,1.858605200
57.333,2.316605200
57.375,1.216605200
57.417,-1.367176133
57.458,2.989307800
57.500,0.396893567
57.542,2.087605200
57.583,1.177793400
57.625,16.133866670
57.667,6.926892167
57.708,-2.693696533
57.750,4.496655500
57.792,-1.879957033
57.833,3.875099467
57.875,-34.007306130
57.917,6.284108100
57.958,4.631236200
58.000,-6.745094633
58.042,-7.137948133
58.083,-2.436661133
58.125,5.542975800
58.167,4.469964300
58.208,-1.765877633
58.250,3.426494700
58.292,-0.562877633
58.333,2.754842700
58.375,-0.108987933
58.417,1.277605200
58.458,0.651605200
58.500,2.317605200
58.542,0.499012067
58.583,-1.578176133
58.625,17.105351070
58.667,3.828012530
58.708,-8.868058370
58.750,-8.671354000
58.792,19.481963000
58.833,11.509684030
58.875,-32.188624200
58.917,9.808802070
58.958,-2.178492533
59.000,-6.305058767
59.042,-2.381366400
59.083,0.709331200
59.125,5.227633600
59.167,-0.415451933
59.208,-0.678214333
59.250,4.043386533
59.292,-1.872214333
59.333,-0.803026133
59.375,3.633842700
59.417,3.187605200
59.458,-0.778413633
59.500,2.573804500
59.542,-1.344214333
59.583,23.847195530
59.625,7.944041767
59.667,-3.830960070
59.708,-27.213631670
59.750,1.368419600
59.792,-1.923484067
59.833,30.574464230
59.875,-36.032570370
59.917,7.690918170
59.958,1.292218600
60.000,-4.591717767
60.042,-6.455640133
60.083,6.613811500
60.125,3.644850100
60.167,2.149424900
60.208,2.556981600
60.250,-1.929583233
60.292,2.019605200
60.333,2.157605200
60.375,-0.315657633
60.417,-1.021318233
60.458,2.479048100
60.500,1.578454500
60.542,-0.379176133
60.583,1.217605200
60.625,5.549386533
60.667,-3.865769267
60.708,17.919981200
60.750,5.629297370
60.792,11.879628630
60.833,-0.751450000
60.875,-31.653667300
60.917,4.040250870
60.958,-2.363640133
61.000,-6.546640133
61.042,-6.430640133
61.083,3.932624033
61.125,3.466586367
61.167,2.432842700
61.208,-3.380176133
61.250,1.289793400
61.292,2.991605200
61.333,-2.605957467
61.375,5.316386533
61.417,1.170605200
61.458,2.480605200
61.500,0.985793400
61.542,0.173012067
61.583,-0.410176133
61.625,1.966605200
61.667,-1.351176133
61.708,16.761086300
61.750,10.172370170
61.792,0.122601567
61.833,8.776009067
61.875,-30.910925430
61.917,-5.444728030
61.958,0.963257200
62.000,-3.776537467
62.042,-5.204554600
62.083,1.860793400
62.125,6.469605200
62.167,-0.156176133
62.208,-1.613176133
62.250,1.474605200
62.292,4.995725933
62.333,-3.065136967
62.375,1.136605200
62.417,2.069842700
62.458,-3.336305233
62.500,3.699574733
62.542,1.816823867
62.583,1.563823867
62.625,2.278048100
62.667,-2.580938633
62.708,24.304012070
62.750,8.030900233
62.792,6.868560033
62.833,-28.324806130
62.875,6.309545033
62.917,-6.524157300
62.958,-7.979413633
63.000,-2.510938633
63.042,4.598386533
63.083,4.327793400
63.125,-0.839176133
63.167,-1.299176133
63.208,1.699605200
63.250,2.504646067
63.292,-0.888922900
63.333,-0.583091833
63.375,-0.172016033
63.417,-1.162369033
63.458,4.855884800
63.500,6.196917633
63.542,7.235654533
63.583,0.055012067
63.625,0.875605200
63.667,1.170605200
63.708,-1.805176133
63.750,11.327995900
63.792,27.520679430
63.833,9.065077033
63.875,-7.792439133
63.917,-3.892142367
63.958,-1.713355733
64.000,-40.888501170
64.042,-4.665861130
64.083,9.306605200
64.125,-8.264277067
64.167,-0.957632300
64.208,5.445605200
64.250,0.929061367
64.292,2.545605200
64.333,1.919367700
64.375,-1.577176133
64.417,-1.421938633
64.458,5.419386533
64.500,1.423586367
64.542,0.681061367
64.583,3.300386533
64.625,-2.914413633
64.667,3.214842700
64.708,6.872438035
64.750,22.347082670
64.792,4.912911733
64.833,-8.137319670
64.875,-13.599204300
64.917,-9.744002367
64.958,2.985775300
65.000,-2.300561965
65.042,-10.694811030
65.083,-2.515845467
65.125,-2.611537467
65.167,0.376257200
65.208,-1.764176133
65.250,5.542386533
65.292,-3.872957467
65.333,9.672167867
65.375,-3.872957467
65.417,7.015386533
65.458,-0.258957467
65.500,14.880949200
65.542,-12.581738800
65.583,4.416386533
65.625,4.729443900
65.667,1.170605200
65.708,1.201612127
65.750,22.802612130
65.792,1.201612127
65.833,1.201612127
65.875,-2.811397133
65.917,-3.834784267
65.958,1.001393667
66.000,-14.125421370
66.042,-3.485362033
66.083,1.145842700
66.125,5.016149033
66.167,-1.291394800
66.208,5.390624033
66.250,1.483367700
66.292,7.521624033
66.333,-0.850176133
66.375,2.262149033
66.417,5.770842700
66.458,0.137605200
66.500,11.023054970
66.542,6.133430133
66.583,-0.462260333
66.625,1.907625446
66.667,1.907625446
66.708,-14.063374550
66.750,1.907625446
66.792,1.907625446
66.833,4.430154533
66.875,-2.188845467
66.917,6.302257200
66.958,7.264232333
67.000,4.525386533
67.042,0.292605200
67.083,4.036386533
67.125,2.081605200
67.167,1.476605200
67.208,6.539167867
67.250,2.533605200
67.292,1.584605200
67.333,4.443386533
67.375,1.604605200
67.417,2.959386533
67.458,13.781201200
67.500,7.233596733
67.542,-0.621091167
67.583,4.737153067
67.625,-1.540456100
67.667,-1.626739867
67.708,-1.072867067
67.750,2.901813367
67.792,0.026454933
67.833,-6.024304923
67.875,-2.390304923
67.917,-2.390304923
67.958,-7.859640133
68.000,2.284257200
68.042,2.434257200
68.083,5.071392033
68.125,3.560019700
68.167,0.118257200
68.208,4.085392033
68.250,2.029257200
68.292,2.244257200
68.333,4.960154533
68.375,2.154373200
68.417,0.847605200
68.458,6.767167867
68.500,1.195367700
68.542,-1.375938633
68.583,7.851167867
68.625,3.868386533
68.667,4.897629124
68.708,4.668629124
68.750,18.846629120
68.792,9.252643400
68.833,-4.533714133
68.875,-9.010380733
68.917,-9.803481200
68.958,-4.269363533
69.000,-3.172030612
69.042,0.568969388
69.083,0.568969388
69.125,-2.874742800
69.167,3.733154533
69.208,3.645260838
69.250,6.932260838
69.292,27.450260840
69.333,1.246260838
69.375,1.246260838
69.417,-5.076739162
69.458,-31.772739160
69.500,1.246260838
69.542,15.929045550
69.583,3.358045554
69.625,-2.140954446
69.667,5.548775333
69.708,5.014578000
69.750,3.290578000
69.792,2.179427000
69.833,8.347843700
69.875,2.097056100
69.917,7.191243300
69.958,6.629011717
70.000,5.885011717
70.042,2.573440633
70.083,3.710272667
70.125,2.103150767
70.167,5.192937967
70.208,7.156036667
70.250,7.717813716
70.292,20.983813720
70.333,6.003813716
70.375,-14.928186280
70.417,6.003813716
70.458,6.003813716
70.500,6.313972667
70.542,7.144972667
70.583,7.764343267
70.625,6.241116067
70.667,7.243016067
70.708,5.128418733
70.750,3.166980267
70.792,38.184980270
70.833,1.961980267
70.875,-13.338438070
70.917,3.892418733
70.958,0.543874133
71.000,1.319906733
71.042,8.322913400
71.083,5.816771467
71.125,8.544804067
71.167,8.172316067
71.208,2.919976800
71.250,20.239905400
71.292,8.539726733
71.333,-14.232675930
71.375,4.170008070
71.417,15.219715180
71.458,5.109715178
71.500,5.825715178
71.542,5.248211133
71.583,4.280211133
71.625,11.802005800
71.667,3.162211133
71.708,8.948535800
71.750,11.623204060
71.792,35.385204060
71.833,6.352204058
71.875,6.352204058
71.917,9.955213400
71.958,1.161418733
72.000,-21.614581270
72.042,-3.057581267
72.083,2.701316067
72.125,5.600418733
72.167,4.463418733
72.208,11.546213400
72.250,2.751118733
72.292,9.625213400
72.333,8.645337700
72.375,4.960691667
72.417,6.853771467
72.458,10.367213400
72.500,7.421804067
72.542,7.145316067
72.583,3.807874133
72.625,7.663804067
72.667,6.137771467
72.708,7.930316067
72.750,11.203701400
72.792,5.813771467
72.833,3.975316067
72.875,7.220804067
72.917,10.418668800
72.958,6.455316067
73.000,5.277316067
73.042,6.813016067
73.083,10.468913400
73.125,6.140991267
73.167,6.990416067
73.208,6.744716067
73.250,6.914116067
73.292,6.342116067
73.333,8.362013400
73.375,6.342116067
73.417,7.434116067
73.458,6.941116067
73.500,10.000116067
73.542,10.097013400
73.583,11.053210730
73.625,9.255110730
73.667,8.223710730
73.708,10.985513400
73.750,16.954008070
73.792,1.244621400
73.833,11.581110730
73.875,10.696510730
73.917,11.496210730
73.958,9.215613400
74.000,10.108013400
74.042,8.905013400
74.083,6.342116067
74.125,6.303571467
74.167,8.943501400
74.208,10.842910730
74.250,9.747013400
74.292,10.217468800
74.333,9.183501400
74.375,3.427218733
74.417,8.866468800
74.458,7.486706733
74.500,6.303571467
74.542,1.613518733
74.583,14.069296070
74.625,3.747890633
74.667,9.785116067
74.708,6.380604067
74.750,6.303571467
74.792,8.664013400
74.833,2.949839967
74.875,4.968466533
74.917,10.659013400
74.958,3.537218733
75.000,2.740942633
75.042,6.304363867
75.083,5.986218733
75.125,6.878116067
75.167,3.587218733
75.208,4.021218733
75.250,8.401116067
75.292,1.204321400
75.333,6.745116067
75.375,4.106518733
75.417,7.537116067
75.458,3.628218733
75.500,4.542918733
75.542,4.827320333
75.583,4.254970833
75.625,5.567616067
75.667,9.136604330
75.708,4.502043233
75.750,-1.183555400
75.792,7.641121870
75.833,7.109620333
75.875,14.390428900
75.917,12.498838330
75.958,-38.972360600
76.000,4.658715200
76.042,4.664218733
76.083,-1.491678600
76.125,-0.092593067
76.167,2.110218733
76.208,2.637218733
76.250,8.204426333
76.292,1.216321400
76.333,5.176466533
76.375,4.693018733
76.417,2.122588200
76.458,4.296564933
76.500,2.280021400
76.542,5.295706733
76.583,5.420374133
76.625,3.643918733
76.667,0.963021400
76.708,15.712412470
76.750,-3.559001867
76.792,-13.199420030
76.833,5.035124067
76.875,6.991021400
76.917,7.162918733
76.958,-0.196081267
77.000,3.603918733
77.042,1.377021400
77.083,4.287021400
77.125,6.299918733
77.167,0.711021400
77.208,5.365711133
77.250,2.244813800
77.292,-0.478186200
77.333,13.029305100
77.375,5.113846000
77.417,3.207733033
77.458,2.444110233
77.500,-1.830859900
77.542,2.757943067
77.583,13.777616930
77.625,-33.704026370
77.667,6.348950270
77.708,10.920816070
77.750,-10.646978600
77.792,-1.972875933
77.833,6.076918733
77.875,2.398021400
77.917,3.512021400
77.958,4.318918733
78.000,2.550021400
78.042,2.652021400
78.083,2.701021400
78.125,2.362021400
78.167,1.796021400
78.208,4.034918733
78.250,2.822476800
78.292,2.201021400
78.333,2.554021400
78.375,2.537021400
78.417,2.638209600
78.458,4.573918733
78.500,2.167021400
78.542,1.617721400
78.583,5.082421400
78.625,3.648521400
78.667,-2.635478600
78.708,14.584937000
78.750,12.726364600
78.792,5.284553333
78.833,8.553664567
78.875,-25.609633630
78.917,-2.104023630
78.958,4.121918733
79.000,-5.411875933
79.042,-1.223875933
79.083,-0.095978600
79.125,6.603918733
79.167,6.825918733
79.208,0.951124067
79.250,0.141478467
79.292,1.822714967
79.333,1.482119167
79.375,1.493934833
79.417,8.909195300
79.458,2.223352967
79.500,5.897718733
79.542,3.739076400
79.583,-4.031129667
79.625,3.975443133
79.667,2.364443133
79.708,16.610274270
79.750,7.246937900
79.792,4.002553967
79.833,11.327805970
79.875,-28.512787730
79.917,1.106221770
79.958,-0.478278600
80.000,-2.378978600
80.042,-0.940978600
80.083,3.920721400
80.125,-1.091875933
80.167,8.337318733
80.208,5.203521400
80.250,1.386121400
80.292,-0.166081267
80.333,3.500837400
80.375,7.388332067
80.417,5.332950733
80.458,-3.734223733
80.500,1.797069400
80.542,2.952169400
80.583,8.379650733
80.625,6.568550733
80.667,-10.183693270
80.708,15.096029170
80.750,16.280309930
80.792,9.551922967
80.833,4.341720633
80.875,-23.834946630
80.917,-4.667540970
80.958,2.327918733
81.000,-1.979523200
81.042,-3.084875933
81.083,-2.448875933
81.125,10.875816070
81.167,0.902124067
81.208,1.604421400
81.250,3.990134733
81.292,1.524383500
81.333,1.467183000
81.375,3.989324300
81.417,4.077827000
81.458,1.571221000
81.500,7.346578267
81.542,-6.112474600
81.583,6.596950733
81.625,4.002950733
81.667,27.116255000
81.708,4.918180200
81.750,4.789801867
81.792,-0.595517400
81.833,6.594171967
81.875,-27.086296270
81.917,5.226711270
81.958,4.587785500
82.000,-13.557111830
82.042,1.445749500
82.083,1.471785500
82.125,2.073993700
82.167,-0.163250500
82.208,16.424459900
82.250,11.488550330
82.292,4.272017600
82.333,-19.359079070
82.375,-1.674869933
82.417,7.288106930
82.458,-3.253147833
82.500,-5.999384167
82.542,-0.557081267
82.583,2.590921400
82.625,-1.109987933
82.667,10.030671467
82.708,-1.138287933
82.750,23.046800400
82.792,5.732368700
82.833,-13.531773200
82.875,14.398291530
82.917,-20.501144300
82.958,3.340597233
83.000,6.014918733
83.042,-10.359875930
83.083,-1.406875933
83.125,1.277021400
83.167,2.305785500
83.208,4.532682833
83.250,0.624124067
83.292,1.174021400
83.333,2.663785500
83.375,2.058785500
83.417,3.037021400
83.458,2.577410500
83.500,3.587642500
83.542,1.784469400
83.583,2.548869400
83.625,2.775169400
83.667,5.608432067
83.708,17.721398930
83.750,9.995532233
83.792,2.110464533
83.833,5.574192200
83.875,-25.332464730
83.917,-1.359771430
83.958,1.333021400
84.000,-1.363978600
84.042,-3.028387933
84.083,6.875918733
84.125,2.958021400
84.167,-0.805111833
84.208,5.272035933
84.250,0.720721400
84.292,4.830718733
84.333,0.084541467
84.375,3.348670500
84.417,-1.289704633
84.458,13.834624200
84.500,-0.613000833
84.542,14.595683800
84.583,1.862803900
84.625,16.025020300
84.667,31.684470930
84.708,-9.266621430
84.750,-37.256920530
84.792,-8.958956167
84.833,-0.498409933
84.875,6.415531933
84.917,-2.195365400
84.958,3.938634600
85.000,4.637069400
85.042,4.066634600
85.083,-1.640611833
85.125,4.459182833
85.167,2.258285500
85.208,0.335388167
85.250,1.301334600
85.292,3.108634600
85.333,2.288517500
85.375,1.706223900
85.417,1.340405200
85.458,3.118782600
85.500,2.808782600
85.542,1.309782600
85.583,2.503782600
85.625,3.951001267
85.667,-1.419517400
85.708,16.074450630
85.750,4.966268730
85.792,7.419543533
85.833,9.385767033
85.875,-31.069528930
85.917,-5.340174230
85.958,4.344434600
86.000,-3.537562733
86.042,0.113869400
86.083,2.085434600
86.125,3.476734600
86.167,2.431434600
86.208,3.349231800
86.250,-1.196998733
86.292,3.598563933
86.333,-0.793563933
86.375,2.325782600
86.417,1.339782600
86.458,6.206563933
86.500,3.052623867
86.542,1.336171067
86.583,-1.773800633
86.625,4.712370233
86.667,1.233884000
86.708,18.881894930
86.750,5.029092300
86.792,5.344336967
86.833,7.643350533
86.875,-31.129243870
86.917,-6.384029733
86.958,8.769954533
87.000,1.092159867
87.042,-5.804942800
87.083,-4.027406600
87.125,5.981405200
87.167,2.307405200
87.208,2.188405200
87.250,-0.306376133
87.292,2.594405200
87.333,3.875405200
87.375,3.088405200
87.417,2.119405200
87.458,0.611623867
87.500,-1.181376133
87.542,3.804623867
87.583,1.387405200
87.625,-0.577189800
87.667,0.054033233
87.708,19.241124630
87.750,10.791932830
87.792,8.272325833
87.833,5.808842300
87.875,-29.950760500
87.917,9.229557970
87.958,-2.872594800
88.000,-20.520376130
88.042,0.124705400
88.083,8.424886333
88.125,-1.322376133
88.167,2.566848100
88.208,-3.220157467
88.250,4.806186533
88.292,1.339782600
88.333,-1.181998733
88.375,-6.206217400
88.417,6.196026600
88.458,-21.375924070
88.500,31.951915170
88.542,-4.535257467
88.583,6.879335267
88.625,-6.003880067
88.667,-0.914536067
88.708,23.944377230
88.750,8.519130600
88.792,-0.800687400
88.833,12.541589930
88.875,-26.189177300
88.917,1.384334870
88.958,2.797852167
89.000,-10.548580070
89.042,0.488763933
89.083,-1.050798733
89.125,11.000545270
89.167,-4.550929167
89.208,-6.925929167
89.250,11.540758830
89.292,-8.634142733
89.333,12.512763930
89.375,1.452982600
89.417,-16.303798730
89.458,6.483980067
89.500,-4.767398733
89.542,8.145393900
89.583,1.340405200
89.625,29.950969500
89.667,6.058736233
89.708,5.555388767
89.750,-3.230886500
89.792,-0.470324433
89.833,2.739366200
89.875,-29.187367300
89.917,-1.521051330
89.958,3.684982600
90.000,-5.851798733
90.042,-5.445798733
90.083,5.886982600
90.125,6.562982600
90.167,2.289633500
90.208,-1.479147833
90.250,0.701982600
90.292,5.119763933
90.333,-1.040498733
90.375,4.962633500
90.417,3.424633500
90.458,-1.319919600
90.500,6.405118267
90.542,-1.134964133
90.583,6.430596133
90.625,3.629176600
90.667,1.380647800
90.708,17.345460300
90.750,10.183605830
90.792,3.173447433
90.833,0.195295000
90.875,-20.888153200
90.917,-5.794850830
90.958,-1.968798733
91.000,-3.147798733
91.042,-2.376017400
91.083,2.998170800
91.125,5.152982600
91.167,3.417633500
91.208,0.954633500
91.250,-0.890798733
91.292,2.567982600
91.333,2.087633500
91.375,3.209633500
91.417,-1.114798733
91.458,2.541982600
91.500,4.400044400
91.542,2.745217400
91.583,0.169082600
91.625,15.779487100
91.667,11.341795830
91.708,-3.433736900
91.750,3.319566933
91.792,2.922635733
91.833,-3.069481600
91.875,-29.989770800
91.917,2.419529970
91.958,2.497674000
92.000,-6.385262733
92.042,-3.577030733
92.083,5.834329133
92.125,0.106636067
92.167,2.350633500
92.208,2.450633500
92.250,-0.564610533
92.292,2.561982600
92.333,3.074982600
92.375,2.599982600
92.417,2.162982600
92.458,0.045201267
92.500,1.453982600
92.542,3.974763933
92.583,-1.068798733
92.625,20.655134230
92.667,9.627315833
92.708,-3.292763200
92.750,-0.013710067
92.792,14.274572370
92.833,-32.523266000
92.875,1.654332070
92.917,1.597896400
92.958,-7.060262733
93.000,-5.183262733
93.042,0.402634600
93.083,5.577634600
93.125,4.978866600
93.167,1.537633500
93.208,-2.398147833
93.250,1.611209800
93.292,2.131783700
93.333,2.672982600
93.375,2.903982600
93.417,1.673209800
93.458,-1.122591133
93.500,1.648547800
93.542,5.729682600
93.583,1.407428467
93.625,-0.712929333
93.667,-0.473294800
93.708,21.237595670
93.750,9.185298133
93.792,-4.542013600
93.833,4.612656700
93.875,-22.327972500
93.917,2.845924670
93.958,-4.946740033
94.000,-1.272759333
94.042,-2.900366500
94.083,3.537633500
94.125,5.110633500
94.167,-1.042147833
94.208,2.282633500
94.250,2.220633500
94.292,0.582605200
94.333,3.168633500
94.375,0.756852167
94.417,2.874633500
94.458,2.549633500
94.500,1.503539100
94.542,1.904146500
94.583,-0.436376133
94.625,2.640593400
94.667,1.340858000
94.708,28.406919500
94.750,2.722980230
94.792,2.532450900
94.833,6.389391267
94.875,-28.682843130
94.917,-3.375618233
94.958,-5.632147833
95.000,-4.457147833
95.042,0.755633500
95.083,3.371718400
95.125,2.441022000
95.167,2.153463667
95.208,9.818803333
95.250,-5.980536333
95.292,1.453633500
95.333,-3.400798733
95.375,8.274163933
95.417,1.511817400
95.458,-1.123398733
95.500,5.976382600
95.542,-1.132926533
95.583,2.464122000
95.625,1.297225500
95.667,0.447535200
95.708,19.643338030
95.750,2.572564000
95.792,0.205022033
95.833,0.879354700
95.875,-0.584890700
95.917,-12.329889130
95.958,13.986781370
96.000,-11.380922900
96.042,-4.591403233
96.083,-2.088290533
96.125,-1.294731200
96.167,4.953540033
96.208,-19.243195400
96.250,-1.273618067
96.292,7.234031933
96.333,-1.219574533
96.375,-3.962874533
96.417,-0.672465400
96.458,1.595534600
96.500,4.747634600
96.542,3.892531933
96.583,-16.418160070
96.625,1.459944400
96.667,11.907644800
96.708,-2.340787400
96.750,3.590803500
96.792,3.848070833
96.833,-1.230732600
96.875,-6.593366500
96.917,1.453633500
96.958,3.125852167
97.000,10.978852170
97.042,1.453605200
97.083,2.480605200
97.125,-7.707759333
97.167,1.479245000
97.208,1.453605200
97.250,9.208852167
97.292,5.852633500
97.333,-0.283366500
97.375,2.800235000
97.417,-5.264384567
97.458,17.437482800
97.500,-4.797775567
97.542,18.895893830
97.583,13.011020230
97.625,1.336779200
97.667,-3.438255433
97.708,-0.243198833
97.750,-16.340016070
97.792,-10.549195530
97.833,14.978325330
97.875,-34.465974530
97.917,0.625659970
97.958,8.059661900
98.000,-6.083273667
98.042,-4.987753933
98.083,4.658182833
98.125,5.673661900
98.167,-2.146235433
98.208,2.239988300
98.250,4.065821700
98.292,-1.619657633
98.333,1.474971700
98.375,4.371039000
98.417,-1.774910533
98.458,2.752821700
98.500,1.396821700
98.542,1.956982600
98.583,2.574852167
98.625,1.229189800
98.667,16.705043630
98.708,14.122963900
98.750,-3.804076267
98.792,-1.732158633
98.833,6.017137900
98.875,-28.270045430
98.917,-2.048531130
98.958,-0.256423633
99.000,-3.579006833
99.042,-6.645000333
99.083,2.520285500
99.125,3.130473700
99.167,2.726285500
99.208,0.511388167
99.250,-2.096082267
99.292,3.574615500
99.333,4.399960400
99.375,2.372650700
99.417,-0.639204633
99.458,0.509764300
99.500,-0.648959233
99.542,1.459944400
99.583,6.836982600
99.625,-1.097098733
99.667,22.810638770
99.708,10.690563130
99.750,2.723183200
99.792,-6.919044370
99.833,7.450413400
99.875,-25.038170930
99.917,-6.529856730
99.958,-3.113762733
100.000,-4.227574533
100.042,0.914322800
100.083,-4.259574533
100.125,8.348031933
100.167,-0.627762733
100.208,4.806134600
100.250,-1.084574533
100.292,4.475134600
100.333,-2.486574533
100.375,6.365063933
100.417,-2.516798733
100.458,2.597982600
100.500,0.386201267
100.542,-0.161610533
100.583,2.979170800
100.625,1.756359000
100.667,14.729303070
100.708,21.893863430
100.750,5.931444870
100.792,-9.988913070
100.833,-13.571869630
100.875,-26.345369000
100.917,1.697552070
100.958,5.888237267
101.000,-0.395762733
101.042,0.710072067
101.083,-0.921165400
101.125,8.030431933
101.167,-0.564797533
101.208,0.008472067
101.250,1.936634600
101.292,1.142866600
101.333,1.591982600
101.375,3.019547800
101.417,-0.195798733
101.458,1.808417400
101.500,-0.518798733
101.542,3.978982600
101.583,0.266201267
101.625,-1.697017400
101.667,22.018835670
101.708,10.814696570
101.750,-4.369494700
101.792,-3.367644467
101.833,12.096484300
101.875,-28.723159030
101.917,-3.397729030
101.958,1.833237267
102.000,-7.913762733
102.042,2.178134600
102.083,-2.914362733
102.125,5.255642100
102.167,2.477415300
102.208,0.102637267
102.250,1.318934600
102.292,3.545934600
102.333,1.884934600
102.375,-0.595798733
102.417,2.464282600
102.458,0.217201267
102.500,3.755470800
102.542,-5.793873200
102.583,6.155937767
102.625,36.253332370
102.667,6.959612970
102.708,-6.413335800
102.750,-5.637400767
102.792,-3.442948567
102.833,-0.568596100
102.875,-23.635400100
102.917,0.288261270
102.958,1.586929533
103.000,-0.915862733
103.042,-1.685162733
103.083,3.894569400
103.125,1.630134600
103.167,4.212842100
103.208,0.481716567
103.250,0.161569400
103.292,0.210237267
103.333,2.644434600
103.375,4.385277500
103.417,0.956237267
103.458,4.685092100
103.500,-0.808055233
103.542,8.668765000
103.583,-2.499508933
103.625,-6.136122200
103.667,0.290191100
103.708,25.374146600
103.750,10.003671533
103.792,-4.608434367
103.833,15.624459870
103.875,-23.791929070
103.917,-15.439333930
103.958,-2.852969700
104.000,-1.465952567
104.042,0.509623200
104.083,-2.959612333
104.125,5.517739433
104.167,5.239558300
104.208,0.247774367
104.250,-0.013348533
104.292,4.544002400
104.333,-1.655121733
104.375,4.595001200
104.417,4.362867767
104.458,6.048842100
104.500,-3.590157900
104.542,0.790119667
104.583,-2.542255400
104.625,6.658244400
104.667,5.001319933
104.708,31.308721170
104.750,-48.696480130
104.792,-28.043370870
104.833,36.347480730
104.875,41.671361600
104.917,-29.982953530
104.958,7.088515270
105.000,6.114980700
105.042,-6.760288467
105.083,-1.217464367
105.125,0.838527100
105.167,5.593734533
105.208,2.866745767
105.250,1.310169700
105.292,2.861454300
105.333,-4.573623233
105.375,27.578079730
105.417,21.963633400
105.458,5.126633930
105.500,-1.996449200
105.542,-23.385148700
105.583,-7.841645730
105.625,-2.334789900
105.667,-5.741987233
105.708,2.384907430
105.750,-9.179484567
105.792,2.710010100
105.833,2.359623433
105.875,0.221739433
105.917,-6.909904567
105.958,3.591576767
106.000,4.398839433
106.042,1.669058100
106.083,0.154276767
106.125,5.475058100
106.167,2.609058100
106.208,-2.023723233
106.250,2.002058100
106.292,1.972276767
106.333,1.916576767
106.375,1.708058100
106.417,2.106058100
106.458,-0.143941900
106.500,1.927124400
106.542,-0.669117833
106.583,6.320246300
106.625,1.884246300
106.667,19.308395170
106.708,11.232433070
106.750,-1.863691433
106.792,-3.493153833
106.833,8.171245067
106.875,-26.403382930
106.917,-5.964267030
106.958,3.041308400
107.000,-9.786504567
107.042,3.058358100
107.083,0.750358100
107.125,5.398263500
107.167,0.176343067
107.208,2.612058100
107.250,3.207058100
107.292,-0.981723233
107.333,2.593058100
107.375,-0.111723233
107.417,3.115058100
107.458,1.877058100
107.500,3.008058100
107.542,3.708858100
107.583,0.150676767
107.625,2.546858100
107.667,-0.757923233
107.708,20.411062000
107.750,13.729685230
107.792,-5.254728600
107.833,10.449918230
107.875,-25.158379600
107.917,-7.899955430
107.958,-1.754015733
108.000,-6.149015733
108.042,-2.593015733
108.083,3.706737300
108.125,8.250518633
108.167,-0.219015733
108.208,-1.329723233
108.250,3.619058100
108.292,-2.156723233
108.333,5.259839433
108.375,-0.644496833
108.417,4.057765600
108.458,1.878218400
108.500,2.809992267
108.542,-0.572515733
108.583,7.047122900
108.625,-1.152544033
108.667,21.926589600
108.708,10.730534730
108.750,3.618771133
108.792,-0.781823267
108.833,3.377834900
108.875,-34.660753800
108.917,-0.827347630
108.958,-1.501187233
109.000,-3.762187233
109.042,-3.510187233
109.083,0.205147500
109.125,5.337124400
109.167,4.588058100
109.208,0.126276767
109.250,2.066058100
109.292,2.457058100
109.333,3.692543900
109.375,1.785765600
109.417,5.502342767
109.458,0.054851133
109.500,0.034570833
109.542,-3.330647833
109.583,2.596171000
109.625,1.489433000
109.667,19.854734870
109.708,11.493464130
109.750,-0.116338967
109.792,-1.494198600
109.833,2.011259433
109.875,-1.276640833
109.917,-35.260814930
109.958,-2.634863930
110.000,3.113634600
110.042,-5.344262733
110.083,-2.941262733
110.125,1.001342100
110.167,4.132342100
110.208,1.174632967
110.250,2.721443667
110.292,0.536128967
110.333,2.335980900
110.375,3.344342100
110.417,2.402342100
110.458,1.728938200
110.500,-1.300810233
110.542,13.012939670
110.583,23.583316130
110.625,-15.243353000
110.667,-1.439948167
110.708,3.264183000
110.750,-2.517175033
110.792,-3.704114933
110.833,-0.774380333
110.875,3.985787267
110.917,-16.760336530
110.958,0.902402270
111.000,5.742342100
111.042,-4.191593433
111.083,-1.764555233
111.125,1.970342100
111.167,2.217342100
111.208,3.464342100
111.250,0.487444767
111.292,3.195342100
111.333,0.963049600
111.375,-0.434912833
111.417,4.693947700
111.458,2.002813800
111.500,9.181866000
111.542,-8.753767833
111.583,2.155902733
111.625,5.450766133
111.667,1.665543900
111.708,-0.950835167
111.750,20.410215030
111.792,14.451663370
111.833,5.867376800
111.875,-37.154459930
111.917,-1.627839730
111.958,6.257643333
112.000,-16.705452570
112.042,-3.527856467
112.083,0.360716767
112.125,5.189541033
112.167,-2.938707533
112.208,-2.648305767
112.250,4.792347500
112.292,1.974057633
112.333,-0.879423667
112.375,6.681502567
112.417,-2.553598000
112.458,9.102901567
112.500,4.109570933
112.542,-0.351870400
112.583,26.084586070
112.625,7.196080570
112.667,3.497486233
112.708,4.189321533
112.750,-0.363133833
112.792,-0.096793200
112.833,9.106132467
112.875,-15.035286800
112.917,8.326146800
112.958,-36.509113130
113.000,-7.801945367
113.042,12.237136400
113.083,8.138164700
113.125,-4.064146200
113.167,2.861341733
113.208,-3.727112000
113.250,1.821336633
113.292,15.296096130
113.333,-1.043497700
113.375,8.729622200
113.417,-1.352924000
113.458,1.165093433
113.500,22.985959730
113.542,14.672355170
113.583,-4.035132667
113.625,-0.714417133
113.667,2.919461100
