$Swift Cr flowyear 2019 YC updated 06/01/23,
59.5,20.92595214
59.542,20.92595214
59.583,20.92595214
59.625,20.92595214
59.667,20.92595214
59.708,20.92595214
59.75,20.92595214
59.792,20.92595214
59.833,20.92595214
59.875,20.92595214
59.917,20.92595214
59.958,20.92595214
60,13.76185757
60.042,13.76185757
60.083,13.76185757
60.125,13.76185757
60.167,13.76185757
60.208,13.76185757
60.25,13.76185757
60.292,13.76185757
60.333,13.76185757
60.375,13.76185757
60.417,13.76185757
60.458,13.76185757
60.5,13.76185757
60.542,13.76185757
60.583,13.76185757
60.625,13.76185757
60.667,13.76185757
60.708,13.76185757
60.75,13.76185757
60.792,13.76185757
60.833,13.76185757
60.875,13.76185757
60.917,13.76185757
60.958,13.76185757
61,13.1672094
61.042,13.1672094
61.083,13.1672094
61.125,13.1672094
61.167,13.1672094
61.208,13.1672094
61.25,13.1672094
61.292,13.1672094
61.333,13.1672094
61.375,13.1672094
61.417,13.1672094
61.458,13.1672094
61.5,13.1672094
61.542,13.1672094
61.583,13.1672094
61.625,13.1672094
61.667,13.1672094
61.708,13.1672094
61.75,13.1672094
61.792,13.1672094
61.833,13.1672094
61.875,13.1672094
61.917,13.1672094
61.958,13.1672094
62,10.95851621
62.042,10.95851621
62.083,10.95851621
62.125,10.95851621
62.167,10.95851621
62.208,10.95851621
62.25,10.95851621
62.292,10.95851621
62.333,10.95851621
62.375,10.95851621
62.417,10.95851621
62.458,10.95851621
62.5,10.95851621
62.542,10.95851621
62.583,10.95851621
62.625,10.95851621
62.667,10.95851621
62.708,10.95851621
62.75,10.95851621
62.792,10.95851621
62.833,10.95851621
62.875,10.95851621
62.917,10.95851621
62.958,10.95851621
63,11.10009911
63.042,11.10009911
63.083,11.10009911
63.125,11.10009911
63.167,11.10009911
63.208,11.10009911
63.25,11.10009911
63.292,11.10009911
63.333,11.10009911
63.375,11.10009911
63.417,11.10009911
63.458,11.10009911
63.5,11.10009911
63.542,11.10009911
63.583,11.10009911
63.625,11.10009911
63.667,11.10009911
63.708,11.10009911
63.75,11.10009911
63.792,11.10009911
63.833,11.10009911
63.875,11.10009911
63.917,11.10009911
63.958,11.10009911
64,12.68582755
64.042,12.68582755
64.083,12.68582755
64.125,12.68582755
64.167,12.68582755
64.208,12.68582755
64.25,12.68582755
64.292,12.68582755
64.333,12.68582755
64.375,12.68582755
64.417,12.68582755
64.458,12.68582755
64.5,12.68582755
64.542,12.68582755
64.583,12.68582755
64.625,12.68582755
64.667,12.68582755
64.708,12.68582755
64.75,12.68582755
64.792,12.68582755
64.833,12.68582755
64.875,12.68582755
64.917,12.68582755
64.958,12.68582755
65,20.9825853
65.042,20.9825853
65.083,20.9825853
65.125,20.9825853
65.167,20.9825853
65.208,20.9825853
65.25,20.9825853
65.292,20.9825853
65.333,20.9825853
65.375,20.9825853
65.417,20.9825853
65.458,20.9825853
65.5,20.9825853
65.542,20.9825853
65.583,20.9825853
65.625,20.9825853
65.667,20.9825853
65.708,20.9825853
65.75,20.9825853
65.792,20.9825853
65.833,20.9825853
65.875,20.9825853
65.917,20.9825853
65.958,20.9825853
66,17.4146963
66.042,17.4146963
66.083,17.4146963
66.125,17.4146963
66.167,17.4146963
66.208,17.4146963
66.25,17.4146963
66.292,17.4146963
66.333,17.4146963
66.375,17.4146963
66.417,17.4146963
66.458,17.4146963
66.5,17.4146963
66.542,17.4146963
66.583,17.4146963
66.625,17.4146963
66.667,17.4146963
66.708,17.4146963
66.75,17.4146963
66.792,17.4146963
66.833,17.4146963
66.875,17.4146963
66.917,17.4146963
66.958,17.4146963
67,13.81849073
67.042,13.81849073
67.083,13.81849073
67.125,13.81849073
67.167,13.81849073
67.208,13.81849073
67.25,13.81849073
67.292,13.81849073
67.333,13.81849073
67.375,13.81849073
67.417,13.81849073
67.458,13.81849073
67.5,13.81849073
67.542,13.81849073
67.583,13.81849073
67.625,13.81849073
67.667,13.81849073
67.708,13.81849073
67.75,13.81849073
67.792,13.81849073
67.833,13.81849073
67.875,13.81849073
67.917,13.81849073
67.958,13.81849073
68,11.72306385
68.042,11.72306385
68.083,11.72306385
68.125,11.72306385
68.167,11.72306385
68.208,11.72306385
68.25,11.72306385
68.292,11.72306385
68.333,11.72306385
68.375,11.72306385
68.417,11.72306385
68.458,11.72306385
68.5,11.72306385
68.542,11.72306385
68.583,11.72306385
68.625,11.72306385
68.667,11.72306385
68.708,11.72306385
68.75,11.72306385
68.792,11.72306385
68.833,11.72306385
68.875,11.72306385
68.917,11.72306385
68.958,11.72306385
69,9.854169616
69.042,9.854169616
69.083,9.854169616
69.125,9.854169616
69.167,9.854169616
69.208,9.854169616
69.25,9.854169616
69.292,9.854169616
69.333,9.854169616
69.375,9.854169616
69.417,9.854169616
69.458,9.854169616
69.5,9.854169616
69.542,9.854169616
69.583,9.854169616
69.625,9.854169616
69.667,9.854169616
69.708,9.854169616
69.75,9.854169616
69.792,9.854169616
69.833,9.854169616
69.875,9.854169616
69.917,9.854169616
69.958,9.854169616
70,7.787059323
70.042,7.787059323
70.083,7.787059323
70.125,7.787059323
70.167,7.787059323
70.208,7.787059323
70.25,7.787059323
70.292,7.787059323
70.333,7.787059323
70.375,7.787059323
70.417,7.787059323
70.458,7.787059323
70.5,7.787059323
70.542,7.787059323
70.583,7.787059323
70.625,7.787059323
70.667,7.787059323
70.708,7.787059323
70.75,7.787059323
70.792,7.787059323
70.833,7.787059323
70.875,7.787059323
70.917,7.787059323
70.958,7.787059323
71,6.994195101
71.042,6.994195101
71.083,6.994195101
71.125,6.994195101
71.167,6.994195101
71.208,6.994195101
71.25,6.994195101
71.292,6.994195101
71.333,6.994195101
71.375,6.994195101
71.417,6.994195101
71.458,6.994195101
71.5,6.994195101
71.542,6.994195101
71.583,6.994195101
71.625,6.994195101
71.667,6.994195101
71.708,6.994195101
71.75,6.994195101
71.792,6.994195101
71.833,6.994195101
71.875,6.994195101
71.917,6.994195101
71.958,6.994195101
72,7.758742744
72.042,7.758742744
72.083,7.758742744
72.125,7.758742744
72.167,7.758742744
72.208,7.758742744
72.25,7.758742744
72.292,7.758742744
72.333,7.758742744
72.375,7.758742744
72.417,7.758742744
72.458,7.758742744
72.5,7.758742744
72.542,7.758742744
72.583,7.758742744
72.625,7.758742744
72.667,7.758742744
72.708,7.758742744
72.75,7.758742744
72.792,7.758742744
72.833,7.758742744
72.875,7.758742744
72.917,7.758742744
72.958,7.758742744
73,6.795979046
73.042,6.795979046
73.083,6.795979046
73.125,6.795979046
73.167,6.795979046
73.208,6.795979046
73.25,6.795979046
73.292,6.795979046
73.333,6.795979046
73.375,6.795979046
73.417,6.795979046
73.458,6.795979046
73.5,6.795979046
73.542,6.795979046
73.583,6.795979046
73.625,6.795979046
73.667,6.795979046
73.708,6.795979046
73.75,6.795979046
73.792,6.795979046
73.833,6.795979046
73.875,6.795979046
73.917,6.795979046
73.958,6.795979046
74,6.059747982
74.042,6.059747982
74.083,6.059747982
74.125,6.059747982
74.167,6.059747982
74.208,6.059747982
74.25,6.059747982
74.292,6.059747982
74.333,6.059747982
74.375,6.059747982
74.417,6.059747982
74.458,6.059747982
74.5,6.059747982
74.542,6.059747982
74.583,6.059747982
74.625,6.059747982
74.667,6.059747982
74.708,6.059747982
74.75,6.059747982
74.792,6.059747982
74.833,6.059747982
74.875,6.059747982
74.917,6.059747982
74.958,6.059747982
75,6.682712728
75.042,6.682712728
75.083,6.682712728
75.125,6.682712728
75.167,6.682712728
75.208,6.682712728
75.25,6.682712728
75.292,6.682712728
75.333,6.682712728
75.375,6.682712728
75.417,6.682712728
75.458,6.682712728
75.5,6.682712728
75.542,6.682712728
75.583,6.682712728
75.625,6.682712728
75.667,6.682712728
75.708,6.682712728
75.75,6.682712728
75.792,6.682712728
75.833,6.682712728
75.875,6.682712728
75.917,6.682712728
75.958,6.682712728
76,7.277360895
76.042,7.277360895
76.083,7.277360895
76.125,7.277360895
76.167,7.277360895
76.208,7.277360895
76.25,7.277360895
76.292,7.277360895
76.333,7.277360895
76.375,7.277360895
76.417,7.277360895
76.458,7.277360895
76.5,7.277360895
76.542,7.277360895
76.583,7.277360895
76.625,7.277360895
76.667,7.277360895
76.708,7.277360895
76.75,7.277360895
76.792,7.277360895
76.833,7.277360895
76.875,7.277360895
76.917,7.277360895
76.958,7.277360895
77,8.041908537
77.042,8.041908537
77.083,8.041908537
77.125,8.041908537
77.167,8.041908537
77.208,8.041908537
77.25,8.041908537
77.292,8.041908537
77.333,8.041908537
77.375,8.041908537
77.417,8.041908537
77.458,8.041908537
77.5,8.041908537
77.542,8.041908537
77.583,8.041908537
77.625,8.041908537
77.667,8.041908537
77.708,8.041908537
77.75,8.041908537
77.792,8.041908537
77.833,8.041908537
77.875,8.041908537
77.917,8.041908537
77.958,8.041908537
78,8.579923545
78.042,8.579923545
78.083,8.579923545
78.125,8.579923545
78.167,8.579923545
78.208,8.579923545
78.25,8.579923545
78.292,8.579923545
78.333,8.579923545
78.375,8.579923545
78.417,8.579923545
78.458,8.579923545
78.5,8.579923545
78.542,8.579923545
78.583,8.579923545
78.625,8.579923545
78.667,8.579923545
78.708,8.579923545
78.75,8.579923545
78.792,8.579923545
78.833,8.579923545
78.875,8.579923545
78.917,8.579923545
78.958,8.579923545
79,13.73354099
79.042,13.73354099
79.083,13.73354099
79.125,13.73354099
79.167,13.73354099
79.208,13.73354099
79.25,13.73354099
79.292,13.73354099
79.333,13.73354099
79.375,13.73354099
79.417,13.73354099
79.458,13.73354099
79.5,13.73354099
79.542,13.73354099
79.583,13.73354099
79.625,13.73354099
79.667,13.73354099
79.708,13.73354099
79.75,13.73354099
79.792,13.73354099
79.833,13.73354099
79.875,13.73354099
79.917,13.73354099
79.958,13.73354099
80,13.96007362
80.042,13.96007362
80.083,13.96007362
80.125,13.96007362
80.167,13.96007362
80.208,13.96007362
80.25,13.96007362
80.292,13.96007362
80.333,13.96007362
80.375,13.96007362
80.417,13.96007362
80.458,13.96007362
80.5,13.96007362
80.542,13.96007362
80.583,13.96007362
80.625,13.96007362
80.667,13.96007362
80.708,13.96007362
80.75,13.96007362
80.792,13.96007362
80.833,13.96007362
80.875,13.96007362
80.917,13.96007362
80.958,13.96007362
81,12.82741045
81.042,12.82741045
81.083,12.82741045
81.125,12.82741045
81.167,12.82741045
81.208,12.82741045
81.25,12.82741045
81.292,12.82741045
81.333,12.82741045
81.375,12.82741045
81.417,12.82741045
81.458,12.82741045
81.5,12.82741045
81.542,12.82741045
81.583,12.82741045
81.625,12.82741045
81.667,12.82741045
81.708,12.82741045
81.75,12.82741045
81.792,12.82741045
81.833,12.82741045
81.875,12.82741045
81.917,12.82741045
81.958,12.82741045
82,10.50545094
82.042,10.50545094
82.083,10.50545094
82.125,10.50545094
82.167,10.50545094
82.208,10.50545094
82.25,10.50545094
82.292,10.50545094
82.333,10.50545094
82.375,10.50545094
82.417,10.50545094
82.458,10.50545094
82.5,10.50545094
82.542,10.50545094
82.583,10.50545094
82.625,10.50545094
82.667,10.50545094
82.708,10.50545094
82.75,10.50545094
82.792,10.50545094
82.833,10.50545094
82.875,10.50545094
82.917,10.50545094
82.958,10.50545094
83,9.882486196
83.042,9.882486196
83.083,9.882486196
83.125,9.882486196
83.167,9.882486196
83.208,9.882486196
83.25,9.882486196
83.292,9.882486196
83.333,9.882486196
83.375,9.882486196
83.417,9.882486196
83.458,9.882486196
83.5,9.882486196
83.542,9.882486196
83.583,9.882486196
83.625,9.882486196
83.667,9.882486196
83.708,9.882486196
83.75,9.882486196
83.792,9.882486196
83.833,9.882486196
83.875,9.882486196
83.917,9.882486196
83.958,9.882486196
84,14.52640521
84.042,14.52640521
84.083,14.52640521
84.125,14.52640521
84.167,14.52640521
84.208,14.52640521
84.25,14.52640521
84.292,14.52640521
84.333,14.52640521
84.375,14.52640521
84.417,14.52640521
84.458,14.52640521
84.5,14.52640521
84.542,14.52640521
84.583,14.52640521
84.625,14.52640521
84.667,14.52640521
84.708,14.52640521
84.75,14.52640521
84.792,14.52640521
84.833,14.52640521
84.875,14.52640521
84.917,14.52640521
84.958,14.52640521
85,11.86464675
85.042,11.86464675
85.083,11.86464675
85.125,11.86464675
85.167,11.86464675
85.208,11.86464675
85.25,11.86464675
85.292,11.86464675
85.333,11.86464675
85.375,11.86464675
85.417,11.86464675
85.458,11.86464675
85.5,11.86464675
85.542,11.86464675
85.583,11.86464675
85.625,11.86464675
85.667,11.86464675
85.708,11.86464675
85.75,11.86464675
85.792,11.86464675
85.833,11.86464675
85.875,11.86464675
85.917,11.86464675
85.958,11.86464675
86,14.38482231
86.042,14.38482231
86.083,14.38482231
86.125,14.38482231
86.167,14.38482231
86.208,14.38482231
86.25,14.38482231
86.292,14.38482231
86.333,14.38482231
86.375,14.38482231
86.417,14.38482231
86.458,14.38482231
86.5,14.38482231
86.542,14.38482231
86.583,14.38482231
86.625,14.38482231
86.667,14.38482231
86.708,14.38482231
86.75,14.38482231
86.792,14.38482231
86.833,14.38482231
86.875,14.38482231
86.917,14.38482231
86.958,14.38482231
87,13.87512389
87.042,13.87512389
87.083,13.87512389
87.125,13.87512389
87.167,13.87512389
87.208,13.87512389
87.25,13.87512389
87.292,13.87512389
87.333,13.87512389
87.375,13.87512389
87.417,13.87512389
87.458,13.87512389
87.5,13.87512389
87.542,13.87512389
87.583,13.87512389
87.625,13.87512389
87.667,13.87512389
87.708,13.87512389
87.75,13.87512389
87.792,13.87512389
87.833,13.87512389
87.875,13.87512389
87.917,13.87512389
87.958,13.87512389
88,11.29831516
88.042,11.29831516
88.083,11.29831516
88.125,11.29831516
88.167,11.29831516
88.208,11.29831516
88.25,11.29831516
88.292,11.29831516
88.333,11.29831516
88.375,11.29831516
88.417,11.29831516
88.458,11.29831516
88.5,11.29831516
88.542,11.29831516
88.583,11.29831516
88.625,11.29831516
88.667,11.29831516
88.708,11.29831516
88.75,11.29831516
88.792,11.29831516
88.833,11.29831516
88.875,11.29831516
88.917,11.29831516
88.958,11.29831516
89,10.33555147
89.042,10.33555147
89.083,10.33555147
89.125,10.33555147
89.167,10.33555147
89.208,10.33555147
89.25,10.33555147
89.292,10.33555147
89.333,10.33555147
89.375,10.33555147
89.417,10.33555147
89.458,10.33555147
89.5,10.33555147
89.542,10.33555147
89.583,10.33555147
89.625,10.33555147
89.667,10.33555147
89.708,10.33555147
89.75,10.33555147
89.792,10.33555147
89.833,10.33555147
89.875,10.33555147
89.917,10.33555147
89.958,10.33555147
90,9.429420926
90.042,9.429420926
90.083,9.429420926
90.125,9.429420926
90.167,9.429420926
90.208,9.429420926
90.25,9.429420926
90.292,9.429420926
90.333,9.429420926
90.375,9.429420926
90.417,9.429420926
90.458,9.429420926
90.5,9.429420926
90.542,9.429420926
90.583,9.429420926
90.625,9.429420926
90.667,9.429420926
90.708,9.429420926
90.75,9.429420926
90.792,9.429420926
90.833,9.429420926
90.875,9.429420926
90.917,9.429420926
90.958,9.429420926
91,13.47869177
91.042,13.47869177
91.083,13.47869177
91.125,13.47869177
91.167,13.47869177
91.208,13.47869177
91.25,13.47869177
91.292,13.47869177
91.333,13.47869177
91.375,13.47869177
91.417,13.47869177
91.458,13.47869177
91.5,13.47869177
91.542,13.47869177
91.583,13.47869177
91.625,13.47869177
91.667,13.47869177
91.708,13.47869177
91.75,13.47869177
91.792,13.47869177
91.833,13.47869177
91.875,13.47869177
91.917,13.47869177
91.958,13.47869177
92,20.61446977
92.042,20.61446977
92.083,20.61446977
92.125,20.61446977
92.167,20.61446977
92.208,20.61446977
92.25,20.61446977
92.292,20.61446977
92.333,20.61446977
92.375,20.61446977
92.417,20.61446977
92.458,20.61446977
92.5,20.61446977
92.542,20.61446977
92.583,20.61446977
92.625,20.61446977
92.667,20.61446977
92.708,20.61446977
92.75,20.61446977
92.792,20.61446977
92.833,20.61446977
92.875,20.61446977
92.917,20.61446977
92.958,20.61446977
93,20.07645476
93.042,20.07645476
93.083,20.07645476
93.125,20.07645476
93.167,20.07645476
93.208,20.07645476
93.25,20.07645476
93.292,20.07645476
93.333,20.07645476
93.375,20.07645476
93.417,20.07645476
93.458,20.07645476
93.5,20.07645476
93.542,20.07645476
93.583,20.07645476
93.625,20.07645476
93.667,20.07645476
93.708,20.07645476
93.75,20.07645476
93.792,20.07645476
93.833,20.07645476
93.875,20.07645476
93.917,20.07645476
93.958,20.07645476
94,20.78436925
94.042,20.78436925
94.083,20.78436925
94.125,20.78436925
94.167,20.78436925
94.208,20.78436925
94.25,20.78436925
94.292,20.78436925
94.333,20.78436925
94.375,20.78436925
94.417,20.78436925
94.458,20.78436925
94.5,20.78436925
94.542,20.78436925
94.583,20.78436925
94.625,20.78436925
94.667,20.78436925
94.708,20.78436925
94.75,20.78436925
94.792,20.78436925
94.833,20.78436925
94.875,20.78436925
94.917,20.78436925
94.958,20.78436925
95,30.01557412
95.042,30.01557412
95.083,30.01557412
95.125,30.01557412
95.167,30.01557412
95.208,30.01557412
95.25,30.01557412
95.292,30.01557412
95.333,30.01557412
95.375,30.01557412
95.417,30.01557412
95.458,30.01557412
95.5,30.01557412
95.542,30.01557412
95.583,30.01557412
95.625,30.01557412
95.667,30.01557412
95.708,30.01557412
95.75,30.01557412
95.792,30.01557412
95.833,30.01557412
95.875,30.01557412
95.917,30.01557412
95.958,30.01557412
96,27.46708198
96.042,27.46708198
96.083,27.46708198
96.125,27.46708198
96.167,27.46708198
96.208,27.46708198
96.25,27.46708198
96.292,27.46708198
96.333,27.46708198
96.375,27.46708198
96.417,27.46708198
96.458,27.46708198
96.5,27.46708198
96.542,27.46708198
96.583,27.46708198
96.625,27.46708198
96.667,27.46708198
96.708,27.46708198
96.75,27.46708198
96.792,27.46708198
96.833,27.46708198
96.875,27.46708198
96.917,27.46708198
96.958,27.46708198
97,31.99773467
97.042,31.99773467
97.083,31.99773467
97.125,31.99773467
97.167,31.99773467
97.208,31.99773467
97.25,31.99773467
97.292,31.99773467
97.333,31.99773467
97.375,31.99773467
97.417,31.99773467
97.458,31.99773467
97.5,31.99773467
97.542,31.99773467
97.583,31.99773467
97.625,31.99773467
97.667,31.99773467
97.708,31.99773467
97.75,31.99773467
97.792,31.99773467
97.833,31.99773467
97.875,31.99773467
97.917,31.99773467
97.958,31.99773467
98,62.04162537
98.042,62.04162537
98.083,62.04162537
98.125,62.04162537
98.167,62.04162537
98.208,62.04162537
98.25,62.04162537
98.292,62.04162537
98.333,62.04162537
98.375,62.04162537
98.417,62.04162537
98.458,62.04162537
98.5,62.04162537
98.542,62.04162537
98.583,62.04162537
98.625,62.04162537
98.667,62.04162537
98.708,62.04162537
98.75,62.04162537
98.792,62.04162537
98.833,62.04162537
98.875,62.04162537
98.917,62.04162537
98.958,62.04162537
99,50.12034546
99.042,50.12034546
99.083,50.12034546
99.125,50.12034546
99.167,50.12034546
99.208,50.12034546
99.25,50.12034546
99.292,50.12034546
99.333,50.12034546
99.375,50.12034546
99.417,50.12034546
99.458,50.12034546
99.5,50.12034546
99.542,50.12034546
99.583,50.12034546
99.625,50.12034546
99.667,50.12034546
99.708,50.12034546
99.75,50.12034546
99.792,50.12034546
99.833,50.12034546
99.875,50.12034546
99.917,50.12034546
99.958,50.12034546
100,29.95894096
100.042,29.95894096
100.083,29.95894096
100.125,29.95894096
100.167,29.95894096
100.208,29.95894096
100.25,29.95894096
100.292,29.95894096
100.333,29.95894096
100.375,29.95894096
100.417,29.95894096
100.458,29.95894096
100.5,29.95894096
100.542,29.95894096
100.583,29.95894096
100.625,29.95894096
100.667,29.95894096
100.708,29.95894096
100.75,29.95894096
100.792,29.95894096
100.833,29.95894096
100.875,29.95894096
100.917,29.95894096
100.958,29.95894096
101,23.5877106
101.042,23.5877106
101.083,23.5877106
101.125,23.5877106
101.167,23.5877106
101.208,23.5877106
101.25,23.5877106
101.292,23.5877106
101.333,23.5877106
101.375,23.5877106
101.417,23.5877106
101.458,23.5877106
101.5,23.5877106
101.542,23.5877106
101.583,23.5877106
101.625,23.5877106
101.667,23.5877106
101.708,23.5877106
101.75,23.5877106
101.792,23.5877106
101.833,23.5877106
101.875,23.5877106
101.917,23.5877106
101.958,23.5877106
102,20.89763557
102.042,20.89763557
102.083,20.89763557
102.125,20.89763557
102.167,20.89763557
102.208,20.89763557
102.25,20.89763557
102.292,20.89763557
102.333,20.89763557
102.375,20.89763557
102.417,20.89763557
102.458,20.89763557
102.5,20.89763557
102.542,20.89763557
102.583,20.89763557
102.625,20.89763557
102.667,20.89763557
102.708,20.89763557
102.75,20.89763557
102.792,20.89763557
102.833,20.89763557
102.875,20.89763557
102.917,20.89763557
102.958,20.89763557
103,19.42517344
103.042,19.42517344
103.083,19.42517344
103.125,19.42517344
103.167,19.42517344
103.208,19.42517344
103.25,19.42517344
103.292,19.42517344
103.333,19.42517344
103.375,19.42517344
103.417,19.42517344
103.458,19.42517344
103.5,19.42517344
103.542,19.42517344
103.583,19.42517344
103.625,19.42517344
103.667,19.42517344
103.708,19.42517344
103.75,19.42517344
103.792,19.42517344
103.833,19.42517344
103.875,19.42517344
103.917,19.42517344
103.958,19.42517344
104,18.26419369
104.042,18.26419369
104.083,18.26419369
104.125,18.26419369
104.167,18.26419369
104.208,18.26419369
104.25,18.26419369
104.292,18.26419369
104.333,18.26419369
104.375,18.26419369
104.417,18.26419369
104.458,18.26419369
104.5,18.26419369
104.542,18.26419369
104.583,18.26419369
104.625,18.26419369
104.667,18.26419369
104.708,18.26419369
104.75,18.26419369
104.792,18.26419369
104.833,18.26419369
104.875,18.26419369
104.917,18.26419369
104.958,18.26419369
105,15.85728444
105.042,15.85728444
105.083,15.85728444
105.125,15.85728444
105.167,15.85728444
105.208,15.85728444
105.25,15.85728444
105.292,15.85728444
105.333,15.85728444
105.375,15.85728444
105.417,15.85728444
105.458,15.85728444
105.5,15.85728444
105.542,15.85728444
105.583,15.85728444
105.625,15.85728444
105.667,15.85728444
105.708,15.85728444
105.75,15.85728444
105.792,15.85728444
105.833,15.85728444
105.875,15.85728444
105.917,15.85728444
105.958,15.85728444
106,15.54580207
106.042,15.54580207
106.083,15.54580207
106.125,15.54580207
106.167,15.54580207
106.208,15.54580207
106.25,15.54580207
106.292,15.54580207
106.333,15.54580207
106.375,15.54580207
106.417,15.54580207
106.458,15.54580207
106.5,15.54580207
106.542,15.54580207
106.583,15.54580207
106.625,15.54580207
106.667,15.54580207
106.708,15.54580207
106.75,15.54580207
106.792,15.54580207
106.833,15.54580207
106.875,15.54580207
106.917,15.54580207
106.958,15.54580207
107,13.81849073
107.042,13.81849073
107.083,13.81849073
107.125,13.81849073
107.167,13.81849073
107.208,13.81849073
107.25,13.81849073
107.292,13.81849073
107.333,13.81849073
107.375,13.81849073
107.417,13.81849073
107.458,13.81849073
107.5,13.81849073
107.542,13.81849073
107.583,13.81849073
107.625,13.81849073
107.667,13.81849073
107.708,13.81849073
107.75,13.81849073
107.792,13.81849073
107.833,13.81849073
107.875,13.81849073
107.917,13.81849073
107.958,13.81849073
108,25.34333852
108.042,25.34333852
108.083,25.34333852
108.125,25.34333852
108.167,25.34333852
108.208,25.34333852
108.25,25.34333852
108.292,25.34333852
108.333,25.34333852
108.375,25.34333852
108.417,25.34333852
108.458,25.34333852
108.5,25.34333852
108.542,25.34333852
108.583,25.34333852
108.625,25.34333852
108.667,25.34333852
108.708,25.34333852
108.75,25.34333852
108.792,25.34333852
108.833,25.34333852
108.875,25.34333852
108.917,25.34333852
108.958,25.34333852
109,27.4387654
109.042,27.4387654
109.083,27.4387654
109.125,27.4387654
109.167,27.4387654
109.208,27.4387654
109.25,27.4387654
109.292,27.4387654
109.333,27.4387654
109.375,27.4387654
109.417,27.4387654
109.458,27.4387654
109.5,27.4387654
109.542,27.4387654
109.583,27.4387654
109.625,27.4387654
109.667,27.4387654
109.708,27.4387654
109.75,27.4387654
109.792,27.4387654
109.833,27.4387654
109.875,27.4387654
109.917,27.4387654
109.958,27.4387654
110,26.90075039
110.042,26.90075039
110.083,26.90075039
110.125,26.90075039
110.167,26.90075039
110.208,26.90075039
110.25,26.90075039
110.292,26.90075039
110.333,26.90075039
110.375,26.90075039
110.417,26.90075039
110.458,26.90075039
110.5,26.90075039
110.542,26.90075039
110.583,26.90075039
110.625,26.90075039
110.667,26.90075039
110.708,26.90075039
110.75,26.90075039
110.792,26.90075039
110.833,26.90075039
110.875,26.90075039
110.917,26.90075039
110.958,26.90075039
111,22.59663033
111.042,22.59663033
111.083,22.59663033
111.125,22.59663033
111.167,22.59663033
111.208,22.59663033
111.25,22.59663033
111.292,22.59663033
111.333,22.59663033
111.375,22.59663033
111.417,22.59663033
111.458,22.59663033
111.5,22.59663033
111.542,22.59663033
111.583,22.59663033
111.625,22.59663033
111.667,22.59663033
111.708,22.59663033
111.75,22.59663033
111.792,22.59663033
111.833,22.59663033
111.875,22.59663033
111.917,22.59663033
111.958,22.59663033
112,21.2657511
112.042,21.2657511
112.083,21.2657511
112.125,21.2657511
112.167,21.2657511
112.208,21.2657511
112.25,21.2657511
112.292,21.2657511
112.333,21.2657511
112.375,21.2657511
112.417,21.2657511
112.458,21.2657511
112.5,21.2657511
112.542,21.2657511
112.583,21.2657511
112.625,21.2657511
112.667,21.2657511
112.708,21.2657511
112.75,21.2657511
112.792,21.2657511
112.833,21.2657511
112.875,21.2657511
112.917,21.2657511
112.958,21.2657511
113,24.94690641
113.042,24.94690641
113.083,24.94690641
113.125,24.94690641
113.167,24.94690641
113.208,24.94690641
113.25,24.94690641
113.292,24.94690641
113.333,24.94690641
113.375,24.94690641
113.417,24.94690641
113.458,24.94690641
113.5,24.94690641
113.542,24.94690641
113.583,24.94690641
113.625,24.94690641
113.667,24.94690641
113.708,24.94690641
113.75,24.94690641
113.792,24.94690641
113.833,24.94690641
113.875,24.94690641
113.917,24.94690641
113.958,24.94690641
114,32.19595073
114.042,32.19595073
114.083,32.19595073
114.125,32.19595073
114.167,32.19595073
114.208,32.19595073
114.25,32.19595073
114.292,32.19595073
114.333,32.19595073
114.375,32.19595073
114.417,32.19595073
114.458,32.19595073
114.5,32.19595073
114.542,32.19595073
114.583,32.19595073
114.625,32.19595073
114.667,32.19595073
114.708,32.19595073
114.75,32.19595073
114.792,32.19595073
114.833,32.19595073
114.875,32.19595073
114.917,32.19595073
114.958,32.19595073
115,32.93218179
115.042,32.93218179
115.083,32.93218179
115.125,32.93218179
115.167,32.93218179
115.208,32.93218179
115.25,32.93218179
115.292,32.93218179
115.333,32.93218179
115.375,32.93218179
115.417,32.93218179
115.458,32.93218179
115.5,32.93218179
115.542,32.93218179
115.583,32.93218179
115.625,32.93218179
115.667,32.93218179
115.708,32.93218179
115.75,32.93218179
115.792,32.93218179
115.833,32.93218179
115.875,32.93218179
115.917,32.93218179
115.958,32.93218179
116,29.53419227
116.042,29.53419227
116.083,29.53419227
116.125,29.53419227
116.167,29.53419227
116.208,29.53419227
116.25,29.53419227
116.292,29.53419227
116.333,29.53419227
116.375,29.53419227
116.417,29.53419227
116.458,29.53419227
116.5,29.53419227
116.542,29.53419227
116.583,29.53419227
116.625,29.53419227
116.667,29.53419227
116.708,29.53419227
116.75,29.53419227
116.792,29.53419227
116.833,29.53419227
116.875,29.53419227
116.917,29.53419227
116.958,29.53419227
117,26.50431828
117.042,26.50431828
117.083,26.50431828
117.125,26.50431828
117.167,26.50431828
117.208,26.50431828
117.25,26.50431828
117.292,26.50431828
117.333,26.50431828
117.375,26.50431828
117.417,26.50431828
117.458,26.50431828
117.5,26.50431828
117.542,26.50431828
117.583,26.50431828
117.625,26.50431828
117.667,26.50431828
117.708,26.50431828
117.75,26.50431828
117.792,26.50431828
117.833,26.50431828
117.875,26.50431828
117.917,26.50431828
117.958,26.50431828
118,24.8336401
118.042,24.8336401
118.083,24.8336401
118.125,24.8336401
118.167,24.8336401
