$Trinity Lake Swift Cr inflow year 2017 updated YC 06/01/23,
59.417,8.863089339
59.458,8.863089339
59.5,8.863089339
59.542,8.863089339
59.583,8.863089339
59.625,8.863089339
59.667,8.863089339
59.708,8.863089339
59.75,8.863089339
59.792,8.863089339
59.833,8.863089339
59.875,8.863089339
59.917,8.863089339
59.958,8.863089339
60,9.71258672
60.042,9.71258672
60.083,9.71258672
60.125,9.71258672
60.167,9.71258672
60.208,9.71258672
60.25,9.71258672
60.292,9.71258672
60.333,9.71258672
60.375,9.71258672
60.417,9.71258672
60.458,9.71258672
60.5,9.71258672
60.542,9.71258672
60.583,9.71258672
60.625,9.71258672
60.667,9.71258672
60.708,9.71258672
60.75,9.71258672
60.792,9.71258672
60.833,9.71258672
60.875,9.71258672
60.917,9.71258672
60.958,9.71258672
61,8.976355656
61.042,8.976355656
61.083,8.976355656
61.125,8.976355656
61.167,8.976355656
61.208,8.976355656
61.25,8.976355656
61.292,8.976355656
61.333,8.976355656
61.375,8.976355656
61.417,8.976355656
61.458,8.976355656
61.5,8.976355656
61.542,8.976355656
61.583,8.976355656
61.625,8.976355656
61.667,8.976355656
61.708,8.976355656
61.75,8.976355656
61.792,8.976355656
61.833,8.976355656
61.875,8.976355656
61.917,8.976355656
61.958,8.976355656
62,8.834772759
62.042,8.834772759
62.083,8.834772759
62.125,8.834772759
62.167,8.834772759
62.208,8.834772759
62.25,8.834772759
62.292,8.834772759
62.333,8.834772759
62.375,8.834772759
62.417,8.834772759
62.458,8.834772759
62.5,8.834772759
62.542,8.834772759
62.583,8.834772759
62.625,8.834772759
62.667,8.834772759
62.708,8.834772759
62.75,8.834772759
62.792,8.834772759
62.833,8.834772759
62.875,8.834772759
62.917,8.834772759
62.958,8.834772759
63,9.202888291
63.042,9.202888291
63.083,9.202888291
63.125,9.202888291
63.167,9.202888291
63.208,9.202888291
63.25,9.202888291
63.292,9.202888291
63.333,9.202888291
63.375,9.202888291
63.417,9.202888291
63.458,9.202888291
63.5,9.202888291
63.542,9.202888291
63.583,9.202888291
63.625,9.202888291
63.667,9.202888291
63.708,9.202888291
63.75,9.202888291
63.792,9.202888291
63.833,9.202888291
63.875,9.202888291
63.917,9.202888291
63.958,9.202888291
64,8.863089339
64.042,8.863089339
64.083,8.863089339
64.125,8.863089339
64.167,8.863089339
64.208,8.863089339
64.25,8.863089339
64.292,8.863089339
64.333,8.863089339
64.375,8.863089339
64.417,8.863089339
64.458,8.863089339
64.5,8.863089339
64.542,8.863089339
64.583,8.863089339
64.625,8.863089339
64.667,8.863089339
64.708,8.863089339
64.75,8.863089339
64.792,8.863089339
64.833,8.863089339
64.875,8.863089339
64.917,8.863089339
64.958,8.863089339
65,7.900325641
65.042,7.900325641
65.083,7.900325641
65.125,7.900325641
65.167,7.900325641
65.208,7.900325641
65.25,7.900325641
65.292,7.900325641
65.333,7.900325641
65.375,7.900325641
65.417,7.900325641
65.458,7.900325641
65.5,7.900325641
65.542,7.900325641
65.583,7.900325641
65.625,7.900325641
65.667,7.900325641
65.708,7.900325641
65.75,7.900325641
65.792,7.900325641
65.833,7.900325641
65.875,7.900325641
65.917,7.900325641
65.958,7.900325641
66,7.47557695
66.042,7.47557695
66.083,7.47557695
66.125,7.47557695
66.167,7.47557695
66.208,7.47557695
66.25,7.47557695
66.292,7.47557695
66.333,7.47557695
66.375,7.47557695
66.417,7.47557695
66.458,7.47557695
66.5,7.47557695
66.542,7.47557695
66.583,7.47557695
66.625,7.47557695
66.667,7.47557695
66.708,7.47557695
66.75,7.47557695
66.792,7.47557695
66.833,7.47557695
66.875,7.47557695
66.917,7.47557695
66.958,7.47557695
67,11.97791307
67.042,11.97791307
67.083,11.97791307
67.125,11.97791307
67.167,11.97791307
67.208,11.97791307
67.25,11.97791307
67.292,11.97791307
67.333,11.97791307
67.375,11.97791307
67.417,11.97791307
67.458,11.97791307
67.5,11.97791307
67.542,11.97791307
67.583,11.97791307
67.625,11.97791307
67.667,11.97791307
67.708,11.97791307
67.75,11.97791307
67.792,11.97791307
67.833,11.97791307
67.875,11.97791307
67.917,11.97791307
67.958,11.97791307
68,11.77969701
68.042,11.77969701
68.083,11.77969701
68.125,11.77969701
68.167,11.77969701
68.208,11.77969701
68.25,11.77969701
68.292,11.77969701
68.333,11.77969701
68.375,11.77969701
68.417,11.77969701
68.458,11.77969701
68.5,11.77969701
68.542,11.77969701
68.583,11.77969701
68.625,11.77969701
68.667,11.77969701
68.708,11.77969701
68.75,11.77969701
68.792,11.77969701
68.833,11.77969701
68.875,11.77969701
68.917,11.77969701
68.958,11.77969701
69,11.97791307
69.042,11.97791307
69.083,11.97791307
69.125,11.97791307
69.167,11.97791307
69.208,11.97791307
69.25,11.97791307
69.292,11.97791307
69.333,11.97791307
69.375,11.97791307
69.417,11.97791307
69.458,11.97791307
69.5,11.97791307
69.542,11.97791307
69.583,11.97791307
69.625,11.97791307
69.667,11.97791307
69.708,11.97791307
69.75,11.97791307
69.792,11.97791307
69.833,11.97791307
69.875,11.97791307
69.917,11.97791307
69.958,11.97791307
70,15.46085233
70.042,15.46085233
70.083,15.46085233
70.125,15.46085233
70.167,15.46085233
70.208,15.46085233
70.25,15.46085233
70.292,15.46085233
70.333,15.46085233
70.375,15.46085233
70.417,15.46085233
70.458,15.46085233
70.5,15.46085233
70.542,15.46085233
70.583,15.46085233
70.625,15.46085233
70.667,15.46085233
70.708,15.46085233
70.75,15.46085233
70.792,15.46085233
70.833,15.46085233
70.875,15.46085233
70.917,15.46085233
70.958,15.46085233
71,11.89296333
71.042,11.89296333
71.083,11.89296333
71.125,11.89296333
71.167,11.89296333
71.208,11.89296333
71.25,11.89296333
71.292,11.89296333
71.333,11.89296333
71.375,11.89296333
71.417,11.89296333
71.458,11.89296333
71.5,11.89296333
71.542,11.89296333
71.583,11.89296333
71.625,11.89296333
71.667,11.89296333
71.708,11.89296333
71.75,11.89296333
71.792,11.89296333
71.833,11.89296333
71.875,11.89296333
71.917,11.89296333
71.958,11.89296333
72,14.1299731
72.042,14.1299731
72.083,14.1299731
72.125,14.1299731
72.167,14.1299731
72.208,14.1299731
72.25,14.1299731
72.292,14.1299731
72.333,14.1299731
72.375,14.1299731
72.417,14.1299731
72.458,14.1299731
72.5,14.1299731
72.542,14.1299731
72.583,14.1299731
72.625,14.1299731
72.667,14.1299731
72.708,14.1299731
72.75,14.1299731
72.792,14.1299731
72.833,14.1299731
72.875,14.1299731
72.917,14.1299731
72.958,14.1299731
73,12.94067677
73.042,12.94067677
73.083,12.94067677
73.125,12.94067677
73.167,12.94067677
73.208,12.94067677
73.25,12.94067677
73.292,12.94067677
73.333,12.94067677
73.375,12.94067677
73.417,12.94067677
73.458,12.94067677
73.5,12.94067677
73.542,12.94067677
73.583,12.94067677
73.625,12.94067677
73.667,12.94067677
73.708,12.94067677
73.75,12.94067677
73.792,12.94067677
73.833,12.94067677
73.875,12.94067677
73.917,12.94067677
73.958,12.94067677
74,15.82896786
74.042,15.82896786
74.083,15.82896786
74.125,15.82896786
74.167,15.82896786
74.208,15.82896786
74.25,15.82896786
74.292,15.82896786
74.333,15.82896786
74.375,15.82896786
74.417,15.82896786
74.458,15.82896786
74.5,15.82896786
74.542,15.82896786
74.583,15.82896786
74.625,15.82896786
74.667,15.82896786
74.708,15.82896786
74.75,15.82896786
74.792,15.82896786
74.833,15.82896786
74.875,15.82896786
74.917,15.82896786
74.958,15.82896786
75,18.40577658
75.042,18.40577658
75.083,18.40577658
75.125,18.40577658
75.167,18.40577658
75.208,18.40577658
75.25,18.40577658
75.292,18.40577658
75.333,18.40577658
75.375,18.40577658
75.417,18.40577658
75.458,18.40577658
75.5,18.40577658
75.542,18.40577658
75.583,18.40577658
75.625,18.40577658
75.667,18.40577658
75.708,18.40577658
75.75,18.40577658
75.792,18.40577658
75.833,18.40577658
75.875,18.40577658
75.917,18.40577658
75.958,18.40577658
76,15.31926943
76.042,15.31926943
76.083,15.31926943
76.125,15.31926943
76.167,15.31926943
76.208,15.31926943
76.25,15.31926943
76.292,15.31926943
76.333,15.31926943
76.375,15.31926943
76.417,15.31926943
76.458,15.31926943
76.5,15.31926943
76.542,15.31926943
76.583,15.31926943
76.625,15.31926943
76.667,15.31926943
76.708,15.31926943
76.75,15.31926943
76.792,15.31926943
76.833,15.31926943
76.875,15.31926943
76.917,15.31926943
76.958,15.31926943
77,23.95582614
77.042,23.95582614
77.083,23.95582614
77.125,23.95582614
77.167,23.95582614
77.208,23.95582614
77.25,23.95582614
77.292,23.95582614
77.333,23.95582614
77.375,23.95582614
77.417,23.95582614
77.458,23.95582614
77.5,23.95582614
77.542,23.95582614
77.583,23.95582614
77.625,23.95582614
77.667,23.95582614
77.708,23.95582614
77.75,23.95582614
77.792,23.95582614
77.833,23.95582614
77.875,23.95582614
77.917,23.95582614
77.958,23.95582614
78,30.55358913
78.042,30.55358913
78.083,30.55358913
78.125,30.55358913
78.167,30.55358913
78.208,30.55358913
78.25,30.55358913
78.292,30.55358913
78.333,30.55358913
78.375,30.55358913
78.417,30.55358913
78.458,30.55358913
78.5,30.55358913
78.542,30.55358913
78.583,30.55358913
78.625,30.55358913
78.667,30.55358913
78.708,30.55358913
78.75,30.55358913
78.792,30.55358913
78.833,30.55358913
78.875,30.55358913
78.917,30.55358913
78.958,30.55358913
79,26.53263486
79.042,26.53263486
79.083,26.53263486
79.125,26.53263486
79.167,26.53263486
79.208,26.53263486
79.25,26.53263486
79.292,26.53263486
79.333,26.53263486
79.375,26.53263486
79.417,26.53263486
79.458,26.53263486
79.5,26.53263486
79.542,26.53263486
79.583,26.53263486
79.625,26.53263486
79.667,26.53263486
79.708,26.53263486
79.75,26.53263486
79.792,26.53263486
79.833,26.53263486
79.875,26.53263486
79.917,26.53263486
79.958,26.53263486
80,39.04856293
80.042,39.04856293
80.083,39.04856293
80.125,39.04856293
80.167,39.04856293
80.208,39.04856293
80.25,39.04856293
80.292,39.04856293
80.333,39.04856293
80.375,39.04856293
80.417,39.04856293
80.458,39.04856293
80.5,39.04856293
80.542,39.04856293
80.583,39.04856293
80.625,39.04856293
80.667,39.04856293
80.708,39.04856293
80.75,39.04856293
80.792,39.04856293
80.833,39.04856293
80.875,39.04856293
80.917,39.04856293
80.958,39.04856293
81,30.63853886
81.042,30.63853886
81.083,30.63853886
81.125,30.63853886
81.167,30.63853886
81.208,30.63853886
81.25,30.63853886
81.292,30.63853886
81.333,30.63853886
81.375,30.63853886
81.417,30.63853886
81.458,30.63853886
81.5,30.63853886
81.542,30.63853886
81.583,30.63853886
81.625,30.63853886
81.667,30.63853886
81.708,30.63853886
81.75,30.63853886
81.792,30.63853886
81.833,30.63853886
81.875,30.63853886
81.917,30.63853886
81.958,30.63853886
82,22.9081127
82.042,22.9081127
82.083,22.9081127
82.125,22.9081127
82.167,22.9081127
82.208,22.9081127
82.25,22.9081127
82.292,22.9081127
82.333,22.9081127
82.375,22.9081127
82.417,22.9081127
82.458,22.9081127
82.5,22.9081127
82.542,22.9081127
82.583,22.9081127
82.625,22.9081127
82.667,22.9081127
82.708,22.9081127
82.75,22.9081127
82.792,22.9081127
82.833,22.9081127
82.875,22.9081127
82.917,22.9081127
82.958,22.9081127
83,26.22115248
83.042,26.22115248
83.083,26.22115248
83.125,26.22115248
83.167,26.22115248
83.208,26.22115248
83.25,26.22115248
83.292,26.22115248
83.333,26.22115248
83.375,26.22115248
83.417,26.22115248
83.458,26.22115248
83.5,26.22115248
83.542,26.22115248
83.583,26.22115248
83.625,26.22115248
83.667,26.22115248
83.708,26.22115248
83.75,26.22115248
83.792,26.22115248
83.833,26.22115248
83.875,26.22115248
83.917,26.22115248
83.958,26.22115248
84,19.90655529
84.042,19.90655529
84.083,19.90655529
84.125,19.90655529
84.167,19.90655529
84.208,19.90655529
84.25,19.90655529
84.292,19.90655529
84.333,19.90655529
84.375,19.90655529
84.417,19.90655529
84.458,19.90655529
84.5,19.90655529
84.542,19.90655529
84.583,19.90655529
84.625,19.90655529
84.667,19.90655529
84.708,19.90655529
84.75,19.90655529
84.792,19.90655529
84.833,19.90655529
84.875,19.90655529
84.917,19.90655529
84.958,19.90655529
85,19.76497239
85.042,19.76497239
85.083,19.76497239
85.125,19.76497239
85.167,19.76497239
85.208,19.76497239
85.25,19.76497239
85.292,19.76497239
85.333,19.76497239
85.375,19.76497239
85.417,19.76497239
85.458,19.76497239
85.5,19.76497239
85.542,19.76497239
85.583,19.76497239
85.625,19.76497239
85.667,19.76497239
85.708,19.76497239
85.75,19.76497239
85.792,19.76497239
85.833,19.76497239
85.875,19.76497239
85.917,19.76497239
85.958,19.76497239
86,16.39529945
86.042,16.39529945
86.083,16.39529945
86.125,16.39529945
86.167,16.39529945
86.208,16.39529945
86.25,16.39529945
86.292,16.39529945
86.333,16.39529945
86.375,16.39529945
86.417,16.39529945
86.458,16.39529945
86.5,16.39529945
86.542,16.39529945
86.583,16.39529945
86.625,16.39529945
86.667,16.39529945
86.708,16.39529945
86.75,16.39529945
86.792,16.39529945
86.833,16.39529945
86.875,16.39529945
86.917,16.39529945
86.958,16.39529945
87,15.37590259
87.042,15.37590259
87.083,15.37590259
87.125,15.37590259
87.167,15.37590259
87.208,15.37590259
87.25,15.37590259
87.292,15.37590259
87.333,15.37590259
87.375,15.37590259
87.417,15.37590259
87.458,15.37590259
87.5,15.37590259
87.542,15.37590259
87.583,15.37590259
87.625,15.37590259
87.667,15.37590259
87.708,15.37590259
87.75,15.37590259
87.792,15.37590259
87.833,15.37590259
87.875,15.37590259
87.917,15.37590259
87.958,15.37590259
88,14.69630469
88.042,14.69630469
88.083,14.69630469
88.125,14.69630469
88.167,14.69630469
88.208,14.69630469
88.25,14.69630469
88.292,14.69630469
88.333,14.69630469
88.375,14.69630469
88.417,14.69630469
88.458,14.69630469
88.5,14.69630469
88.542,14.69630469
88.583,14.69630469
88.625,14.69630469
88.667,14.69630469
88.708,14.69630469
88.75,14.69630469
88.792,14.69630469
88.833,14.69630469
88.875,14.69630469
88.917,14.69630469
88.958,14.69630469
89,16.67846524
89.042,16.67846524
89.083,16.67846524
89.125,16.67846524
89.167,16.67846524
89.208,16.67846524
89.25,16.67846524
89.292,16.67846524
89.333,16.67846524
89.375,16.67846524
89.417,16.67846524
89.458,16.67846524
89.5,16.67846524
89.542,16.67846524
89.583,16.67846524
89.625,16.67846524
89.667,16.67846524
89.708,16.67846524
89.75,16.67846524
89.792,16.67846524
89.833,16.67846524
89.875,16.67846524
89.917,16.67846524
89.958,16.67846524
90,14.44145547
90.042,14.44145547
90.083,14.44145547
90.125,14.44145547
90.167,14.44145547
90.208,14.44145547
90.25,14.44145547
90.292,14.44145547
90.333,14.44145547
90.375,14.44145547
90.417,14.44145547
90.458,14.44145547
90.5,14.44145547
90.542,14.44145547
90.583,14.44145547
90.625,14.44145547
90.667,14.44145547
90.708,14.44145547
90.75,14.44145547
90.792,14.44145547
90.833,14.44145547
90.875,14.44145547
90.917,14.44145547
90.958,14.44145547
91,17.47132946
91.042,17.47132946
91.083,17.47132946
91.125,17.47132946
91.167,17.47132946
91.208,17.47132946
91.25,17.47132946
91.292,17.47132946
91.333,17.47132946
91.375,17.47132946
91.417,17.47132946
91.458,17.47132946
91.5,17.47132946
91.542,17.47132946
91.583,17.47132946
91.625,17.47132946
91.667,17.47132946
91.708,17.47132946
91.75,17.47132946
91.792,17.47132946
91.833,17.47132946
91.875,17.47132946
91.917,17.47132946
91.958,17.47132946
92,18.43409316
92.042,18.43409316
92.083,18.43409316
92.125,18.43409316
92.167,18.43409316
92.208,18.43409316
92.25,18.43409316
92.292,18.43409316
92.333,18.43409316
92.375,18.43409316
92.417,18.43409316
92.458,18.43409316
92.5,18.43409316
92.542,18.43409316
92.583,18.43409316
92.625,18.43409316
92.667,18.43409316
92.708,18.43409316
92.75,18.43409316
92.792,18.43409316
92.833,18.43409316
92.875,18.43409316
92.917,18.43409316
92.958,18.43409316
93,18.74557553
93.042,18.74557553
93.083,18.74557553
93.125,18.74557553
93.167,18.74557553
93.208,18.74557553
93.25,18.74557553
93.292,18.74557553
93.333,18.74557553
93.375,18.74557553
93.417,18.74557553
93.458,18.74557553
93.5,18.74557553
93.542,18.74557553
93.583,18.74557553
93.625,18.74557553
93.667,18.74557553
93.708,18.74557553
93.75,18.74557553
93.792,18.74557553
93.833,18.74557553
93.875,18.74557553
93.917,18.74557553
93.958,18.74557553
94,16.53688234
94.042,16.53688234
94.083,16.53688234
94.125,16.53688234
94.167,16.53688234
94.208,16.53688234
94.25,16.53688234
94.292,16.53688234
94.333,16.53688234
94.375,16.53688234
94.417,16.53688234
94.458,16.53688234
94.5,16.53688234
94.542,16.53688234
94.583,16.53688234
94.625,16.53688234
94.667,16.53688234
94.708,16.53688234
94.75,16.53688234
94.792,16.53688234
94.833,16.53688234
94.875,16.53688234
94.917,16.53688234
94.958,16.53688234
95,17.44301288
95.042,17.44301288
95.083,17.44301288
95.125,17.44301288
95.167,17.44301288
95.208,17.44301288
95.25,17.44301288
95.292,17.44301288
95.333,17.44301288
95.375,17.44301288
95.417,17.44301288
95.458,17.44301288
95.5,17.44301288
95.542,17.44301288
95.583,17.44301288
95.625,17.44301288
95.667,17.44301288
95.708,17.44301288
95.75,17.44301288
95.792,17.44301288
95.833,17.44301288
95.875,17.44301288
95.917,17.44301288
95.958,17.44301288
96,26.58926802
96.042,26.58926802
96.083,26.58926802
96.125,26.58926802
96.167,26.58926802
96.208,26.58926802
96.25,26.58926802
96.292,26.58926802
96.333,26.58926802
96.375,26.58926802
96.417,26.58926802
96.458,26.58926802
96.5,26.58926802
96.542,26.58926802
96.583,26.58926802
96.625,26.58926802
96.667,26.58926802
96.708,26.58926802
96.75,26.58926802
96.792,26.58926802
96.833,26.58926802
96.875,26.58926802
96.917,26.58926802
96.958,26.58926802
97,26.64590118
97.042,26.64590118
97.083,26.64590118
97.125,26.64590118
97.167,26.64590118
97.208,26.64590118
97.25,26.64590118
97.292,26.64590118
97.333,26.64590118
97.375,26.64590118
97.417,26.64590118
97.458,26.64590118
97.5,26.64590118
97.542,26.64590118
97.583,26.64590118
97.625,26.64590118
97.667,26.64590118
97.708,26.64590118
97.75,26.64590118
97.792,26.64590118
97.833,26.64590118
97.875,26.64590118
97.917,26.64590118
97.958,26.64590118
98,21.09585162
98.042,21.09585162
98.083,21.09585162
98.125,21.09585162
98.167,21.09585162
98.208,21.09585162
98.25,21.09585162
98.292,21.09585162
98.333,21.09585162
98.375,21.09585162
98.417,21.09585162
98.458,21.09585162
98.5,21.09585162
98.542,21.09585162
98.583,21.09585162
98.625,21.09585162
98.667,21.09585162
98.708,21.09585162
98.75,21.09585162
98.792,21.09585162
98.833,21.09585162
98.875,21.09585162
98.917,21.09585162
98.958,21.09585162
99,17.24479683
99.042,17.24479683
99.083,17.24479683
99.125,17.24479683
99.167,17.24479683
99.208,17.24479683
99.25,17.24479683
99.292,17.24479683
99.333,17.24479683
99.375,17.24479683
99.417,17.24479683
99.458,17.24479683
99.5,17.24479683
99.542,17.24479683
99.583,17.24479683
99.625,17.24479683
99.667,17.24479683
99.708,17.24479683
99.75,17.24479683
99.792,17.24479683
99.833,17.24479683
99.875,17.24479683
99.917,17.24479683
99.958,17.24479683
100,15.48916891
100.042,15.48916891
100.083,15.48916891
100.125,15.48916891
100.167,15.48916891
100.208,15.48916891
100.25,15.48916891
100.292,15.48916891
100.333,15.48916891
100.375,15.48916891
100.417,15.48916891
100.458,15.48916891
100.5,15.48916891
100.542,15.48916891
100.583,15.48916891
100.625,15.48916891
100.667,15.48916891
100.708,15.48916891
100.75,15.48916891
100.792,15.48916891
100.833,15.48916891
100.875,15.48916891
100.917,15.48916891
100.958,15.48916891
101,18.06597763
101.042,18.06597763
101.083,18.06597763
101.125,18.06597763
101.167,18.06597763
101.208,18.06597763
101.25,18.06597763
101.292,18.06597763
101.333,18.06597763
101.375,18.06597763
101.417,18.06597763
101.458,18.06597763
101.5,18.06597763
101.542,18.06597763
101.583,18.06597763
101.625,18.06597763
101.667,18.06597763
101.708,18.06597763
101.75,18.06597763
101.792,18.06597763
101.833,18.06597763
101.875,18.06597763
101.917,18.06597763
101.958,18.06597763
102,20.84100241
102.042,20.84100241
102.083,20.84100241
102.125,20.84100241
102.167,20.84100241
102.208,20.84100241
102.25,20.84100241
102.292,20.84100241
102.333,20.84100241
102.375,20.84100241
102.417,20.84100241
102.458,20.84100241
102.5,20.84100241
102.542,20.84100241
102.583,20.84100241
102.625,20.84100241
102.667,20.84100241
102.708,20.84100241
102.75,20.84100241
102.792,20.84100241
102.833,20.84100241
102.875,20.84100241
102.917,20.84100241
102.958,20.84100241
103,21.86039926
103.042,21.86039926
103.083,21.86039926
103.125,21.86039926
103.167,21.86039926
103.208,21.86039926
103.25,21.86039926
103.292,21.86039926
103.333,21.86039926
103.375,21.86039926
103.417,21.86039926
103.458,21.86039926
103.5,21.86039926
103.542,21.86039926
103.583,21.86039926
103.625,21.86039926
103.667,21.86039926
103.708,21.86039926
103.75,21.86039926
103.792,21.86039926
103.833,21.86039926
103.875,21.86039926
103.917,21.86039926
103.958,21.86039926
104,17.58459578
104.042,17.58459578
104.083,17.58459578
104.125,17.58459578
104.167,17.58459578
104.208,17.58459578
104.25,17.58459578
104.292,17.58459578
104.333,17.58459578
104.375,17.58459578
104.417,17.58459578
104.458,17.58459578
104.5,17.58459578
104.542,17.58459578
104.583,17.58459578
104.625,17.58459578
104.667,17.58459578
104.708,17.58459578
104.75,17.58459578
104.792,17.58459578
104.833,17.58459578
104.875,17.58459578
104.917,17.58459578
104.958,17.58459578
105,16.67846524
105.042,16.67846524
105.083,16.67846524
105.125,16.67846524
105.167,16.67846524
105.208,16.67846524
105.25,16.67846524
105.292,16.67846524
105.333,16.67846524
105.375,16.67846524
105.417,16.67846524
105.458,16.67846524
105.5,16.67846524
105.542,16.67846524
105.583,16.67846524
105.625,16.67846524
105.667,16.67846524
105.708,16.67846524
105.75,16.67846524
105.792,16.67846524
105.833,16.67846524
105.875,16.67846524
105.917,16.67846524
105.958,16.67846524
106,15.82896786
106.042,15.82896786
106.083,15.82896786
106.125,15.82896786
106.167,15.82896786
106.208,15.82896786
106.25,15.82896786
106.292,15.82896786
106.333,15.82896786
106.375,15.82896786
106.417,15.82896786
106.458,15.82896786
106.5,15.82896786
106.542,15.82896786
106.583,15.82896786
106.625,15.82896786
106.667,15.82896786
106.708,15.82896786
106.75,15.82896786
106.792,15.82896786
106.833,15.82896786
106.875,15.82896786
106.917,15.82896786
106.958,15.82896786
107,15.65906838
107.042,15.65906838
107.083,15.65906838
107.125,15.65906838
107.167,15.65906838
107.208,15.65906838
107.25,15.65906838
107.292,15.65906838
107.333,15.65906838
107.375,15.65906838
107.417,15.65906838
107.458,15.65906838
107.5,15.65906838
107.542,15.65906838
107.583,15.65906838
107.625,15.65906838
107.667,15.65906838
107.708,15.65906838
107.75,15.65906838
107.792,15.65906838
107.833,15.65906838
107.875,15.65906838
107.917,15.65906838
107.958,15.65906838
108,17.72617868
108.042,17.72617868
108.083,17.72617868
108.125,17.72617868
108.167,17.72617868
108.208,17.72617868
108.25,17.72617868
108.292,17.72617868
108.333,17.72617868
108.375,17.72617868
108.417,17.72617868
108.458,17.72617868
108.5,17.72617868
108.542,17.72617868
108.583,17.72617868
108.625,17.72617868
108.667,17.72617868
108.708,17.72617868
108.75,17.72617868
108.792,17.72617868
108.833,17.72617868
108.875,17.72617868
108.917,17.72617868
108.958,17.72617868
109,19.08537449
109.042,19.08537449
109.083,19.08537449
109.125,19.08537449
109.167,19.08537449
109.208,19.08537449
109.25,19.08537449
109.292,19.08537449
109.333,19.08537449
109.375,19.08537449
109.417,19.08537449
109.458,19.08537449
109.5,19.08537449
109.542,19.08537449
109.583,19.08537449
109.625,19.08537449
109.667,19.08537449
109.708,19.08537449
109.75,19.08537449
109.792,19.08537449
109.833,19.08537449
109.875,19.08537449
109.917,19.08537449
109.958,19.08537449
110,17.95271131
110.042,17.95271131
110.083,17.95271131
110.125,17.95271131
110.167,17.95271131
110.208,17.95271131
110.25,17.95271131
110.292,17.95271131
110.333,17.95271131
110.375,17.95271131
110.417,17.95271131
110.458,17.95271131
110.5,17.95271131
110.542,17.95271131
110.583,17.95271131
110.625,17.95271131
110.667,17.95271131
110.708,17.95271131
110.75,17.95271131
110.792,17.95271131
110.833,17.95271131
110.875,17.95271131
110.917,17.95271131
110.958,17.95271131
111,17.15984709
111.042,17.15984709
111.083,17.15984709
111.125,17.15984709
111.167,17.15984709
111.208,17.15984709
111.25,17.15984709
111.292,17.15984709
111.333,17.15984709
111.375,17.15984709
111.417,17.15984709
111.458,17.15984709
111.5,17.15984709
111.542,17.15984709
111.583,17.15984709
111.625,17.15984709
111.667,17.15984709
111.708,17.15984709
111.75,17.15984709
111.792,17.15984709
111.833,17.15984709
111.875,17.15984709
111.917,17.15984709
111.958,17.15984709
112,15.94223418
112.042,15.94223418
112.083,15.94223418
112.125,15.94223418
112.167,15.94223418
112.208,15.94223418
112.25,15.94223418
112.292,15.94223418
112.333,15.94223418
112.375,15.94223418
112.417,15.94223418
112.458,15.94223418
112.5,15.94223418
112.542,15.94223418
112.583,15.94223418
112.625,15.94223418
112.667,15.94223418
112.708,15.94223418
112.75,15.94223418
112.792,15.94223418
112.833,15.94223418
112.875,15.94223418
112.917,15.94223418
112.958,15.94223418
113,13.47869177
113.042,13.47869177
113.083,13.47869177
113.125,13.47869177
113.167,13.47869177
113.208,13.47869177
113.25,13.47869177
113.292,13.47869177
113.333,13.47869177
113.375,13.47869177
113.417,13.47869177
113.458,13.47869177
113.5,13.47869177
113.542,13.47869177
113.583,13.47869177
113.625,13.47869177
113.667,13.47869177
113.708,13.47869177
113.75,13.47869177
113.792,13.47869177
113.833,13.47869177
113.875,13.47869177
113.917,13.47869177
113.958,13.47869177
114,14.38482231
114.042,14.38482231
114.083,14.38482231
114.125,14.38482231
114.167,14.38482231
114.208,14.38482231
114.25,14.38482231
114.292,14.38482231
114.333,14.38482231
114.375,14.38482231
114.417,14.38482231
114.458,14.38482231
114.5,14.38482231
114.542,14.38482231
114.583,14.38482231
114.625,14.38482231
114.667,14.38482231
114.708,14.38482231
114.75,14.38482231
114.792,14.38482231
114.833,14.38482231
114.875,14.38482231
114.917,14.38482231
114.958,14.38482231
115,11.32663174
115.042,11.32663174
115.083,11.32663174
115.125,11.32663174
115.167,11.32663174
115.208,11.32663174
115.25,11.32663174
115.292,11.32663174
115.333,11.32663174
115.375,11.32663174
115.417,11.32663174
115.458,11.32663174
115.5,11.32663174
115.542,11.32663174
115.583,11.32663174
115.625,11.32663174
115.667,11.32663174
115.708,11.32663174
115.75,11.32663174
115.792,11.32663174
115.833,11.32663174
115.875,11.32663174
115.917,11.32663174
115.958,11.32663174
116,8.948039077
116.042,8.948039077
116.083,8.948039077
116.125,8.948039077
116.167,8.948039077
116.208,8.948039077
116.25,8.948039077
116.292,8.948039077
116.333,8.948039077
116.375,8.948039077
116.417,8.948039077
116.458,8.948039077
116.5,8.948039077
116.542,8.948039077
116.583,8.948039077
116.625,8.948039077
116.667,8.948039077
116.708,8.948039077
116.75,8.948039077
116.792,8.948039077
116.833,8.948039077
116.875,8.948039077
116.917,8.948039077
116.958,8.948039077
117,15.29095285
117.042,15.29095285
117.083,15.29095285
117.125,15.29095285
117.167,15.29095285
117.208,15.29095285
117.25,15.29095285
117.292,15.29095285
117.333,15.29095285
117.375,15.29095285
117.417,15.29095285
117.458,15.29095285
117.5,15.29095285
117.542,15.29095285
117.583,15.29095285
117.625,15.29095285
117.667,15.29095285
117.708,15.29095285
117.75,15.29095285
117.792,15.29095285
117.833,15.29095285
117.875,15.29095285
117.917,15.29095285
117.958,15.29095285
118,13.90344046
118.042,13.90344046
