$Trinity Lake Swift Cr flow year 2018 YC updated 06/01/23,
59.417,2.435225825
59.458,2.435225825
59.5,2.435225825
59.542,2.435225825
59.583,2.435225825
59.625,2.435225825
59.667,2.435225825
59.708,2.435225825
59.75,2.435225825
59.792,2.435225825
59.833,2.435225825
59.875,2.435225825
59.917,2.435225825
59.958,2.435225825
60,3.454622682
60.042,3.454622682
60.083,3.454622682
60.125,3.454622682
60.167,3.454622682
60.208,3.454622682
60.25,3.454622682
60.292,3.454622682
60.333,3.454622682
60.375,3.454622682
60.417,3.454622682
60.458,3.454622682
60.5,3.454622682
60.542,3.454622682
60.583,3.454622682
60.625,3.454622682
60.667,3.454622682
60.708,3.454622682
60.75,3.454622682
60.792,3.454622682
60.833,3.454622682
60.875,3.454622682
60.917,3.454622682
60.958,3.454622682
61,1.33087923
61.042,1.33087923
61.083,1.33087923
61.125,1.33087923
61.167,1.33087923
61.208,1.33087923
61.25,1.33087923
61.292,1.33087923
61.333,1.33087923
61.375,1.33087923
61.417,1.33087923
61.458,1.33087923
61.5,1.33087923
61.542,1.33087923
61.583,1.33087923
61.625,1.33087923
61.667,1.33087923
61.708,1.33087923
61.75,1.33087923
61.792,1.33087923
61.833,1.33087923
61.875,1.33087923
61.917,1.33087923
61.958,1.33087923
62,2.038793714
62.042,2.038793714
62.083,2.038793714
62.125,2.038793714
62.167,2.038793714
62.208,2.038793714
62.25,2.038793714
62.292,2.038793714
62.333,2.038793714
62.375,2.038793714
62.417,2.038793714
62.458,2.038793714
62.5,2.038793714
62.542,2.038793714
62.583,2.038793714
62.625,2.038793714
62.667,2.038793714
62.708,2.038793714
62.75,2.038793714
62.792,2.038793714
62.833,2.038793714
62.875,2.038793714
62.917,2.038793714
62.958,2.038793714
63,2.067110293
63.042,2.067110293
63.083,2.067110293
63.125,2.067110293
63.167,2.067110293
63.208,2.067110293
63.25,2.067110293
63.292,2.067110293
63.333,2.067110293
63.375,2.067110293
63.417,2.067110293
63.458,2.067110293
63.5,2.067110293
63.542,2.067110293
63.583,2.067110293
63.625,2.067110293
63.667,2.067110293
63.708,2.067110293
63.75,2.067110293
63.792,2.067110293
63.833,2.067110293
63.875,2.067110293
63.917,2.067110293
63.958,2.067110293
64,1.444145547
64.042,1.444145547
64.083,1.444145547
64.125,1.444145547
64.167,1.444145547
64.208,1.444145547
64.25,1.444145547
64.292,1.444145547
64.333,1.444145547
64.375,1.444145547
64.417,1.444145547
64.458,1.444145547
64.5,1.444145547
64.542,1.444145547
64.583,1.444145547
64.625,1.444145547
64.667,1.444145547
64.708,1.444145547
64.75,1.444145547
64.792,1.444145547
64.833,1.444145547
64.875,1.444145547
64.917,1.444145547
64.958,1.444145547
65,2.095426872
65.042,2.095426872
65.083,2.095426872
65.125,2.095426872
65.167,2.095426872
65.208,2.095426872
65.25,2.095426872
65.292,2.095426872
65.333,2.095426872
65.375,2.095426872
65.417,2.095426872
65.458,2.095426872
65.5,2.095426872
65.542,2.095426872
65.583,2.095426872
65.625,2.095426872
65.667,2.095426872
65.708,2.095426872
65.75,2.095426872
65.792,2.095426872
65.833,2.095426872
65.875,2.095426872
65.917,2.095426872
65.958,2.095426872
66,2.463542404
66.042,2.463542404
66.083,2.463542404
66.125,2.463542404
66.167,2.463542404
66.208,2.463542404
66.25,2.463542404
66.292,2.463542404
66.333,2.463542404
66.375,2.463542404
66.417,2.463542404
66.458,2.463542404
66.5,2.463542404
66.542,2.463542404
66.583,2.463542404
66.625,2.463542404
66.667,2.463542404
66.708,2.463542404
66.75,2.463542404
66.792,2.463542404
66.833,2.463542404
66.875,2.463542404
66.917,2.463542404
66.958,2.463542404
67,1.812261079
67.042,1.812261079
67.083,1.812261079
67.125,1.812261079
67.167,1.812261079
67.208,1.812261079
67.25,1.812261079
67.292,1.812261079
67.333,1.812261079
67.375,1.812261079
67.417,1.812261079
67.458,1.812261079
67.5,1.812261079
67.542,1.812261079
67.583,1.812261079
67.625,1.812261079
67.667,1.812261079
67.708,1.812261079
67.75,1.812261079
67.792,1.812261079
67.833,1.812261079
67.875,1.812261079
67.917,1.812261079
67.958,1.812261079
68,3.851054793
68.042,3.851054793
68.083,3.851054793
68.125,3.851054793
68.167,3.851054793
68.208,3.851054793
68.25,3.851054793
68.292,3.851054793
68.333,3.851054793
68.375,3.851054793
68.417,3.851054793
68.458,3.851054793
68.5,3.851054793
68.542,3.851054793
68.583,3.851054793
68.625,3.851054793
68.667,3.851054793
68.708,3.851054793
68.75,3.851054793
68.792,3.851054793
68.833,3.851054793
68.875,3.851054793
68.917,3.851054793
68.958,3.851054793
69,2.718391618
69.042,2.718391618
69.083,2.718391618
69.125,2.718391618
69.167,2.718391618
69.208,2.718391618
69.25,2.718391618
69.292,2.718391618
69.333,2.718391618
69.375,2.718391618
69.417,2.718391618
69.458,2.718391618
69.5,2.718391618
69.542,2.718391618
69.583,2.718391618
69.625,2.718391618
69.667,2.718391618
69.708,2.718391618
69.75,2.718391618
69.792,2.718391618
69.833,2.718391618
69.875,2.718391618
69.917,2.718391618
69.958,2.718391618
70,2.690075039
70.042,2.690075039
70.083,2.690075039
70.125,2.690075039
70.167,2.690075039
70.208,2.690075039
70.25,2.690075039
70.292,2.690075039
70.333,2.690075039
70.375,2.690075039
70.417,2.690075039
70.458,2.690075039
70.5,2.690075039
70.542,2.690075039
70.583,2.690075039
70.625,2.690075039
70.667,2.690075039
70.708,2.690075039
70.75,2.690075039
70.792,2.690075039
70.833,2.690075039
70.875,2.690075039
70.917,2.690075039
70.958,2.690075039
71,2.576808722
71.042,2.576808722
71.083,2.576808722
71.125,2.576808722
71.167,2.576808722
71.208,2.576808722
71.25,2.576808722
71.292,2.576808722
71.333,2.576808722
71.375,2.576808722
71.417,2.576808722
71.458,2.576808722
71.5,2.576808722
71.542,2.576808722
71.583,2.576808722
71.625,2.576808722
71.667,2.576808722
71.708,2.576808722
71.75,2.576808722
71.792,2.576808722
71.833,2.576808722
71.875,2.576808722
71.917,2.576808722
71.958,2.576808722
72,10.90188305
72.042,10.90188305
72.083,10.90188305
72.125,10.90188305
72.167,10.90188305
72.208,10.90188305
72.25,10.90188305
72.292,10.90188305
72.333,10.90188305
72.375,10.90188305
72.417,10.90188305
72.458,10.90188305
72.5,10.90188305
72.542,10.90188305
72.583,10.90188305
72.625,10.90188305
72.667,10.90188305
72.708,10.90188305
72.75,10.90188305
72.792,10.90188305
72.833,10.90188305
72.875,10.90188305
72.917,10.90188305
72.958,10.90188305
73,7.022511681
73.042,7.022511681
73.083,7.022511681
73.125,7.022511681
73.167,7.022511681
73.208,7.022511681
73.25,7.022511681
73.292,7.022511681
73.333,7.022511681
73.375,7.022511681
73.417,7.022511681
73.458,7.022511681
73.5,7.022511681
73.542,7.022511681
73.583,7.022511681
73.625,7.022511681
73.667,7.022511681
73.708,7.022511681
73.75,7.022511681
73.792,7.022511681
73.833,7.022511681
73.875,7.022511681
73.917,7.022511681
73.958,7.022511681
74,6.965878522
74.042,6.965878522
74.083,6.965878522
74.125,6.965878522
74.167,6.965878522
74.208,6.965878522
74.25,6.965878522
74.292,6.965878522
74.333,6.965878522
74.375,6.965878522
74.417,6.965878522
74.458,6.965878522
74.5,6.965878522
74.542,6.965878522
74.583,6.965878522
74.625,6.965878522
74.667,6.965878522
74.708,6.965878522
74.75,6.965878522
74.792,6.965878522
74.833,6.965878522
74.875,6.965878522
74.917,6.965878522
74.958,6.965878522
75,4.643919015
75.042,4.643919015
75.083,4.643919015
75.125,4.643919015
75.167,4.643919015
75.208,4.643919015
75.25,4.643919015
75.292,4.643919015
75.333,4.643919015
75.375,4.643919015
75.417,4.643919015
75.458,4.643919015
75.5,4.643919015
75.542,4.643919015
75.583,4.643919015
75.625,4.643919015
75.667,4.643919015
75.708,4.643919015
75.75,4.643919015
75.792,4.643919015
75.833,4.643919015
75.875,4.643919015
75.917,4.643919015
75.958,4.643919015
76,4.049270848
76.042,4.049270848
76.083,4.049270848
76.125,4.049270848
76.167,4.049270848
76.208,4.049270848
76.25,4.049270848
76.292,4.049270848
76.333,4.049270848
76.375,4.049270848
76.417,4.049270848
76.458,4.049270848
76.5,4.049270848
76.542,4.049270848
76.583,4.049270848
76.625,4.049270848
76.667,4.049270848
76.708,4.049270848
76.75,4.049270848
76.792,4.049270848
76.833,4.049270848
76.875,4.049270848
76.917,4.049270848
76.958,4.049270848
77,3.624522158
77.042,3.624522158
77.083,3.624522158
77.125,3.624522158
77.167,3.624522158
77.208,3.624522158
77.25,3.624522158
77.292,3.624522158
77.333,3.624522158
77.375,3.624522158
77.417,3.624522158
77.458,3.624522158
77.5,3.624522158
77.542,3.624522158
77.583,3.624522158
77.625,3.624522158
77.667,3.624522158
77.708,3.624522158
77.75,3.624522158
77.792,3.624522158
77.833,3.624522158
77.875,3.624522158
77.917,3.624522158
77.958,3.624522158
78,4.105904007
78.042,4.105904007
78.083,4.105904007
78.125,4.105904007
78.167,4.105904007
78.208,4.105904007
78.25,4.105904007
78.292,4.105904007
78.333,4.105904007
78.375,4.105904007
78.417,4.105904007
78.458,4.105904007
78.5,4.105904007
78.542,4.105904007
78.583,4.105904007
78.625,4.105904007
78.667,4.105904007
78.708,4.105904007
78.75,4.105904007
78.792,4.105904007
78.833,4.105904007
78.875,4.105904007
78.917,4.105904007
78.958,4.105904007
79,3.936004531
79.042,3.936004531
79.083,3.936004531
79.125,3.936004531
79.167,3.936004531
79.208,3.936004531
79.25,3.936004531
79.292,3.936004531
79.333,3.936004531
79.375,3.936004531
79.417,3.936004531
79.458,3.936004531
79.5,3.936004531
79.542,3.936004531
79.583,3.936004531
79.625,3.936004531
79.667,3.936004531
79.708,3.936004531
79.75,3.936004531
79.792,3.936004531
79.833,3.936004531
79.875,3.936004531
79.917,3.936004531
79.958,3.936004531
80,4.898768229
80.042,4.898768229
80.083,4.898768229
80.125,4.898768229
80.167,4.898768229
80.208,4.898768229
80.25,4.898768229
80.292,4.898768229
80.333,4.898768229
80.375,4.898768229
80.417,4.898768229
80.458,4.898768229
80.5,4.898768229
80.542,4.898768229
80.583,4.898768229
80.625,4.898768229
80.667,4.898768229
80.708,4.898768229
80.75,4.898768229
80.792,4.898768229
80.833,4.898768229
80.875,4.898768229
80.917,4.898768229
80.958,4.898768229
81,8.126858276
81.042,8.126858276
81.083,8.126858276
81.125,8.126858276
81.167,8.126858276
81.208,8.126858276
81.25,8.126858276
81.292,8.126858276
81.333,8.126858276
81.375,8.126858276
81.417,8.126858276
81.458,8.126858276
81.5,8.126858276
81.542,8.126858276
81.583,8.126858276
81.625,8.126858276
81.667,8.126858276
81.708,8.126858276
81.75,8.126858276
81.792,8.126858276
81.833,8.126858276
81.875,8.126858276
81.917,8.126858276
81.958,8.126858276
82,6.682712728
82.042,6.682712728
82.083,6.682712728
82.125,6.682712728
82.167,6.682712728
82.208,6.682712728
82.25,6.682712728
82.292,6.682712728
82.333,6.682712728
82.375,6.682712728
82.417,6.682712728
82.458,6.682712728
82.5,6.682712728
82.542,6.682712728
82.583,6.682712728
82.625,6.682712728
82.667,6.682712728
82.708,6.682712728
82.75,6.682712728
82.792,6.682712728
82.833,6.682712728
82.875,6.682712728
82.917,6.682712728
82.958,6.682712728
83,6.314597197
83.042,6.314597197
83.083,6.314597197
83.125,6.314597197
83.167,6.314597197
83.208,6.314597197
83.25,6.314597197
83.292,6.314597197
83.333,6.314597197
83.375,6.314597197
83.417,6.314597197
83.458,6.314597197
83.5,6.314597197
83.542,6.314597197
83.583,6.314597197
83.625,6.314597197
83.667,6.314597197
83.708,6.314597197
83.75,6.314597197
83.792,6.314597197
83.833,6.314597197
83.875,6.314597197
83.917,6.314597197
83.958,6.314597197
84,5.29520034
84.042,5.29520034
84.083,5.29520034
84.125,5.29520034
84.167,5.29520034
84.208,5.29520034
84.25,5.29520034
84.292,5.29520034
84.333,5.29520034
84.375,5.29520034
84.417,5.29520034
84.458,5.29520034
84.5,5.29520034
84.542,5.29520034
84.583,5.29520034
84.625,5.29520034
84.667,5.29520034
84.708,5.29520034
84.75,5.29520034
84.792,5.29520034
84.833,5.29520034
84.875,5.29520034
84.917,5.29520034
84.958,5.29520034
85,4.247486904
85.042,4.247486904
85.083,4.247486904
85.125,4.247486904
85.167,4.247486904
85.208,4.247486904
85.25,4.247486904
85.292,4.247486904
85.333,4.247486904
85.375,4.247486904
85.417,4.247486904
85.458,4.247486904
85.5,4.247486904
85.542,4.247486904
85.583,4.247486904
85.625,4.247486904
85.667,4.247486904
85.708,4.247486904
85.75,4.247486904
85.792,4.247486904
85.833,4.247486904
85.875,4.247486904
85.917,4.247486904
85.958,4.247486904
86,4.813818491
86.042,4.813818491
86.083,4.813818491
86.125,4.813818491
86.167,4.813818491
86.208,4.813818491
86.25,4.813818491
86.292,4.813818491
86.333,4.813818491
86.375,4.813818491
86.417,4.813818491
86.458,4.813818491
86.5,4.813818491
86.542,4.813818491
86.583,4.813818491
86.625,4.813818491
86.667,4.813818491
86.708,4.813818491
86.75,4.813818491
86.792,4.813818491
86.833,4.813818491
86.875,4.813818491
86.917,4.813818491
86.958,4.813818491
87,4.700552173
87.042,4.700552173
87.083,4.700552173
87.125,4.700552173
87.167,4.700552173
87.208,4.700552173
87.25,4.700552173
87.292,4.700552173
87.333,4.700552173
87.375,4.700552173
87.417,4.700552173
87.458,4.700552173
87.5,4.700552173
87.542,4.700552173
87.583,4.700552173
87.625,4.700552173
87.667,4.700552173
87.708,4.700552173
87.75,4.700552173
87.792,4.700552173
87.833,4.700552173
87.875,4.700552173
87.917,4.700552173
87.958,4.700552173
88,4.813818491
88.042,4.813818491
88.083,4.813818491
88.125,4.813818491
88.167,4.813818491
88.208,4.813818491
88.25,4.813818491
88.292,4.813818491
88.333,4.813818491
88.375,4.813818491
88.417,4.813818491
88.458,4.813818491
88.5,4.813818491
88.542,4.813818491
88.583,4.813818491
88.625,4.813818491
88.667,4.813818491
88.708,4.813818491
88.75,4.813818491
88.792,4.813818491
88.833,4.813818491
88.875,4.813818491
88.917,4.813818491
88.958,4.813818491
89,4.813818491
89.042,4.813818491
89.083,4.813818491
89.125,4.813818491
89.167,4.813818491
89.208,4.813818491
89.25,4.813818491
89.292,4.813818491
89.333,4.813818491
89.375,4.813818491
89.417,4.813818491
89.458,4.813818491
89.5,4.813818491
89.542,4.813818491
89.583,4.813818491
89.625,4.813818491
89.667,4.813818491
89.708,4.813818491
89.75,4.813818491
89.792,4.813818491
89.833,4.813818491
89.875,4.813818491
89.917,4.813818491
89.958,4.813818491
90,4.757185332
90.042,4.757185332
90.083,4.757185332
90.125,4.757185332
90.167,4.757185332
90.208,4.757185332
90.25,4.757185332
90.292,4.757185332
90.333,4.757185332
90.375,4.757185332
90.417,4.757185332
90.458,4.757185332
90.5,4.757185332
90.542,4.757185332
90.583,4.757185332
90.625,4.757185332
90.667,4.757185332
90.708,4.757185332
90.75,4.757185332
90.792,4.757185332
90.833,4.757185332
90.875,4.757185332
90.917,4.757185332
90.958,4.757185332
91,5.804898768
91.042,5.804898768
91.083,5.804898768
91.125,5.804898768
91.167,5.804898768
91.208,5.804898768
91.25,5.804898768
91.292,5.804898768
91.333,5.804898768
91.375,5.804898768
91.417,5.804898768
91.458,5.804898768
91.5,5.804898768
91.542,5.804898768
91.583,5.804898768
91.625,5.804898768
91.667,5.804898768
91.708,5.804898768
91.75,5.804898768
91.792,5.804898768
91.833,5.804898768
91.875,5.804898768
91.917,5.804898768
91.958,5.804898768
92,6.739345887
92.042,6.739345887
92.083,6.739345887
92.125,6.739345887
92.167,6.739345887
92.208,6.739345887
92.25,6.739345887
92.292,6.739345887
92.333,6.739345887
92.375,6.739345887
92.417,6.739345887
92.458,6.739345887
92.5,6.739345887
92.542,6.739345887
92.583,6.739345887
92.625,6.739345887
92.667,6.739345887
92.708,6.739345887
92.75,6.739345887
92.792,6.739345887
92.833,6.739345887
92.875,6.739345887
92.917,6.739345887
92.958,6.739345887
93,5.408466657
93.042,5.408466657
93.083,5.408466657
93.125,5.408466657
93.167,5.408466657
93.208,5.408466657
93.25,5.408466657
93.292,5.408466657
93.333,5.408466657
93.375,5.408466657
93.417,5.408466657
93.458,5.408466657
93.5,5.408466657
93.542,5.408466657
93.583,5.408466657
93.625,5.408466657
93.667,5.408466657
93.708,5.408466657
93.75,5.408466657
93.792,5.408466657
93.833,5.408466657
93.875,5.408466657
93.917,5.408466657
93.958,5.408466657
94,6.512813252
94.042,6.512813252
94.083,6.512813252
94.125,6.512813252
94.167,6.512813252
94.208,6.512813252
94.25,6.512813252
94.292,6.512813252
94.333,6.512813252
94.375,6.512813252
94.417,6.512813252
94.458,6.512813252
94.5,6.512813252
94.542,6.512813252
94.583,6.512813252
94.625,6.512813252
94.667,6.512813252
94.708,6.512813252
94.75,6.512813252
94.792,6.512813252
94.833,6.512813252
94.875,6.512813252
94.917,6.512813252
94.958,6.512813252
95,7.617159847
95.042,7.617159847
95.083,7.617159847
95.125,7.617159847
95.167,7.617159847
95.208,7.617159847
95.25,7.617159847
95.292,7.617159847
95.333,7.617159847
95.375,7.617159847
95.417,7.617159847
95.458,7.617159847
95.5,7.617159847
95.542,7.617159847
95.583,7.617159847
95.625,7.617159847
95.667,7.617159847
95.708,7.617159847
95.75,7.617159847
95.792,7.617159847
95.833,7.617159847
95.875,7.617159847
95.917,7.617159847
95.958,7.617159847
96,22.82316296
96.042,22.82316296
96.083,22.82316296
96.125,22.82316296
96.167,22.82316296
96.208,22.82316296
96.25,22.82316296
96.292,22.82316296
96.333,22.82316296
96.375,22.82316296
96.417,22.82316296
96.458,22.82316296
96.5,22.82316296
96.542,22.82316296
96.583,22.82316296
96.625,22.82316296
96.667,22.82316296
96.708,22.82316296
96.75,22.82316296
96.792,22.82316296
96.833,22.82316296
96.875,22.82316296
96.917,22.82316296
96.958,22.82316296
97,47.06215489
97.042,47.06215489
97.083,47.06215489
97.125,47.06215489
97.167,47.06215489
97.208,47.06215489
97.25,47.06215489
97.292,47.06215489
97.333,47.06215489
97.375,47.06215489
97.417,47.06215489
97.458,47.06215489
97.5,47.06215489
97.542,47.06215489
97.583,47.06215489
97.625,47.06215489
97.667,47.06215489
97.708,47.06215489
97.75,47.06215489
97.792,47.06215489
97.833,47.06215489
97.875,47.06215489
97.917,47.06215489
97.958,47.06215489
98,20.95426872
98.042,20.95426872
98.083,20.95426872
98.125,20.95426872
98.167,20.95426872
98.208,20.95426872
98.25,20.95426872
98.292,20.95426872
98.333,20.95426872
98.375,20.95426872
98.417,20.95426872
98.458,20.95426872
98.5,20.95426872
98.542,20.95426872
98.583,20.95426872
98.625,20.95426872
98.667,20.95426872
98.708,20.95426872
98.75,20.95426872
98.792,20.95426872
98.833,20.95426872
98.875,20.95426872
98.917,20.95426872
98.958,20.95426872
99,14.58303837
99.042,14.58303837
99.083,14.58303837
99.125,14.58303837
99.167,14.58303837
99.208,14.58303837
99.25,14.58303837
99.292,14.58303837
99.333,14.58303837
99.375,14.58303837
99.417,14.58303837
99.458,14.58303837
99.5,14.58303837
99.542,14.58303837
99.583,14.58303837
99.625,14.58303837
99.667,14.58303837
99.708,14.58303837
99.75,14.58303837
99.792,14.58303837
99.833,14.58303837
99.875,14.58303837
99.917,14.58303837
99.958,14.58303837
100,12.62919439
100.042,12.62919439
100.083,12.62919439
100.125,12.62919439
100.167,12.62919439
100.208,12.62919439
100.25,12.62919439
100.292,12.62919439
100.333,12.62919439
100.375,12.62919439
100.417,12.62919439
100.458,12.62919439
100.5,12.62919439
100.542,12.62919439
100.583,12.62919439
100.625,12.62919439
100.667,12.62919439
100.708,12.62919439
100.75,12.62919439
100.792,12.62919439
100.833,12.62919439
100.875,12.62919439
100.917,12.62919439
100.958,12.62919439
101,10.36386804
101.042,10.36386804
101.083,10.36386804
101.125,10.36386804
101.167,10.36386804
101.208,10.36386804
101.25,10.36386804
101.292,10.36386804
101.333,10.36386804
101.375,10.36386804
101.417,10.36386804
101.458,10.36386804
101.5,10.36386804
101.542,10.36386804
101.583,10.36386804
101.625,10.36386804
101.667,10.36386804
101.708,10.36386804
101.75,10.36386804
101.792,10.36386804
101.833,10.36386804
101.875,10.36386804
101.917,10.36386804
101.958,10.36386804
102,9.372787767
102.042,9.372787767
102.083,9.372787767
102.125,9.372787767
102.167,9.372787767
102.208,9.372787767
102.25,9.372787767
102.292,9.372787767
102.333,9.372787767
102.375,9.372787767
102.417,9.372787767
102.458,9.372787767
102.5,9.372787767
102.542,9.372787767
102.583,9.372787767
102.625,9.372787767
102.667,9.372787767
102.708,9.372787767
102.75,9.372787767
102.792,9.372787767
102.833,9.372787767
102.875,9.372787767
102.917,9.372787767
102.958,9.372787767
103,7.617159847
103.042,7.617159847
103.083,7.617159847
103.125,7.617159847
103.167,7.617159847
103.208,7.617159847
103.25,7.617159847
103.292,7.617159847
103.333,7.617159847
103.375,7.617159847
103.417,7.617159847
103.458,7.617159847
103.5,7.617159847
103.542,7.617159847
103.583,7.617159847
103.625,7.617159847
103.667,7.617159847
103.708,7.617159847
103.75,7.617159847
103.792,7.617159847
103.833,7.617159847
103.875,7.617159847
103.917,7.617159847
103.958,7.617159847
104,7.220727736
104.042,7.220727736
104.083,7.220727736
104.125,7.220727736
104.167,7.220727736
104.208,7.220727736
104.25,7.220727736
104.292,7.220727736
104.333,7.220727736
104.375,7.220727736
104.417,7.220727736
104.458,7.220727736
104.5,7.220727736
104.542,7.220727736
104.583,7.220727736
104.625,7.220727736
104.667,7.220727736
104.708,7.220727736
104.75,7.220727736
104.792,7.220727736
104.833,7.220727736
104.875,7.220727736
104.917,7.220727736
104.958,7.220727736
105,7.333994054
105.042,7.333994054
105.083,7.333994054
105.125,7.333994054
105.167,7.333994054
105.208,7.333994054
105.25,7.333994054
105.292,7.333994054
105.333,7.333994054
105.375,7.333994054
105.417,7.333994054
105.458,7.333994054
105.5,7.333994054
105.542,7.333994054
105.583,7.333994054
105.625,7.333994054
105.667,7.333994054
105.708,7.333994054
105.75,7.333994054
105.792,7.333994054
105.833,7.333994054
105.875,7.333994054
105.917,7.333994054
105.958,7.333994054
106,6.116381141
106.042,6.116381141
106.083,6.116381141
106.125,6.116381141
106.167,6.116381141
106.208,6.116381141
106.25,6.116381141
106.292,6.116381141
106.333,6.116381141
106.375,6.116381141
106.417,6.116381141
106.458,6.116381141
106.5,6.116381141
106.542,6.116381141
106.583,6.116381141
106.625,6.116381141
106.667,6.116381141
106.708,6.116381141
106.75,6.116381141
106.792,6.116381141
106.833,6.116381141
106.875,6.116381141
106.917,6.116381141
106.958,6.116381141
107,6.427863514
107.042,6.427863514
107.083,6.427863514
107.125,6.427863514
107.167,6.427863514
107.208,6.427863514
107.25,6.427863514
107.292,6.427863514
107.333,6.427863514
107.375,6.427863514
107.417,6.427863514
107.458,6.427863514
107.5,6.427863514
107.542,6.427863514
107.583,6.427863514
107.625,6.427863514
107.667,6.427863514
107.708,6.427863514
107.75,6.427863514
107.792,6.427863514
107.833,6.427863514
107.875,6.427863514
107.917,6.427863514
107.958,6.427863514
108,5.550049554
108.042,5.550049554
108.083,5.550049554
108.125,5.550049554
108.167,5.550049554
108.208,5.550049554
108.25,5.550049554
108.292,5.550049554
108.333,5.550049554
108.375,5.550049554
108.417,5.550049554
108.458,5.550049554
108.5,5.550049554
108.542,5.550049554
108.583,5.550049554
108.625,5.550049554
108.667,5.550049554
108.708,5.550049554
108.75,5.550049554
108.792,5.550049554
108.833,5.550049554
108.875,5.550049554
108.917,5.550049554
108.958,5.550049554
109,5.663315871
109.042,5.663315871
109.083,5.663315871
109.125,5.663315871
109.167,5.663315871
109.208,5.663315871
109.25,5.663315871
109.292,5.663315871
109.333,5.663315871
109.375,5.663315871
109.417,5.663315871
109.458,5.663315871
109.5,5.663315871
109.542,5.663315871
109.583,5.663315871
109.625,5.663315871
109.667,5.663315871
109.708,5.663315871
109.75,5.663315871
109.792,5.663315871
109.833,5.663315871
109.875,5.663315871
109.917,5.663315871
109.958,5.663315871
110,6.456180093
110.042,6.456180093
110.083,6.456180093
110.125,6.456180093
110.167,6.456180093
110.208,6.456180093
110.25,6.456180093
110.292,6.456180093
110.333,6.456180093
110.375,6.456180093
110.417,6.456180093
110.458,6.456180093
110.5,6.456180093
110.542,6.456180093
110.583,6.456180093
110.625,6.456180093
110.667,6.456180093
110.708,6.456180093
110.75,6.456180093
110.792,6.456180093
110.833,6.456180093
110.875,6.456180093
110.917,6.456180093
110.958,6.456180093
111,5.634999292
111.042,5.634999292
111.083,5.634999292
111.125,5.634999292
111.167,5.634999292
111.208,5.634999292
111.25,5.634999292
111.292,5.634999292
111.333,5.634999292
111.375,5.634999292
111.417,5.634999292
111.458,5.634999292
111.5,5.634999292
111.542,5.634999292
111.583,5.634999292
111.625,5.634999292
111.667,5.634999292
111.708,5.634999292
111.75,5.634999292
111.792,5.634999292
111.833,5.634999292
111.875,5.634999292
111.917,5.634999292
111.958,5.634999292
112,6.541129832
112.042,6.541129832
112.083,6.541129832
112.125,6.541129832
112.167,6.541129832
112.208,6.541129832
112.25,6.541129832
112.292,6.541129832
112.333,6.541129832
112.375,6.541129832
112.417,6.541129832
112.458,6.541129832
112.5,6.541129832
112.542,6.541129832
112.583,6.541129832
112.625,6.541129832
112.667,6.541129832
112.708,6.541129832
112.75,6.541129832
112.792,6.541129832
112.833,6.541129832
112.875,6.541129832
112.917,6.541129832
112.958,6.541129832
113,6.059747982
113.042,6.059747982
113.083,6.059747982
113.125,6.059747982
113.167,6.059747982
113.208,6.059747982
113.25,6.059747982
113.292,6.059747982
113.333,6.059747982
113.375,6.059747982
113.417,6.059747982
113.458,6.059747982
113.5,6.059747982
113.542,6.059747982
113.583,6.059747982
113.625,6.059747982
113.667,6.059747982
113.708,6.059747982
113.75,6.059747982
113.792,6.059747982
113.833,6.059747982
113.875,6.059747982
113.917,6.059747982
113.958,6.059747982
114,6.314597197
114.042,6.314597197
114.083,6.314597197
114.125,6.314597197
114.167,6.314597197
114.208,6.314597197
114.25,6.314597197
114.292,6.314597197
114.333,6.314597197
114.375,6.314597197
114.417,6.314597197
114.458,6.314597197
114.5,6.314597197
114.542,6.314597197
114.583,6.314597197
114.625,6.314597197
114.667,6.314597197
114.708,6.314597197
114.75,6.314597197
114.792,6.314597197
114.833,6.314597197
114.875,6.314597197
114.917,6.314597197
114.958,6.314597197
115,6.767662466
115.042,6.767662466
115.083,6.767662466
115.125,6.767662466
115.167,6.767662466
115.208,6.767662466
115.25,6.767662466
115.292,6.767662466
115.333,6.767662466
115.375,6.767662466
115.417,6.767662466
115.458,6.767662466
115.5,6.767662466
115.542,6.767662466
115.583,6.767662466
115.625,6.767662466
115.667,6.767662466
115.708,6.767662466
115.75,6.767662466
115.792,6.767662466
115.833,6.767662466
115.875,6.767662466
115.917,6.767662466
115.958,6.767662466
116,6.767662466
116.042,6.767662466
116.083,6.767662466
116.125,6.767662466
116.167,6.767662466
116.208,6.767662466
116.25,6.767662466
116.292,6.767662466
116.333,6.767662466
116.375,6.767662466
116.417,6.767662466
116.458,6.767662466
116.5,6.767662466
116.542,6.767662466
116.583,6.767662466
116.625,6.767662466
116.667,6.767662466
116.708,6.767662466
116.75,6.767662466
116.792,6.767662466
116.833,6.767662466
116.875,6.767662466
116.917,6.767662466
116.958,6.767662466
117,5.493416395
117.042,5.493416395
117.083,5.493416395
117.125,5.493416395
117.167,5.493416395
117.208,5.493416395
117.25,5.493416395
117.292,5.493416395
117.333,5.493416395
117.375,5.493416395
117.417,5.493416395
117.458,5.493416395
117.5,5.493416395
117.542,5.493416395
117.583,5.493416395
117.625,5.493416395
117.667,5.493416395
117.708,5.493416395
117.75,5.493416395
117.792,5.493416395
117.833,5.493416395
117.875,5.493416395
117.917,5.493416395
117.958,5.493416395
118,5.861531927
118.042,5.861531927
