$Lewiston inflow year 2018 YC 06/23/22,
63.542,0.0849
63.583,0.0849
63.625,0.0849
63.667,0.0849
63.708,2.8403578
63.75,41.7702057
63.792,43.2361457
63.833,43.5806982
63.875,43.4511125
63.917,41.7401511
63.958,3.8995985
64,0.0849
64.042,0.0849
64.083,0.0849
64.125,0.0849
64.167,0.0849
64.208,0.0849
64.25,0.0849
64.292,0.0849
64.333,0.0849
64.375,0.0849
64.417,0.0849
64.458,0.0849
64.5,0.0849
64.542,0.0849
64.583,2.8712897
64.625,51.0704347
64.667,53.325124
64.708,53.4266361
64.75,53.3857992
64.792,53.4269757
64.833,53.3856577
64.875,52.8591928
64.917,42.1567271
64.958,3.0532021
65,0.0849
65.042,0.0849
65.083,0.0849
65.125,0.0849
65.167,0.0849
65.208,0.0849
65.25,0.0849
65.292,0.0849
65.333,0.0849
65.375,0.0849
65.417,0.0849
65.458,0.0849
65.5,0.0849
65.542,0.0849
65.583,0.0849
65.625,0.0849
65.667,0.0849
65.708,2.9378796
65.75,51.2209907
65.792,53.1967552
65.833,53.4120899
65.875,51.0966688
65.917,3.1880233
65.958,0.2104105
66,0.0849
66.042,0.0849
66.083,0.0849
66.125,0.0849
66.167,0.0849
66.208,0.0849
66.25,0.0849
66.292,0.0849
66.333,0.0849
66.375,0.0849
66.417,0.0849
66.458,0.0849
66.5,0.0849
66.542,0.0849
66.583,0.0849
66.625,0.0849
66.667,3.2298224
66.708,24.0827623
66.75,51.8117249
66.792,53.30022
66.833,53.295975
66.875,53.3481036
66.917,51.7370129
66.958,21.0941974
67,17.4414315
67.042,14.9752846
67.083,11.8524928
67.125,0.0849
67.167,0.0849
67.208,0.0849
67.25,0.0849
67.292,0.0849
67.333,0.0849
67.375,0.0849
67.417,0.0849
67.458,0.0849
67.5,0.0849
67.542,0.0849
67.583,0.0849
67.625,0.0849
67.667,0.0849
67.708,0.0849
67.75,3.0998405
67.792,51.0012412
67.833,53.2514308
67.875,53.323709
67.917,50.9945624
67.958,5.354077
68,0.0950597
68.042,0.0849
68.083,0.0849
68.125,0.0849
68.167,0.0849
68.208,0.0849
68.25,0.0849
68.292,0.0849
68.333,0.0849
68.375,0.0849
68.417,3.9867059
68.458,11.7248032
68.5,4.094161
68.542,7.7093728
68.583,7.1792572
68.625,50.9692339
68.667,53.4961126
68.708,53.3593953
68.75,53.3364157
68.792,53.3769696
68.833,53.2731935
68.875,51.1537782
68.917,2.962444
68.958,0.0849
69,0.0849
69.042,0.0849
69.083,0.0849
69.125,0.0849
69.167,0.0849
69.208,0.0849
69.25,0.0849
69.292,0.0849
69.333,2.3680308
69.375,0.0849
69.417,2.5615179
69.458,5.6453406
69.5,0.4034448
69.542,0.5961395
69.583,3.640795
69.625,10.3413294
69.667,51.0103821
69.708,53.3494903
69.75,53.3764602
69.792,53.3556031
69.833,53.368423
69.875,53.3654515
69.917,50.9940813
69.958,2.9582839
70,0.0849
70.042,0.0849
70.083,0.0849
70.125,0.0849
70.167,0.0849
70.208,0.0849
70.25,0.0849
70.292,0.0849
70.333,0.0849
70.375,0.0849
70.417,0.0849
70.458,0.0849
70.5,0.0849
70.542,0.0849
70.583,3.0051487
70.625,48.7013568
70.667,50.4903413
70.708,43.7281695
70.75,51.727306
70.792,53.3308406
70.833,53.2572606
70.875,50.9621872
70.917,3.2212475
70.958,0.0849
71,0.0849
71.042,0.0849
71.083,0.0849
71.125,0.0849
71.167,0.0849
71.208,0.0849
71.25,0.0849
71.292,0.0849
71.333,0.0849
71.375,0.0849
71.417,0.0849
71.458,0.0849
71.5,0.0849
71.542,0.0849
71.583,0.0849
71.625,0.0849
71.667,0.0849
71.708,0.0849
71.75,0.0849
71.792,3.4155836
71.833,67.0501429
71.875,64.063842
71.917,0.0849
71.958,0.0849
72,0.0849
72.042,0.0849
72.083,0.0849
72.125,0.0849
72.167,0.0849
72.208,0.0849
72.25,0.0849
72.292,0.0849
72.333,0.0849
72.375,0.0849
72.417,0.0849
72.458,0.0849
72.5,0.0849
72.542,0.0849
72.583,0.0849
72.625,0.0849
72.667,0.0849
72.708,0.0849
72.75,0.0849
72.792,48.6090705
72.833,64.1089239
72.875,0.0849
72.917,0.0849
72.958,0.0849
73,0.0849
73.042,0.0849
73.083,0.0849
73.125,0.0849
73.167,0.0849
73.208,0.0849
73.25,0.0849
73.292,0.0849
73.333,0.0849
73.375,0.0849
73.417,57.784072
73.458,67.3124839
73.5,67.1259869
73.542,67.4996035
73.583,67.1257888
73.625,67.4985564
73.667,67.1262982
73.708,67.3129084
73.75,67.4991507
73.792,67.1247134
73.833,67.3107293
73.875,14.0678734
73.917,0.0849
73.958,0.0849
74,0.0849
74.042,0.0849
74.083,0.0849
74.125,0.0849
74.167,0.0849
74.208,0.0849
74.25,0.0849
74.292,0.0849
74.333,0.0849
74.375,0.0849
74.417,0.0849
74.458,0.0849
74.5,0.0849
74.542,0.364221
74.583,0.0849
74.625,0.0849
74.667,0.0849
74.708,0.0849
74.75,3.1797031
74.792,50.9660643
74.833,53.0970543
74.875,50.6877904
74.917,4.4169225
74.958,0.0849
75,0.0849
75.042,0.0849
75.083,0.0849
75.125,0.0849
75.167,0.0849
75.208,0.0849
75.25,0.0849
75.292,0.0849
75.333,0.0849
75.375,0.0849
75.417,0.0849
75.458,0.0849
75.5,0.0849
75.542,0.0849
75.583,0.0849
75.625,0.0849
75.667,3.0775967
75.708,47.6779439
75.75,52.9472341
75.792,53.0967147
75.833,50.7649645
75.875,3.3494748
75.917,0.0849
75.958,0.0849
76,0.0849
76.042,0.0849
76.083,0.0849
76.125,0.0849
76.167,0.0849
76.208,0.0849
76.25,0.0849
76.292,0.0849
76.333,0.0849
76.375,0.0849
76.417,0.0849
76.458,0.0849
76.5,0.0849
76.542,0.0849
76.583,0.0849
76.625,3.0740875
76.667,50.6681502
76.708,53.1871615
76.75,51.1664849
76.792,52.8672866
76.833,53.1303917
76.875,52.0584726
76.917,35.569421
76.958,33.7690599
77,3.225068
77.042,0.0849
77.083,0.0849
77.125,0.0849
77.167,0.0849
77.208,0.0849
77.25,0.0849
77.292,0.0849
77.333,0.0849
77.375,0.0849
77.417,0.0849
77.458,0.0849
77.5,0.0849
77.542,0.0849
77.583,3.7143184
77.625,4.3776138
77.667,18.0032714
77.708,17.0982091
77.75,51.3676979
77.792,52.9401874
77.833,52.9218207
77.875,50.6055506
77.917,3.3245425
77.958,0.0849
78,0.0849
78.042,0.0849
78.083,0.0849
78.125,0.0849
78.167,0.0849
78.208,0.0849
78.25,0.0849
78.292,0.0849
78.333,0.0849
78.375,0.0849
78.417,0.0849
78.458,0.0849
78.5,0.0849
78.542,0.0952578
78.583,0.0849
78.625,1.4787882
78.667,12.1023535
78.708,14.4239723
78.75,50.7006386
78.792,53.0831307
78.833,52.8409959
78.875,50.5042366
78.917,3.0758704
78.958,0.0849
79,0.0849
79.042,0.0849
79.083,0.0849
79.125,0.0849
79.167,0.0849
79.208,0.0849
79.25,0.0849
79.292,0.0849
79.333,0.0849
79.375,0.0849
79.417,0.0849
79.458,0.0849
79.5,0.0849
79.542,0.0849
79.583,3.0878413
79.625,50.6793004
79.667,52.9383479
79.708,52.9153117
79.75,52.959771
79.792,53.0154371
79.833,52.979015
79.875,50.6595753
79.917,3.3790483
79.958,0.0849
80,0.0849
80.042,0.0849
80.083,0.0849
80.125,0.0849
80.167,0.0849
80.208,1.8604703
80.25,52.5558168
80.292,50.6264643
80.333,3.1647041
80.375,0.0849
80.417,0.0849
80.458,0.0849
80.5,0.0849
80.542,0.0849
80.583,0.0849
80.625,0.0849
80.667,0.0849
80.708,2.898203
80.75,50.5431208
80.792,52.9035106
80.833,53.0872059
80.875,50.4335715
80.917,3.2157573
80.958,0.0849
81,0.0849
81.042,0.0849
81.083,0.0849
81.125,0.0849
81.167,0.0849
81.208,0.0849
81.25,0.0849
81.292,0.0849
81.333,0.0849
81.375,0.0849
81.417,0.0849
81.458,0.0849
81.5,2.8438387
81.542,46.2540577
81.583,52.6702903
81.625,52.8002722
81.667,52.8584853
81.708,52.8584004
81.75,52.7736419
81.792,52.7592655
81.833,52.8710222
81.875,50.4606263
81.917,3.0612676
81.958,0.0849
82,0.0849
82.042,0.0849
82.083,0.0849
82.125,0.0849
82.167,0.0849
82.208,0.0849
82.25,3.0969539
82.292,48.300176
82.333,3.2940068
82.375,0.0849
82.417,1.4018688
82.458,7.3740178
82.5,0.0849
82.542,2.7978229
82.583,42.0891467
82.625,52.3764797
82.667,52.7442382
82.708,52.756577
82.75,52.7840563
82.792,52.7979799
82.833,52.7728212
82.875,50.4858133
82.917,3.0648334
82.958,0.0849
83,0.0849
83.042,0.0849
83.083,0.0849
83.125,0.0849
83.167,0.0849
83.208,0.0849
83.25,0.0849
83.292,0.0849
83.333,0.0849
83.375,0.0849
83.417,0.0849
83.458,0.0849
83.5,0.0849
83.542,0.0849
83.583,7.2815051
83.625,45.8245203
83.667,48.0982555
83.708,52.5288752
83.75,52.7368519
83.792,52.7215416
83.833,52.8014325
83.875,50.4371373
83.917,3.1134528
83.958,0.0849
84,0.0849
84.042,0.0849
84.083,0.0849
84.125,0.0849
84.167,0.0849
84.208,0.0849
84.25,0.0849
84.292,0.0849
84.333,0.0849
84.375,0.0849
84.417,0.0849
84.458,0.0849
84.5,0.0849
84.542,0.0849
84.583,2.7814655
84.625,45.8163133
84.667,48.0394198
84.708,52.4611533
84.75,52.6749598
84.792,52.7307391
84.833,52.712995
84.875,51.6210395
84.917,20.6534532
84.958,2.3456172
85,0.0849
85.042,0.0849
85.083,0.0849
85.125,0.0849
85.167,0.0849
85.208,0.0849
85.25,0.0849
85.292,0.0849
85.333,0.0849
85.375,0.0849
85.417,0.0849
85.458,0.095371
85.5,0.0849
85.542,0.0849
85.583,1.4066232
85.625,15.7955318
85.667,15.0625052
85.708,49.7242886
85.75,52.5395443
85.792,52.4914909
85.833,52.8192049
85.875,50.2881095
85.917,3.8627236
85.958,0.0849
86,0.0849
86.042,0.0849
86.083,0.0849
86.125,0.0849
86.167,0.0849
86.208,0.0849
86.25,0.0849
86.292,0.0849
86.333,0.0849
86.375,0.0849
86.417,0.0849
86.458,0.0849
86.5,0.0849
86.542,0.0849
86.583,0.0849
86.625,0.1336609
86.667,3.1018498
86.708,50.3479357
86.75,52.6222369
86.792,52.6329343
86.833,52.6070115
86.875,50.3764904
86.917,3.1563839
86.958,0.0849
87,0.0849
87.042,0.0849
87.083,0.0849
87.125,0.0849
87.167,0.0849
87.208,0.0849
87.25,0.0849
87.292,0.0849
87.333,0.0849
87.375,0.0849
87.417,0.0849
87.458,0.0849
87.5,0.0849
87.542,3.1504409
87.583,50.2440464
87.625,52.7385782
87.667,51.9739688
87.708,43.8062775
87.75,52.3572357
87.792,52.5096878
87.833,52.2206882
87.875,41.8009395
87.917,3.0918882
87.958,0.6329861
88,0.0849
88.042,0.0849
88.083,0.0849
88.125,0.0849
88.167,0.0849
88.208,0.0849
88.25,0.0849
88.292,0.0849
88.333,0.0849
88.375,0.0849
88.417,0.0849
88.458,0.0849
88.5,0.0849
88.542,0.7483652
88.583,4.804774
88.625,50.399187
88.667,52.3047675
88.708,43.7299241
88.75,52.1829926
88.792,52.5585336
88.833,52.6217275
88.875,50.3285219
88.917,3.4628446
88.958,0.9023738
89,0.0849
89.042,0.0849
89.083,0.0849
89.125,0.0849
89.167,0.0849
89.208,2.6600302
89.25,41.3705531
89.292,43.2266369
89.333,41.2645413
89.375,4.1445916
89.417,12.3195277
89.458,13.2205148
89.5,5.1005373
89.542,2.4055283
89.583,19.706422
89.625,38.8391464
89.667,52.3802719
89.708,52.5722308
89.75,52.3828472
89.792,53.1575314
89.833,52.6882042
89.875,50.6985444
89.917,3.6194851
89.958,1.5551416
90,12.9793139
90.042,13.046866
90.083,8.8564284
90.125,9.7171163
90.167,13.9110065
90.208,14.6658241
90.25,50.5813541
90.292,52.849401
90.333,50.7092135
90.375,3.2696971
90.417,0.0849
90.458,0.0849
90.5,0.0849
90.542,2.2430014
90.583,22.8894928
90.625,23.4987352
90.667,24.5556553
90.708,51.6447832
90.75,52.9279335
90.792,52.9907595
90.833,52.934018
90.875,50.570968
90.917,3.1511484
90.958,0.0849
91,0.0849
91.042,0.0849
91.083,0.0849
91.125,0.0849
91.167,0.0849
91.208,0.0849
91.25,0.0849
91.292,0.0849
91.333,0.0849
91.375,4.1751839
91.417,38.07199
91.458,52.354717
91.5,52.9637896
91.542,52.8076302
91.583,52.5038863
91.625,43.0979285
91.667,35.4903225
91.708,37.3627354
91.75,8.5576653
91.792,9.6688365
91.833,0.7102168
91.875,0.0849
91.917,0.0849
91.958,0.0849
92,0.0849
92.042,0.0849
92.083,0.0849
92.125,0.0849
92.167,0.0849
92.208,0.0849
92.25,0.0849
92.292,0.0849
92.333,0.0849
92.375,0.0849
92.417,0.0849
92.458,0.0849
92.5,0.0849
92.542,0.0849
92.583,0.0849
92.625,0.1728564
92.667,5.7736245
92.708,50.4307415
92.75,52.9228395
92.792,52.5386104
92.833,52.866947
92.875,50.600683
92.917,3.204975
92.958,0.0849
93,0.0849
93.042,0.0849
93.083,0.0849
93.125,0.0849
93.167,0.0849
93.208,0.0849
93.25,0.0849
93.292,0.0849
93.333,0.0849
93.375,0.0849
93.417,0.0849
93.458,0.0849
93.5,0.0849
93.542,0.0849
93.583,0.0849
93.625,0.0849
93.667,3.0475421
93.708,50.5305273
93.75,52.7587278
93.792,52.7173249
93.833,52.7756512
93.875,50.4981521
93.917,3.2191533
93.958,0.0849
94,0.0849
94.042,0.0849
94.083,0.0849
94.125,0.0849
94.167,0.0849
94.208,0.0849
94.25,0.0849
94.292,0.0849
94.333,0.0849
94.375,0.0849
94.417,0.0849
94.458,0.0849
94.5,0.0849
94.542,0.0849
94.583,0.0849
94.625,0.0849
94.667,57.0012374
94.708,67.7130987
94.75,34.2606309
94.792,0.0849
94.833,0.0849
94.875,0.0849
94.917,0.0849
94.958,0.0849
95,0.0849
95.042,0.0849
95.083,0.0849
95.125,0.0849
95.167,0.0849
95.208,0.0849
95.25,0.0849
95.292,0.0849
95.333,0.0849
95.375,0.0849
95.417,0.0849
95.458,0.0849
95.5,0.0849
95.542,0.0849
95.583,0.5180598
95.625,1.1707427
95.667,0.5943566
95.708,2.8969012
95.75,50.2710729
95.792,52.6026533
95.833,52.6135771
95.875,52.7017033
95.917,52.5321863
95.958,50.4963975
96,3.1819954
96.042,0.0849
96.083,0.0849
96.125,0.0849
96.167,0.0849
96.208,0.0849
96.25,0.0849
96.292,0.0849
96.333,0.0849
96.375,0.0849
96.417,0.0849
96.458,0.0849
96.5,0.0849
96.542,2.8508005
96.583,50.3979701
96.625,52.7242301
96.667,52.6907795
96.708,52.5758815
96.75,52.6749032
96.792,52.6374906
96.833,52.9579598
96.875,52.8478445
96.917,57.3627699
96.958,45.9625394
97,4.1292247
97.042,0.0849
97.083,0.0849
97.125,0.0849
97.167,0.0849
97.208,0.0849
97.25,0.0849
97.292,0.0849
97.333,0.0849
97.375,0.0849
97.417,0.0849
97.458,0.0849
97.5,0.0849
97.542,0.0849
97.583,0.0849
97.625,0.0849
97.667,0.0849
97.708,2.3012994
97.75,49.9559241
97.792,57.3240838
97.833,57.6486282
97.875,57.4459436
97.917,50.1599105
97.958,3.2883185
98,3.484579
98.042,1.7851074
98.083,2.822642
98.125,3.7069604
98.167,10.2846728
98.208,0.0849
98.25,7.703826
98.292,0.0849
98.333,0.0849
98.375,0.0849
98.417,0.0849
98.458,0.0849
98.5,0.0849
98.542,3.0935579
98.583,50.108546
98.625,52.5211776
98.667,52.0907063
98.708,52.311418
98.75,52.3520002
98.792,52.3726875
98.833,52.2000575
98.875,50.0874625
98.917,6.7163258
98.958,7.5939088
99,18.9717257
99.042,15.6543997
99.083,15.3423639
99.125,15.3175448
99.167,15.1907891
99.208,20.6675466
99.25,48.9140879
99.292,51.9160387
99.333,51.7481631
99.375,41.2589379
99.417,3.0630788
99.458,0.0849
99.5,0.0849
99.542,0.0950031
99.583,0.0849
99.625,6.4353634
99.667,5.6800364
99.708,0.0849
99.75,2.3750209
99.792,18.5157561
99.833,50.4653524
99.875,52.1050827
99.917,52.1170819
99.958,49.9039087
100,3.214314
100.042,0.0849
100.083,0.0849
100.125,0.0849
100.167,0.0849
100.208,0.0849
100.25,0.0849
100.292,0.0849
100.333,0.0849
100.375,0.0849
100.417,0.0849
100.458,0.0849
100.5,0.0849
100.542,0.0849
100.583,0.0849
100.625,0.0849
100.667,0.0849
100.708,0.0849
100.75,3.2288319
100.792,45.1395471
100.833,47.0870965
100.875,47.1046142
100.917,45.2611805
100.958,3.1599214
101,0.0950031
101.042,0.0849
101.083,0.0849
101.125,0.0849
101.167,0.0849
101.208,0.0849
101.25,0.0849
101.292,0.0849
101.333,0.0849
101.375,0.0849
101.417,0.0849
101.458,0.0849
101.5,0.0849
101.542,0.0849
101.583,0.0849
101.625,0.0849
101.667,0.0849
101.708,41.2124976
101.75,47.0761444
101.792,47.1368762
101.833,47.0664941
101.875,45.1118697
101.917,3.1139339
101.958,0.0849
102,0.0849
102.042,0.0849
102.083,0.0849
102.125,0.0849
102.167,0.0849
102.208,0.0849
102.25,0.0849
102.292,0.0849
102.333,0.0849
102.375,0.0849
102.417,0.0849
102.458,0.0849
102.5,0.0849
102.542,0.0849
102.583,0.0849
102.625,0.0849
102.667,3.0715405
102.708,49.94384
102.75,51.8023293
102.792,52.1784929
102.833,49.6923945
102.875,3.2075503
102.917,0.0849
102.958,0.0849
103,0.0849
103.042,0.0849
103.083,0.0849
103.125,0.0849
103.167,0.0849
103.208,0.0849
103.25,0.0849
103.292,0.0849
103.333,0.0849
103.375,0.0849
103.417,0.0849
103.458,0.0849
103.5,0.0849
103.542,0.0849
103.583,0.0849
103.625,0.0849
103.667,0.0849
103.708,2.856602
103.75,40.9035182
103.792,42.4063048
103.833,42.462735
103.875,40.9268657
103.917,3.1391775
103.958,0.0849
104,0.0849
104.042,0.0849
104.083,0.0849
104.125,0.0849
104.167,0.0849
104.208,0.0849
104.25,0.0849
104.292,0.0849
104.333,0.0849
104.375,0.0849
104.417,0.0849
104.458,0.0849
104.5,0.0849
104.542,0.0849
104.583,0.0849
104.625,0.0849
104.667,0.0849
104.708,0.0849
104.75,1.8627626
104.792,12.9193179
104.833,15.2737081
104.875,15.3392226
104.917,15.3410621
104.958,15.30181
105,2.3503999
105.042,0.0849
105.083,0.0849
105.125,0.0849
105.167,0.0849
105.208,0.0849
105.25,0.0849
105.292,0.0849
105.333,0.0849
105.375,3.0763515
105.417,49.6189843
105.458,52.0348421
105.5,56.847059
105.542,57.0729496
105.583,57.0310373
105.625,57.0828829
105.667,56.869699
105.708,51.8561559
105.75,51.9014359
105.792,51.7025152
105.833,51.7848682
105.875,50.0677374
105.917,21.0808398
105.958,19.8559592
106,17.4625999
106.042,17.4045283
106.083,17.5127758
106.125,17.5171906
106.167,17.5589897
106.208,18.649983
106.25,50.1932196
106.292,51.768624
106.333,51.8821353
106.375,49.7187135
106.417,3.2891109
106.458,34.8401866
106.5,51.8939081
106.542,51.6173605
106.583,51.8768432
106.625,51.7020341
106.667,51.7405787
106.708,51.9839021
106.75,56.7669134
106.792,57.0009827
106.833,56.9541179
106.875,54.9589679
106.917,18.6004014
106.958,18.6900558
107,55.0101343
107.042,57.1091453
107.083,57.0522623
107.125,57.0498002
107.167,57.1080416
107.208,57.0393292
107.25,56.8635579
107.292,57.0713931
107.333,57.1880174
107.375,57.0452439
107.417,57.0582902
107.458,57.0472532
107.5,56.9145545
107.542,57.0479324
107.583,57.0077181
107.625,57.0165477
107.667,56.9926059
107.708,57.0381123
107.75,57.0091614
107.792,57.0770814
107.833,56.9287045
107.875,56.8277301
107.917,56.8926503
107.958,56.5430604
108,47.2470764
108.042,46.8485841
108.083,45.5339925
108.125,43.7910238
108.167,38.5793524
108.208,47.8032563
108.25,56.9428262
108.292,57.0318014
108.333,57.0047749
108.375,56.9958887
108.417,56.9990866
108.458,56.9908513
108.5,57.006388
108.542,57.0389613
108.583,56.9802105
108.625,57.108268
108.667,57.0463193
108.708,56.8081748
108.75,57.0571865
108.792,57.0168307
108.833,56.947241
108.875,56.790742
108.917,56.9980112
108.958,56.7620458
109,52.0779713
109.042,51.7901886
109.083,51.8084704
109.125,51.6347084
109.167,51.9607527
109.208,56.8083163
109.25,57.0373765
109.292,56.993936
109.333,56.9546839
109.375,57.1024948
109.417,57.0449043
109.458,57.0053692
109.5,57.0320844
109.542,56.9719186
109.583,57.0406876
109.625,56.979786
109.667,57.0107745
109.708,56.9873138
109.75,56.9689471
109.792,56.9553631
109.833,56.9510049
109.875,56.8903297
109.917,56.9432224
109.958,57.0255471
110,56.7062948
110.042,51.8648157
110.083,51.8849087
110.125,51.8479772
110.167,52.1134029
110.208,56.9342796
110.25,57.0524604
110.292,57.0706856
110.333,57.0710252
110.375,57.0592807
110.417,57.0562809
110.458,57.0616296
110.5,57.0957594
110.542,56.8322298
110.583,57.0138309
110.625,57.0068974
110.667,57.1734995
110.708,56.9988319
110.75,56.801496
110.792,56.9999922
110.833,56.9559574
110.875,56.9125735
110.917,56.9654662
110.958,57.0284054
111,56.7212372
111.042,53.2477801
111.083,56.8435215
111.125,57.0029637
111.167,57.1168429
111.208,57.0330466
111.25,57.0218398
111.292,57.0464608
111.333,57.0194909
111.375,57.040914
111.417,57.0544131
111.458,57.0226605
111.5,57.0336975
111.542,56.2037434
111.583,42.9164972
111.625,43.005246
111.667,56.2923224
111.708,56.9021874
111.75,56.9049042
111.792,56.9689471
111.833,57.0439987
111.875,56.9403924
111.917,56.9828707
111.958,56.98771
112,56.7806106
112.042,57.1726222
112.083,56.2784837
112.125,47.2075413
112.167,47.2749519
112.208,56.5882272
112.25,56.9705036
112.292,56.9315911
112.333,56.9920399
112.375,56.94243
112.417,52.3240115
112.458,55.4721318
112.5,56.9877949
112.542,56.9505521
112.583,57.001294
112.625,56.9383548
112.667,56.966202
112.708,56.9432224
112.75,57.0089916
112.792,56.9184882
112.833,56.8981688
112.875,56.9740694
112.917,56.8975745
112.958,56.4998746
113,47.2620754
113.042,46.8843836
113.083,46.8674885
113.125,46.8706015
113.167,47.2243515
113.208,56.5737659
113.25,56.9574007
113.292,56.8806794
113.333,56.9888703
113.375,56.9738996
113.417,57.0402914
113.458,56.9917003
113.5,57.037801
113.542,57.1129941
113.583,57.0480456
113.625,57.050536
113.667,57.0565356
113.708,57.0219813
113.75,57.0478475
113.792,56.9653247
113.833,57.0153308
113.875,57.0062465
113.917,57.0732043
113.958,56.6990783
114,52.1277793
114.042,51.7360507
114.083,51.9782421
114.125,51.7636432
114.167,51.8805505
114.208,51.7703503
114.25,47.0158088
114.292,45.139632
114.333,3.8762793
114.375,0.0849
114.417,0.0849
114.458,0.0849
114.5,2.8731575
114.542,54.5256383
114.583,57.0668085
114.625,57.1697356
114.667,57.0899579
114.708,57.1036268
114.75,57.1937906
114.792,57.2134874
114.833,57.1890645
114.875,57.1514255
114.917,55.089346
114.958,19.978668
115,55.1584829
115.042,57.1449731
115.083,57.1624059
115.125,57.1855553
115.167,57.1847629
115.208,57.1700186
115.25,57.2014882
115.292,56.6387144
115.333,43.8722448
115.375,40.7573204
115.417,2.8693936
115.458,1.3245532
115.5,0.2102407
115.542,0.3640512
115.583,7.5758817
115.625,2.4313662
115.667,39.8419286
115.708,42.3058964
115.75,42.8840088
115.792,56.3217827
115.833,57.1302854
115.875,56.9392321
115.917,56.7763656
115.958,56.834607
116,50.4743235
116.042,21.0076277
116.083,19.9355105
116.125,19.8236972
116.167,20.9902798
116.208,50.4066865
116.25,52.0022122
116.292,51.7794629
116.333,51.7854908
116.375,51.842204
116.417,51.8677589
116.458,51.9194064
116.5,51.8956061
116.542,51.7745104
116.583,51.9574699
116.625,51.9971182
116.667,56.7478392
116.708,56.974975
116.75,56.8435498
116.792,56.9172713
116.833,56.996766
116.875,56.6508834
116.917,52.0063723
116.958,51.5202066
117,42.7744312
117.042,42.4106347
117.083,42.2876146
117.125,42.4173984
117.167,42.8091553
117.208,51.3836308
117.25,51.7537382
117.292,51.8217148
117.333,51.608446
117.375,51.785604
117.417,51.9396692
117.458,52.014551
117.5,51.9395843
117.542,52.0254465
117.583,51.747965
117.625,51.8217148
117.667,51.9428105
117.708,51.8812863
117.75,51.9104636
117.792,52.1107993
117.833,56.8381445
117.875,56.9366002
117.917,56.9207522
117.958,56.7388398
118,52.1516079
118.042,51.7286644
118.083,51.8228751
118.125,52.055869
118.167,51.8689475
118.208,52.2367626
118.25,56.8864243
118.292,57.0747042
118.333,57.1047871
118.375,57.1677263
118.417,57.0803076
118.458,57.1257857
118.5,57.1095415
118.542,57.0411687
118.583,56.8410594
118.625,57.2424383
118.667,57.0307826
118.708,56.9425432
118.75,56.8250133
118.792,57.004973
118.833,56.946109
118.875,56.8846131
118.917,57.0030769
118.958,56.6898808
119,51.8870595
119.042,51.7250703
119.083,50.1075838
119.125,21.1714564
119.167,21.056615
119.208,50.273818
119.25,51.8079044
119.292,51.721363
119.333,51.8328367
119.375,51.8465056
119.417,51.8360346
119.458,51.7880944
119.5,51.7614924
119.542,51.8366289
119.583,51.8929742
119.625,51.8294973
119.667,51.736362
119.708,51.8576841
119.75,51.78051
119.792,51.7181085
119.833,51.9306698
119.875,51.8902574
119.917,51.7899056
119.958,50.2843173
120,21.0609732
120.042,19.9740268
120.083,19.9824036
120.125,19.8697413
120.167,19.8536952
120.208,21.2391783
120.25,52.8778991
120.292,16.5955445
120.333,16.6458619
120.375,54.6644498
120.417,57.1842252
120.458,56.781403
120.5,56.8614071
120.542,57.0140007
120.583,57.2011769
120.625,56.8863111
120.667,57.1755371
120.708,56.8191269
120.75,56.9121207
120.792,57.0574978
120.833,56.9934549
120.875,57.0797416
120.917,55.2828897
120.958,21.308202
121,23.1585975
121.042,23.3209546
121.083,23.3597822
121.125,23.3434814
121.167,23.3097195
121.208,22.7326259
121.25,41.6028961
121.292,42.4112573
121.333,42.4395856
121.375,42.4561977
121.417,42.41887
121.458,42.4056539
121.5,42.4612634
121.542,42.4254073
121.583,42.4545563
121.625,42.3256498
121.667,42.4574429
121.708,42.8381345
121.75,51.3916963
121.792,51.7833683
121.833,51.7293719
121.875,50.5584594
121.917,24.2405065
121.958,24.4477474
122,50.5098966
122.042,51.9997784
122.083,51.9057941
122.125,51.8603726
122.167,51.9620262
122.208,51.8469867
122.25,52.0050139
122.292,51.9069261
122.333,51.9466027
122.375,51.9300755
122.417,51.9311226
122.458,51.983421
122.5,51.897389
122.542,51.9964673
122.583,52.0375872
122.625,52.0092023
122.667,51.8252806
122.708,52.0394833
122.75,51.8323273
122.792,51.7900188
122.833,52.0325781
122.875,51.7905282
122.917,51.7996974
122.958,52.0127681
123,52.2699585
123.042,52.7378424
123.083,54.2728061
123.125,56.2715785
123.167,57.0821188
123.208,56.7904873
123.25,57.0919106
123.292,57.2872938
123.333,57.2713043
123.375,57.2471078
123.417,57.2531357
123.458,57.2954725
123.5,57.2531923
123.542,57.2011203
123.583,57.2598994
123.625,57.2183833
123.667,57.1957716
123.708,57.1261253
123.75,57.1196446
123.792,57.2105442
123.833,57.0454986
123.875,57.0177929
123.917,57.0216417
123.958,55.3873733
124,24.5432316
124.042,23.3181812
124.083,23.2667884
124.125,23.3465661
124.167,23.4085714
124.208,24.3957603
124.25,50.6273133
124.292,51.6850258
124.333,52.0139567
124.375,51.721646
124.417,52.0532654
124.458,51.8479489
124.5,51.976912
124.542,51.8900027
124.583,51.7928488
124.625,51.8519109
124.667,51.8645327
124.708,51.9034735
124.75,51.8940779
124.792,51.8801543
124.833,51.9753272
124.875,50.6519626
124.917,24.370828
124.958,23.3361517
125,23.2977203
125.042,23.295145
125.083,23.3082762
