$inflow Tw for qdt Tw year 2019 YC 03/13/2023,
68.167,6.636111111
68.208,6.636111111
68.25,6.661111111
68.292,6.636111111
68.333,6.636111111
68.375,6.636111111
68.417,6.661111111
68.458,6.687222222
68.5,6.687222222
68.542,6.687222222
68.583,6.712222222
68.625,6.687222222
68.667,6.712222222
68.708,6.712222222
68.75,6.687222222
68.792,6.661111111
68.833,6.661111111
68.875,6.687222222
68.917,6.687222222
68.958,6.687222222
69,6.687222222
69.042,6.636111111
69.083,6.636111111
69.125,6.661111111
69.167,6.687222222
69.208,6.712222222
69.25,6.687222222
69.292,6.737222222
69.333,6.737222222
69.375,6.737222222
69.417,6.737222222
69.458,6.712222222
69.5,6.712222222
69.542,6.687222222
69.583,6.712222222
69.625,6.712222222
69.667,6.712222222
69.708,6.661111111
69.75,6.661111111
69.792,6.636111111
69.833,6.636111111
69.875,6.636111111
69.917,6.611111111
69.958,6.611111111
70,6.636111111
70.042,6.636111111
70.083,6.611111111
70.125,6.636111111
70.167,6.636111111
70.208,6.636111111
70.25,6.611111111
70.292,6.585
70.333,6.661111111
70.375,6.636111111
70.417,6.611111111
70.458,6.611111111
70.5,6.661111111
70.542,6.661111111
70.583,6.687222222
70.625,6.737222222
70.667,6.712222222
70.708,6.661111111
70.75,6.636111111
70.792,6.535
70.833,6.535
70.875,6.535
70.917,6.535
70.958,6.535
71,6.535
71.042,6.483888889
71.083,6.483888889
71.125,6.483888889
71.167,6.483888889
71.208,6.535
71.25,6.535
71.292,6.535
71.333,6.535
71.375,6.535
71.417,6.56
71.458,6.611111111
71.5,6.636111111
71.542,6.661111111
71.583,6.611111111
71.625,6.585
71.667,6.661111111
71.708,6.585
71.75,6.535
71.792,6.56
71.833,6.585
71.875,6.611111111
71.917,6.611111111
71.958,6.611111111
72,6.687222222
72.042,6.712222222
72.083,6.737222222
72.125,6.737222222
72.167,6.687222222
72.208,6.661111111
72.25,6.611111111
72.292,6.636111111
72.333,6.661111111
72.375,6.636111111
72.417,6.636111111
72.458,6.636111111
72.5,6.611111111
72.542,6.636111111
72.583,6.611111111
72.625,6.585
72.667,6.585
72.708,6.585
72.75,6.56
72.792,6.56
72.833,6.56
72.875,6.56
72.917,6.535
72.958,6.535
73,6.535
73.042,6.535
73.083,6.535
73.125,6.535
73.167,6.535
73.208,6.56
73.25,6.56
73.292,6.56
73.333,6.56
73.375,6.611111111
73.417,6.611111111
73.458,6.611111111
73.5,6.636111111
73.542,6.636111111
73.583,6.661111111
73.625,6.636111111
73.667,6.611111111
73.708,6.611111111
73.75,6.611111111
73.792,6.585
73.833,6.585
73.875,6.585
73.917,6.585
73.958,6.56
74,6.585
74.042,6.585
74.083,6.585
74.125,6.56
74.167,6.611111111
74.208,6.585
74.25,6.585
74.292,6.611111111
74.333,6.636111111
74.375,6.636111111
74.417,6.636111111
74.458,6.636111111
74.5,6.661111111
74.542,6.712222222
74.583,6.687222222
74.625,6.687222222
74.667,6.687222222
74.708,6.585
74.75,6.636111111
74.792,6.611111111
74.833,6.636111111
74.875,6.636111111
74.917,6.636111111
74.958,6.636111111
75,6.636111111
75.042,6.636111111
75.083,6.636111111
75.125,6.636111111
75.167,6.636111111
75.208,6.636111111
75.25,6.636111111
75.292,6.661111111
75.333,6.661111111
75.375,6.661111111
75.417,6.687222222
75.458,6.712222222
75.5,6.762777778
75.542,6.762777778
75.583,6.687222222
75.625,6.712222222
75.667,6.687222222
75.708,6.687222222
75.75,6.636111111
75.792,6.661111111
75.833,6.687222222
75.875,6.687222222
75.917,6.687222222
75.958,6.687222222
76,6.687222222
76.042,6.661111111
76.083,6.687222222
76.125,6.661111111
76.167,6.661111111
76.208,6.687222222
76.25,6.661111111
76.292,6.687222222
76.333,6.687222222
76.375,6.687222222
76.417,6.712222222
76.458,6.712222222
76.5,6.737222222
76.542,6.762777778
76.583,6.762777778
76.625,6.762777778
76.667,6.737222222
76.708,6.687222222
76.75,6.611111111
76.792,6.687222222
76.833,6.687222222
76.875,6.661111111
76.917,6.636111111
76.958,6.611111111
77,6.636111111
77.042,6.661111111
77.083,6.661111111
77.125,6.661111111
77.167,6.611111111
77.208,6.661111111
77.25,6.687222222
77.292,6.687222222
77.333,6.712222222
77.375,6.712222222
77.417,6.687222222
77.458,6.737222222
77.5,6.787777778
77.542,6.812777778
77.583,6.787777778
77.625,6.762777778
77.667,6.737222222
77.708,6.687222222
77.75,6.661111111
77.792,6.636111111
77.833,6.611111111
77.875,6.535
77.917,6.611111111
77.958,6.585
78,6.508888889
78.042,6.535
78.083,6.508888889
78.125,6.535
78.167,6.535
78.208,6.585
78.25,6.56
78.292,6.56
78.333,6.56
78.375,6.737222222
78.417,6.838888889
78.458,6.965
78.5,7.142222222
78.542,7.192222222
78.583,7.418888889
78.625,7.292777778
78.667,7.317777778
78.708,7.82
78.75,7.77
78.792,7.367777778
78.833,7.795
78.875,7.242222222
78.917,7.116111111
78.958,7.091111111
79,7.066111111
79.042,7.192222222
79.083,7.066111111
79.125,7.041111111
79.167,6.99
79.208,7.217222222
79.25,7.292777778
79.292,7.242222222
79.333,7.041111111
79.375,6.965
79.417,6.99
79.458,7.041111111
79.5,7.066111111
79.542,7.041111111
79.583,6.687222222
79.625,6.661111111
79.667,6.661111111
79.708,6.636111111
79.75,6.661111111
79.792,6.636111111
79.833,6.611111111
79.875,6.636111111
79.917,6.636111111
79.958,6.636111111
80,6.687222222
80.042,6.687222222
80.083,6.687222222
80.125,6.661111111
80.167,6.661111111
80.208,6.687222222
80.25,6.687222222
80.292,6.687222222
80.333,6.661111111
80.375,6.636111111
80.417,6.636111111
80.458,6.687222222
80.5,6.737222222
80.542,6.762777778
80.583,6.712222222
80.625,6.712222222
80.667,6.712222222
80.708,6.687222222
80.75,6.687222222
80.792,6.636111111
80.833,6.636111111
80.875,6.636111111
80.917,6.636111111
80.958,6.611111111
81,6.661111111
81.042,6.712222222
81.083,6.712222222
81.125,6.737222222
81.167,6.737222222
81.208,6.787777778
81.25,6.787777778
81.292,6.787777778
81.333,6.838888889
81.375,6.838888889
81.417,6.838888889
81.458,6.888888889
81.5,6.888888889
81.542,6.888888889
81.583,6.888888889
81.625,6.863888889
81.667,6.712222222
81.708,6.432777778
81.75,6.432777778
81.792,6.432777778
81.833,6.432777778
81.875,6.483888889
81.917,6.56
81.958,6.56
82,6.585
82.042,6.636111111
82.083,6.636111111
82.125,6.661111111
82.167,6.687222222
82.208,6.712222222
82.25,6.712222222
82.292,6.737222222
82.333,6.762777778
82.375,6.812777778
82.417,6.838888889
82.458,7.167222222
82.5,7.041111111
82.542,7.192222222
82.583,7.518888889
82.625,7.593888889
82.667,6.863888889
82.708,6.407777778
82.75,6.407777778
82.792,6.382222222
82.833,6.432777778
82.875,6.432777778
82.917,6.535
82.958,6.535
83,6.508888889
83.042,6.585
83.083,6.585
83.125,6.636111111
83.167,6.636111111
83.208,6.636111111
83.25,6.636111111
83.292,6.636111111
83.333,6.661111111
83.375,6.712222222
83.417,6.762777778
83.458,6.838888889
83.5,6.965
83.542,7.116111111
83.583,7.468888889
83.625,7.392777778
83.667,6.762777778
83.708,6.483888889
83.75,6.483888889
83.792,6.483888889
83.833,6.535
83.875,6.56
83.917,6.636111111
83.958,6.661111111
84,6.661111111
84.042,6.687222222
84.083,6.687222222
84.125,6.687222222
84.167,6.712222222
84.208,6.712222222
84.25,6.712222222
84.292,6.687222222
84.333,6.687222222
84.375,6.687222222
84.417,6.687222222
84.458,6.762777778
84.5,6.762777778
84.542,6.812777778
84.583,6.888888889
84.625,6.913888889
84.667,6.687222222
84.708,6.483888889
84.75,6.483888889
84.792,6.483888889
84.833,6.508888889
84.875,6.585
84.917,6.611111111
84.958,6.611111111
85,6.661111111
85.042,6.687222222
85.083,6.687222222
85.125,6.712222222
85.167,6.737222222
85.208,6.737222222
85.25,6.737222222
85.292,6.737222222
85.333,6.762777778
85.375,6.812777778
85.417,6.913888889
85.458,7.015
85.5,7.468888889
85.542,7.217222222
85.583,7.518888889
85.625,7.593888889
85.667,8.02
85.708,8.368888889
85.75,8.195
85.792,7.895
85.833,7.67
85.875,7.67
85.917,7.518888889
85.958,7.443888889
86,7.392777778
86.042,7.443888889
86.083,7.745
86.125,7.468888889
86.167,7.493888889
86.208,7.443888889
86.25,7.342777778
86.292,7.317777778
86.333,7.518888889
86.375,7.82
86.417,7.695
86.458,8.17
86.5,7.92
86.542,9.138888889
86.583,9.138888889
86.625,9.557777778
86.667,9.853888889
86.708,9.582777778
86.75,9.336111111
86.792,8.965
86.833,9.015
86.875,8.941111111
86.917,9.312222222
86.958,8.941111111
87,8.717222222
87.042,9.336111111
87.083,9.113888889
87.125,8.817222222
87.167,9.015
87.208,8.792222222
87.25,8.443888889
87.292,8.295
87.333,8.12
87.375,7.995
87.417,7.342777778
87.458,7.392777778
87.5,7.267777778
87.542,7.443888889
87.583,7.342777778
87.625,7.392777778
87.667,7.292777778
87.708,7.192222222
87.75,6.812777778
87.792,6.535
87.833,6.56
87.875,6.636111111
87.917,6.712222222
87.958,6.712222222
88,6.787777778
88.042,6.99
88.083,6.965
88.125,6.888888889
88.167,6.888888889
88.208,6.99
88.25,6.94
88.292,7.041111111
88.333,7.116111111
88.375,7.066111111
88.417,7.217222222
88.458,7.142222222
88.5,7.367777778
88.542,7.317777778
88.583,7.242222222
88.625,7.242222222
88.667,7.292777778
88.708,7.242222222
88.75,6.585
88.792,6.483888889
88.833,6.457777778
88.875,6.483888889
88.917,6.535
88.958,6.636111111
89,6.636111111
89.042,6.687222222
89.083,6.712222222
89.125,6.762777778
89.167,6.712222222
89.208,6.737222222
89.25,6.712222222
89.292,6.737222222
89.333,6.787777778
89.375,6.787777778
89.417,6.888888889
89.458,7.041111111
89.5,7.593888889
89.542,7.518888889
89.583,7.795
89.625,7.593888889
89.667,7.67
89.708,7.543888889
89.75,6.838888889
89.792,6.535
89.833,6.535
89.875,6.611111111
89.917,6.636111111
89.958,6.687222222
90,6.762777778
90.042,6.838888889
90.083,6.762777778
90.125,6.787777778
90.167,6.863888889
90.208,6.913888889
90.25,6.787777778
90.292,6.812777778
90.333,6.838888889
90.375,7.041111111
90.417,6.99
90.458,7.142222222
90.5,7.392777778
90.542,7.72
90.583,8.095
90.625,11.22388889
90.667,10.83388889
90.708,12.07388889
90.75,7.091111111
90.792,6.483888889
90.833,6.483888889
90.875,6.636111111
90.917,6.687222222
90.958,6.787777778
91,6.812777778
91.042,6.812777778
91.083,6.838888889
91.125,6.812777778
91.167,6.838888889
91.208,6.812777778
91.25,6.838888889
91.292,6.838888889
91.333,6.863888889
91.375,6.99
91.417,6.94
91.458,6.94
91.5,6.99
91.542,7.091111111
91.583,7.015
91.625,7.041111111
91.667,7.116111111
91.708,7.015
91.75,6.508888889
91.792,6.508888889
91.833,6.508888889
91.875,6.508888889
91.917,6.636111111
91.958,6.712222222
92,6.762777778
92.042,6.913888889
92.083,6.94
92.125,6.888888889
92.167,6.94
92.208,6.94
92.25,6.94
92.292,6.99
92.333,7.116111111
92.375,7.116111111
92.417,7.242222222
92.458,7.167222222
92.5,7.192222222
92.542,7.192222222
92.583,7.142222222
92.625,7.142222222
92.667,7.593888889
92.708,6.838888889
92.75,6.56
92.792,6.56
92.833,6.56
92.875,6.661111111
92.917,6.737222222
92.958,6.812777778
93,6.94
93.042,6.99
93.083,6.965
93.125,6.965
93.167,6.965
93.208,7.116111111
93.25,6.99
93.292,7.116111111
93.333,7.242222222
93.375,7.142222222
93.417,7.92
93.458,7.267777778
93.5,7.192222222
93.542,7.217222222
93.583,7.116111111
93.625,8.195
93.667,7.392777778
93.708,6.965
93.75,6.585
93.792,6.585
93.833,6.585
93.875,6.712222222
93.917,6.812777778
93.958,6.812777778
94,6.838888889
94.042,6.838888889
94.083,6.838888889
94.125,6.863888889
94.167,6.838888889
94.208,6.863888889
94.25,6.863888889
94.292,6.888888889
94.333,6.888888889
94.375,6.99
94.417,6.965
94.458,6.965
94.5,7.015
94.542,7.443888889
94.583,7.116111111
94.625,7.392777778
94.667,8.443888889
94.708,6.913888889
94.75,6.535
94.792,6.535
94.833,6.508888889
94.875,6.508888889
94.917,6.611111111
94.958,6.661111111
95,6.787777778
95.042,6.838888889
95.083,6.838888889
95.125,6.863888889
95.167,6.863888889
95.208,6.94
95.25,6.913888889
95.292,6.913888889
95.333,7.242222222
95.375,7.041111111
95.417,7.091111111
95.458,7.091111111
95.5,7.066111111
95.542,7.342777778
95.583,7.493888889
95.625,7.67
95.667,7.745
95.708,6.99
95.75,6.535
95.792,6.535
95.833,6.535
95.875,6.535
95.917,6.636111111
95.958,6.712222222
96,6.737222222
96.042,6.737222222
96.083,6.812777778
96.125,7.116111111
96.167,6.838888889
96.208,7.116111111
96.25,6.965
96.292,6.99
96.333,7.518888889
96.375,6.965
96.417,6.965
96.458,6.965
96.5,6.965
96.542,6.99
96.583,6.913888889
96.625,6.838888889
96.667,6.585
96.708,6.585
96.75,6.585
96.792,6.585
96.833,6.585
96.875,6.585
96.917,6.661111111
96.958,6.787777778
97,6.888888889
97.042,6.965
97.083,6.863888889
97.125,6.965
97.167,6.888888889
97.208,6.965
97.25,6.94
97.292,6.94
97.333,6.965
97.375,7.015
97.417,7.066111111
97.458,7.091111111
97.5,7.091111111
97.542,7.267777778
97.583,8.145
97.625,7.568888889
97.667,6.585
97.708,6.483888889
97.75,6.483888889
97.792,6.483888889
97.833,6.483888889
97.875,6.56
97.917,6.585
97.958,6.687222222
98,6.737222222
98.042,6.787777778
98.083,6.838888889
98.125,6.863888889
98.167,6.99
98.208,6.913888889
98.25,6.888888889
98.292,6.965
98.333,6.965
98.375,7.041111111
98.417,7.091111111
98.458,7.041111111
98.5,7.142222222
98.542,7.543888889
98.583,8.468888889
98.625,8.941111111
98.667,7.015
98.708,6.611111111
98.75,6.611111111
98.792,6.585
98.833,6.585
98.875,6.636111111
98.917,6.687222222
98.958,6.762777778
99,6.787777778
99.042,6.787777778
99.083,6.888888889
99.125,6.888888889
99.167,6.838888889
99.208,6.913888889
99.25,6.838888889
99.292,6.838888889
99.333,6.888888889
99.375,6.94
99.417,7.091111111
99.458,7.645
99.5,7.895
99.542,7.945
99.583,8.393888889
99.625,7.92
99.667,7.167222222
99.708,6.611111111
99.75,6.56
99.792,6.535
99.833,6.56
99.875,6.661111111
99.917,6.712222222
99.958,6.737222222
100,6.965
100.042,6.99
100.083,6.888888889
100.125,6.888888889
100.167,6.863888889
100.208,6.965
100.25,7.015
100.292,6.94
100.333,6.94
100.375,7.041111111
100.417,7.041111111
100.458,7.443888889
100.5,7.568888889
100.542,7.72
100.583,8.692777778
100.625,10.02611111
100.667,6.863888889
100.708,6.535
100.75,6.483888889
100.792,6.483888889
100.833,6.508888889
100.875,6.636111111
100.917,6.687222222
100.958,6.762777778
101,6.812777778
101.042,6.913888889
101.083,6.94
101.125,6.863888889
101.167,6.965
101.208,7.242222222
101.25,7.142222222
101.292,6.94
101.333,7.041111111
101.375,6.965
101.417,7.015
101.458,7.192222222
101.5,7.217222222
101.542,7.543888889
101.583,7.392777778
101.625,7.67
101.667,6.611111111
101.708,6.56
101.75,6.535
101.792,6.535
101.833,6.56
101.875,6.611111111
101.917,6.687222222
101.958,6.762777778
102,6.838888889
102.042,6.94
102.083,6.913888889
102.125,6.965
102.167,6.99
102.208,7.041111111
102.25,6.94
102.292,6.888888889
102.333,6.965
102.375,6.965
102.417,7.015
102.458,7.066111111
102.5,7.518888889
102.542,7.87
102.583,9.262222222
102.625,8.642777778
102.667,7.795
102.708,7.72
102.75,6.661111111
102.792,6.636111111
102.833,6.661111111
102.875,6.661111111
102.917,6.762777778
102.958,6.838888889
103,6.863888889
103.042,6.965
103.083,6.965
103.125,7.041111111
103.167,6.99
103.208,7.015
103.25,7.091111111
103.292,7.041111111
103.333,7.041111111
103.375,7.066111111
103.417,7.116111111
103.458,7.292777778
103.5,8.592777778
103.542,8.717222222
103.583,10.02611111
103.625,10.59
103.667,11.78277778
103.708,7.97
103.75,6.585
103.792,6.56
103.833,6.585
103.875,6.56
103.917,6.712222222
103.958,6.762777778
104,7.015
104.042,6.94
104.083,6.94
104.125,6.913888889
104.167,7.192222222
104.208,6.99
104.25,6.965
104.292,6.965
104.333,6.99
104.375,7.041111111
104.417,7.091111111
104.458,7.192222222
104.5,7.192222222
104.542,7.242222222
104.583,7.895
104.625,7.217222222
104.667,6.585
104.708,6.585
104.75,6.535
104.792,6.535
104.833,6.56
104.875,6.56
104.917,6.56
104.958,6.56
105,6.535
105.042,6.535
105.083,6.535
105.125,6.535
105.167,6.535
105.208,6.56
105.25,6.508888889
105.292,6.508888889
105.333,6.508888889
105.375,6.535
105.417,6.535
105.458,6.56
105.5,6.56
105.542,6.535
105.583,6.56
105.625,6.56
105.667,6.585
105.708,6.585
105.75,6.56
105.792,6.585
105.833,6.585
105.875,6.56
105.917,6.56
105.958,6.56
106,6.56
106.042,6.56
106.083,6.56
106.125,6.535
106.167,6.535
106.208,6.535
106.25,6.535
106.292,6.535
106.333,6.535
106.375,6.535
106.417,6.56
106.458,6.535
106.5,6.585
106.542,6.611111111
106.583,6.585
106.625,6.56
106.667,6.535
106.708,6.535
106.75,6.535
106.792,6.508888889
106.833,6.508888889
106.875,6.508888889
106.917,6.483888889
106.958,6.508888889
107,6.483888889
107.042,6.483888889
107.083,6.508888889
107.125,6.535
107.167,6.535
107.208,6.535
107.25,6.535
107.292,6.535
107.333,6.535
107.375,6.611111111
107.417,6.687222222
107.458,6.661111111
107.5,6.661111111
107.542,6.687222222
107.583,6.636111111
107.625,6.636111111
107.667,6.636111111
107.708,6.611111111
107.75,6.585
107.792,6.611111111
107.833,6.636111111
107.875,6.636111111
107.917,6.636111111
107.958,6.636111111
108,6.636111111
108.042,6.611111111
108.083,6.611111111
108.125,6.611111111
108.167,6.611111111
108.208,6.611111111
108.25,6.636111111
108.292,6.636111111
108.333,6.636111111
108.375,6.611111111
108.417,6.611111111
108.458,6.611111111
108.5,6.636111111
108.542,6.611111111
108.583,6.611111111
108.625,6.585
108.667,6.585
108.708,6.56
108.75,6.56
108.792,6.585
108.833,6.611111111
108.875,6.687222222
108.917,6.661111111
108.958,6.661111111
109,6.585
109.042,6.585
109.083,6.611111111
109.125,6.611111111
109.167,6.611111111
109.208,6.636111111
109.25,6.636111111
109.292,6.636111111
109.333,6.636111111
109.375,6.636111111
109.417,6.611111111
109.458,6.636111111
109.5,6.661111111
109.542,6.636111111
109.583,6.687222222
109.625,6.636111111
109.667,6.611111111
109.708,6.611111111
109.75,6.611111111
109.792,6.585
109.833,6.585
109.875,6.611111111
109.917,6.611111111
109.958,6.611111111
110,6.611111111
110.042,6.636111111
110.083,6.636111111
110.125,6.636111111
110.167,6.636111111
110.208,6.636111111
110.25,6.636111111
110.292,6.661111111
110.333,6.636111111
110.375,6.636111111
110.417,6.636111111
110.458,6.611111111
110.5,6.687222222
110.542,6.611111111
110.583,6.636111111
110.625,6.636111111
110.667,6.611111111
110.708,6.585
110.75,6.585
110.792,6.535
110.833,6.56
110.875,6.585
110.917,6.585
110.958,6.611111111
111,6.636111111
111.042,6.636111111
111.083,6.611111111
111.125,6.611111111
111.167,6.611111111
111.208,6.636111111
111.25,6.636111111
111.292,6.661111111
111.333,6.661111111
111.375,6.636111111
111.417,6.636111111
111.458,6.636111111
111.5,6.737222222
111.542,6.687222222
111.583,6.712222222
111.625,6.687222222
111.667,6.611111111
111.708,6.611111111
111.75,6.585
111.792,6.585
111.833,6.56
111.875,6.56
111.917,6.535
111.958,6.535
112,6.56
112.042,6.56
112.083,6.56
112.125,6.56
112.167,6.56
112.208,6.535
112.25,6.535
112.292,6.535
112.333,6.535
112.375,6.535
112.417,6.535
112.458,6.535
112.5,6.611111111
112.542,6.611111111
112.583,6.611111111
112.625,6.611111111
112.667,6.585
112.708,6.585
112.75,6.585
112.792,6.56
112.833,6.56
112.875,6.585
112.917,6.661111111
112.958,6.661111111
113,6.636111111
113.042,6.636111111
113.083,6.611111111
113.125,6.611111111
113.167,6.585
113.208,6.56
113.25,6.585
113.292,6.611111111
113.333,6.611111111
113.375,6.585
113.417,6.611111111
113.458,6.611111111
113.5,6.687222222
113.542,6.687222222
113.583,6.687222222
113.625,6.687222222
113.667,6.661111111
113.708,6.636111111
113.75,6.611111111
113.792,6.611111111
113.833,6.611111111
113.875,6.611111111
113.917,6.585
113.958,6.585
114,6.585
114.042,6.585
114.083,6.585
114.125,6.585
114.167,6.585
114.208,6.585
114.25,6.585
114.292,6.585
114.333,6.585
114.375,6.585
114.417,6.585
114.458,6.611111111
114.5,6.661111111
114.542,6.661111111
114.583,6.661111111
114.625,6.661111111
114.667,6.636111111
114.708,6.611111111
114.75,6.585
114.792,6.56
114.833,6.585
114.875,6.585
114.917,6.585
114.958,6.56
115,6.56
115.042,6.56
115.083,6.585
115.125,6.585
115.167,6.585
115.208,6.585
115.25,6.56
115.292,6.585
115.333,6.56
115.375,6.585
115.417,6.585
115.458,6.585
115.5,6.687222222
115.542,6.661111111
115.583,6.661111111
115.625,6.636111111
115.667,6.611111111
115.708,6.585
115.75,6.585
115.792,6.585
115.833,6.56
115.875,6.535
115.917,6.56
115.958,6.56
116,6.56
116.042,6.56
116.083,6.56
116.125,6.56
116.167,6.585
116.208,6.585
116.25,6.585
116.292,6.585
116.333,6.585
116.375,6.56
116.417,6.585
116.458,6.585
116.5,6.636111111
116.542,6.636111111
116.583,6.636111111
116.625,6.636111111
116.667,6.611111111
116.708,6.585
116.75,6.585
116.792,6.585
116.833,6.585
116.875,6.611111111
116.917,6.585
116.958,6.585
117,6.585
117.042,6.585
117.083,6.585
117.125,6.585
117.167,6.585
117.208,6.611111111
117.25,6.585
117.292,6.585
117.333,6.585
117.375,6.585
117.417,6.585
117.458,6.585
117.5,6.636111111
117.542,6.611111111
117.583,6.636111111
117.625,6.611111111
117.667,6.611111111
117.708,6.585
117.75,6.585
117.792,6.585
117.833,6.585
117.875,6.585
117.917,6.585
117.958,6.611111111
118,6.611111111
118.042,6.611111111
118.083,6.611111111
118.125,6.611111111
118.167,6.611111111
118.208,6.611111111
118.25,6.611111111
118.292,6.611111111
118.333,6.611111111
118.375,6.636111111
118.417,6.611111111
118.458,6.636111111
118.5,6.687222222
118.542,6.687222222
118.583,6.687222222
118.625,6.661111111
118.667,6.661111111
118.708,6.636111111
118.75,6.611111111
118.792,6.611111111
118.833,6.611111111
118.875,6.611111111
118.917,6.611111111
118.958,6.611111111
119,6.611111111
119.042,6.636111111
119.083,6.636111111
119.125,6.636111111
119.167,6.661111111
119.208,6.661111111
119.25,6.661111111
119.292,6.661111111
119.333,6.661111111
119.375,6.712222222
119.417,6.737222222
119.458,6.712222222
119.5,6.762777778
119.542,6.737222222
119.583,6.737222222
119.625,6.737222222
119.667,6.712222222
119.708,6.712222222
119.75,6.687222222
119.792,6.712222222
119.833,6.712222222
119.875,6.712222222
119.917,6.712222222
119.958,6.737222222
120,6.737222222
120.042,6.737222222
120.083,6.737222222
120.125,6.762777778
120.167,6.762777778
120.208,6.762777778
120.25,6.737222222
120.292,6.762777778
120.333,6.762777778
120.375,6.762777778
120.417,6.762777778
120.458,6.737222222
120.5,6.787777778
120.542,6.812777778
120.583,6.787777778
120.625,6.787777778
120.667,6.762777778
120.708,6.737222222
120.75,6.712222222
120.792,6.712222222
120.833,6.712222222
120.875,6.687222222
120.917,6.712222222
120.958,6.787777778
121,6.687222222
121.042,6.712222222
121.083,6.712222222
121.125,6.712222222
121.167,6.712222222
121.208,6.712222222
121.25,6.888888889
121.292,6.888888889
121.333,6.94
121.375,7.066111111
121.417,7.142222222
121.458,7.192222222
121.5,8.393888889
121.542,9.063888889
121.583,6.712222222
121.625,6.712222222
121.667,6.687222222
121.708,6.687222222
121.75,6.687222222
121.792,6.661111111
121.833,6.661111111
121.875,6.687222222
121.917,6.687222222
121.958,6.712222222
122,6.712222222
122.042,6.712222222
122.083,6.737222222
122.125,6.712222222
122.167,6.687222222
122.208,6.712222222
122.25,6.687222222
122.292,6.687222222
122.333,6.687222222
122.375,6.687222222
122.417,6.661111111
122.458,6.661111111
122.5,6.712222222
122.542,6.712222222
122.583,6.712222222
122.625,6.687222222
122.667,6.687222222
122.708,6.687222222
122.75,6.661111111
122.792,6.661111111
122.833,6.661111111
122.875,6.661111111
122.917,6.661111111
122.958,6.661111111
123,6.661111111
123.042,6.661111111
123.083,6.661111111
123.125,6.687222222
123.167,6.687222222
123.208,6.687222222
123.25,6.687222222
123.292,6.661111111
123.333,6.636111111
123.375,6.661111111
123.417,6.636111111
123.458,6.636111111
123.5,6.712222222
123.542,6.712222222
123.583,6.712222222
123.625,6.687222222
123.667,6.661111111
123.708,6.636111111
123.75,6.636111111
123.792,6.636111111
123.833,6.636111111
123.875,6.636111111
123.917,6.636111111
123.958,6.636111111
124,6.636111111
124.042,6.636111111
124.083,6.636111111
124.125,6.636111111
124.167,6.636111111
124.208,6.636111111
124.25,6.636111111
124.292,6.636111111
124.333,6.636111111
124.375,6.636111111
124.417,6.636111111
124.458,6.661111111
124.5,6.687222222
124.542,6.687222222
124.583,6.687222222
124.625,6.687222222
124.667,6.661111111
124.708,6.636111111
124.75,6.636111111
124.792,6.636111111
124.833,6.636111111
124.875,6.661111111
124.917,6.661111111
124.958,6.661111111
125,6.636111111
125.042,6.636111111
125.083,6.636111111
125.125,6.636111111
125.167,6.661111111
125.208,6.661111111
125.25,6.661111111
125.292,6.661111111
125.333,6.661111111
125.375,6.661111111
125.417,6.661111111
125.458,6.636111111
125.5,6.687222222
125.542,6.712222222
125.583,6.712222222
125.625,6.712222222
125.667,6.687222222
125.708,6.661111111
125.75,6.661111111
125.792,6.661111111
125.833,6.661111111
125.875,6.661111111
125.917,6.687222222
125.958,6.661111111
126,6.636111111
126.042,6.636111111
126.083,6.636111111
126.125,6.661111111
126.167,6.661111111
126.208,6.661111111
126.25,6.636111111
126.292,6.661111111
126.333,6.687222222
126.375,6.661111111
126.417,6.661111111
126.458,6.687222222
126.5,6.712222222
126.542,6.712222222
126.583,6.712222222
126.625,6.712222222
126.667,6.687222222
126.708,6.687222222
126.75,6.661111111
126.792,6.661111111
126.833,6.661111111
126.875,6.636111111
126.917,6.661111111
126.958,6.661111111
127,6.661111111
127.042,6.687222222
127.083,6.661111111
127.125,6.636111111
127.167,6.661111111
127.208,6.661111111
127.25,6.687222222
127.292,6.687222222
127.333,6.661111111
127.375,6.687222222
127.417,6.687222222
127.458,6.712222222
127.5,6.737222222
127.542,6.737222222
127.583,6.737222222
127.625,6.712222222
127.667,6.687222222
127.708,6.687222222
127.75,6.687222222
127.792,6.661111111
127.833,6.661111111
127.875,6.661111111
127.917,6.661111111
127.958,6.661111111
128,6.661111111
128.042,6.636111111
128.083,6.636111111
128.125,6.661111111
128.167,6.661111111
128.208,6.636111111
128.25,6.636111111
128.292,6.636111111
128.333,6.661111111
128.375,6.661111111
128.417,6.661111111
128.458,6.687222222
128.5,6.687222222
128.542,6.712222222
128.583,6.712222222
128.625,6.712222222
128.667,6.712222222
128.708,6.687222222
128.75,6.687222222
128.792,6.661111111
128.833,6.661111111
128.875,6.687222222
128.917,6.687222222
128.958,6.712222222
129,6.712222222
129.042,6.687222222
129.083,6.712222222
129.125,6.687222222
129.167,6.712222222
129.208,6.712222222
129.25,6.712222222
129.292,6.737222222
129.333,6.712222222
129.375,6.712222222
129.417,6.712222222
129.458,6.712222222
129.5,6.737222222
129.542,6.712222222
129.583,6.737222222
129.625,6.737222222
129.667,6.737222222
129.708,6.712222222
129.75,6.712222222
129.792,6.712222222
129.833,6.712222222
129.875,6.712222222
129.917,6.712222222
129.958,6.712222222
130,6.712222222
130.042,6.737222222
130.083,6.687222222
130.125,6.687222222
130.167,6.687222222
