$Lewiston Spillway release 2019 YC 06/15/22,
61.083,3.9483877
61.125,3.9483877
61.167,3.9483877
61.208,3.9483877
61.25,3.9483877
61.292,3.9483877
61.333,3.9483877
61.375,3.9483877
61.417,3.9483877
61.458,3.9483877
61.5,3.9483877
61.542,3.9483877
61.583,3.9483877
61.625,3.9483877
61.667,3.9483877
61.708,3.9483877
61.75,3.9483877
61.792,3.9483877
61.833,3.9483877
61.875,3.9483877
61.917,3.9483877
61.958,3.9483877
62,3.9483877
62.042,3.9483877
62.083,3.9483877
62.125,3.9483877
62.167,3.9483877
62.208,3.9483877
62.25,3.9483877
62.292,3.9374356
62.333,3.9483877
62.375,3.9593398
62.417,3.9483877
62.458,3.9077206
62.5,3.9034756
62.542,3.9041548
62.583,3.9299927
62.625,3.9077206
62.667,3.9034756
62.708,3.8295277
62.75,3.8295277
62.792,3.9054849
62.833,3.9483877
62.875,3.948416
62.917,3.948416
62.958,3.948416
63,3.948416
63.042,3.948416
63.083,3.948416
63.125,3.948416
63.167,3.948416
63.208,3.948416
63.25,3.948416
63.292,3.948416
63.333,3.948416
63.375,3.9024851
63.417,3.9341811
63.458,3.948416
63.5,3.948416
63.542,3.8886181
63.583,3.8592427
63.625,3.8433947
63.667,3.8592427
63.708,3.8295277
63.75,3.8295277
63.792,3.8757416
63.833,3.948416
63.875,3.948416
63.917,3.948416
63.958,3.948416
64,3.948416
64.042,3.948416
64.083,3.948416
64.125,3.9374356
64.167,3.9593681
64.208,3.9483877
64.25,3.948416
64.292,3.948416
64.333,3.9374356
64.375,3.9593681
64.417,3.9483877
64.458,3.9374356
64.5,3.9483877
64.542,3.948416
64.583,3.9593398
64.625,3.9374356
64.667,3.9483877
64.708,3.9483877
64.75,3.9593398
64.792,3.9374356
64.833,3.9483877
64.875,3.9483877
64.917,3.948416
64.958,3.948416
65,3.948416
65.042,3.948416
65.083,3.948416
65.125,3.9483877
65.167,3.9483877
65.208,3.9483877
65.25,3.9483877
65.292,3.9483877
65.333,3.9483877
65.375,3.9483877
65.417,3.9483877
65.458,3.948416
65.5,3.9483877
65.542,3.9483877
65.583,3.948416
65.625,3.948416
65.667,3.948416
65.708,3.9483877
65.75,3.9483877
65.792,3.9483877
65.833,3.9483877
65.875,3.9483877
65.917,3.9483877
65.958,3.9483877
66,3.9374356
66.042,3.9593398
66.083,3.948416
66.125,3.948416
66.167,3.9374356
66.208,3.9593681
66.25,3.948416
66.292,3.9483877
66.333,3.9374356
66.375,3.948416
66.417,3.9593681
66.458,3.9483877
66.5,3.9374073
66.542,3.948416
66.583,3.9483877
66.625,3.9593398
66.667,3.9374356
66.708,3.9483877
66.75,3.9483877
66.792,3.9483877
66.833,3.9483877
66.875,3.9483877
66.917,3.9483877
66.958,3.9483877
67,3.9483877
67.042,3.948416
67.083,3.948416
67.125,3.948416
67.167,3.948416
67.208,3.948416
67.25,3.948416
67.292,3.9483877
67.333,3.948416
67.375,3.948416
67.417,3.948416
67.458,3.9483877
67.5,3.9483877
67.542,3.948416
67.583,3.9483877
67.625,3.948416
67.667,3.948416
67.708,3.948416
67.75,3.948416
67.792,3.948416
67.833,3.9483877
67.875,3.9483877
67.917,3.9483877
67.958,3.948416
68,3.948416
68.042,2.9497656
68.083,4.070106
68.125,4.070106
68.167,4.070106
68.208,4.0588143
68.25,4.070106
68.292,4.081426
68.333,4.070106
68.375,4.0588143
68.417,4.070106
68.458,4.081426
68.5,4.0280522
68.542,4.1356488
68.583,3.948416
68.625,3.9435201
68.667,3.893514
68.708,3.948416
68.75,3.903136
68.792,3.8863824
68.833,3.9374356
68.875,3.948416
68.917,3.9190123
68.958,3.948416
69,3.948416
69.042,3.948416
69.083,3.948416
69.125,3.9264835
69.167,3.948416
69.208,3.9483877
69.25,3.9483877
69.292,3.948416
69.333,3.948416
69.375,3.948416
69.417,3.948416
69.458,3.948416
69.5,3.948416
69.542,3.948416
69.583,3.948416
69.625,3.948416
69.667,3.903136
69.708,3.9186727
69.75,3.8740719
69.792,3.948416
69.833,3.948416
69.875,3.948416
69.917,3.9483877
69.958,3.9483877
70,3.948416
70.042,3.9483877
70.083,3.9483877
70.125,3.9483877
70.167,3.948416
70.208,3.9483877
70.25,3.948416
70.292,3.9374073
70.333,3.9593398
70.375,3.9483877
70.417,3.9374356
70.458,3.9483877
70.5,3.8840618
70.542,3.8294994
70.583,3.8294994
70.625,3.7888323
70.667,3.8295277
70.708,3.7817007
70.75,3.8030389
70.792,3.726827
70.833,3.8294994
70.875,3.8295277
70.917,3.8295277
70.958,3.8295277
71,3.8295277
71.042,3.8295277
71.083,3.8295277
71.125,3.8295277
71.167,3.8294994
71.208,3.8595823
71.25,3.8295277
71.292,3.8295277
71.333,3.8585635
71.375,3.8295277
71.417,3.8294994
71.458,3.8446965
71.5,3.8730814
71.542,3.8589031
71.583,3.8295277
71.625,3.9044661
71.667,3.8889577
71.708,3.8727984
71.75,3.8295277
71.792,3.9048057
71.833,3.8430834
71.875,3.8295277
71.917,3.8295277
71.958,3.8295277
72,3.8295277
72.042,3.8295277
72.083,3.8294994
72.125,3.8295277
72.167,3.8188586
72.208,3.8401402
72.25,3.8188869
72.292,3.8401685
72.333,3.845687
72.375,3.861818
72.417,3.8685534
72.458,3.8294994
72.5,3.8294994
72.542,3.8188869
72.583,3.8698835
72.625,3.8295277
72.667,3.8482623
72.708,3.8295277
72.75,3.8401685
72.792,3.8295277
72.833,3.8188869
72.875,3.8750907
72.917,3.8589031
72.958,3.9296531
73,3.8773264
73.042,3.9186727
73.083,3.948416
73.125,3.9593681
73.167,3.9374356
73.208,3.948416
73.25,3.9483877
73.292,3.9483877
73.333,3.948416
73.375,5.7459471
73.417,6.4925577
73.458,6.303259
73.5,7.0139852
73.542,6.6273506
73.583,4.6273896
73.625,3.5108414
73.667,5.3096177
73.708,5.3013541
73.75,4.2250485
73.792,3.8784584
73.833,4.6113435
73.875,4.7984065
73.917,3.8734493
73.958,3.8582522
74,3.8295277
74.042,3.8295277
74.083,3.1991735
74.125,3.6337766
74.167,5.3332765
74.208,5.5871841
74.25,5.5871841
74.292,4.8081134
74.333,3.0269397
74.375,3.4313184
74.417,3.4728911
74.458,3.4728911
74.5,3.4728911
74.542,3.4632408
74.583,3.4825131
74.625,3.4728628
74.667,3.4632408
74.708,3.4728911
74.75,3.4825414
74.792,3.4728911
74.833,3.4632408
74.875,3.4728911
74.917,3.4825131
74.958,3.4728911
75,3.4632691
75.042,3.4728911
75.083,3.4728911
75.125,3.4825131
75.167,3.4632408
75.208,3.4728911
75.25,3.4728911
75.292,3.4728911
75.333,3.4728911
75.375,3.4728911
75.417,3.4728911
75.458,3.4728911
75.5,3.4728911
75.542,3.4728911
75.583,3.4728911
75.625,3.4728911
75.667,3.4728911
75.708,3.4728911
75.75,3.4728911
75.792,3.4728911
75.833,3.4728911
75.875,3.4728911
75.917,3.4728911
75.958,3.4728628
76,3.4728911
76.042,3.4728911
76.083,3.4728911
76.125,3.4728911
76.167,3.4728911
76.208,3.4728911
76.25,3.4728911
76.292,3.4728911
76.333,3.4728911
76.375,3.4728911
76.417,3.4728911
76.458,3.4728911
76.5,3.4728911
76.542,3.4632408
76.583,3.4825131
76.625,3.4728911
76.667,3.4632408
76.708,3.4728911
76.75,3.4825131
76.792,3.4728628
76.833,3.4632408
76.875,3.4728911
76.917,3.4825131
76.958,3.4728911
77,3.4632408
77.042,3.4728911
77.083,3.4825131
77.125,3.4728911
77.167,3.4632408
77.208,3.4728911
77.25,3.4728911
77.292,3.4728911
77.333,3.4728911
77.375,3.4728911
77.417,3.0410897
77.458,2.9936023
77.5,4.4416284
77.542,4.4522409
77.583,4.4695322
77.625,4.5162555
77.667,4.5152084
77.708,4.5480647
77.75,4.5626109
77.792,4.5314809
77.833,4.5314809
77.875,4.4837388
77.917,4.5480647
77.958,4.5626109
78,4.5626109
78.042,4.5626109
78.083,4.5626109
78.125,4.5626109
78.167,4.5626109
78.208,4.5626109
78.25,4.5626109
78.292,4.5626109
78.333,4.5626109
78.375,4.5626109
78.417,4.5626109
78.458,4.5626109
78.5,4.5625826
78.542,4.4529201
78.583,4.4582688
78.625,4.4808522
78.667,4.5172743
78.708,4.4873046
78.75,4.5152084
78.792,4.4815597
78.833,4.4380909
78.875,4.4257521
78.917,4.4380909
78.958,4.4504014
79,4.4256955
79.042,4.4380909
79.083,4.4380909
79.125,4.4504014
79.167,4.4257521
79.208,4.4815314
79.25,4.4257521
79.292,4.4380909
79.333,4.4380909
79.375,4.4380909
79.417,4.4380909
79.458,4.4380909
79.5,4.4380909
79.542,4.4380909
79.583,4.4380909
79.625,4.4380909
79.667,4.4380909
79.708,4.4380626
79.75,4.4380626
79.792,4.4380626
79.833,4.4380343
79.875,4.4380343
79.917,4.4380343
79.958,4.4380343
80,4.4380626
80.042,4.4380626
80.083,4.4380343
80.125,4.4380343
80.167,4.4380626
80.208,4.4380909
80.25,4.4380909
80.292,4.4380626
80.333,4.4380343
80.375,4.4380626
80.417,4.4550143
80.458,4.4529484
80.5,4.5169064
80.542,4.4833709
80.583,4.4380626
80.625,4.4257238
80.667,4.4815031
80.708,4.5169064
80.75,4.4876442
80.792,4.531113
80.833,4.575261
80.875,4.5625826
80.917,4.5499325
80.958,4.5626109
81,4.575261
81.042,4.5626109
81.083,4.5499325
81.125,4.5626109
81.167,4.5459988
81.208,4.5307451
81.25,4.4861443
81.292,4.4833709
81.333,4.4691926
81.375,4.4996151
81.417,4.4380626
81.458,4.4380626
81.5,4.4380626
81.542,4.4380626
81.583,4.4380626
81.625,4.4380626
81.667,4.4546464
81.708,4.4525805
81.75,4.4380626
81.792,4.4380343
81.833,4.5172743
81.875,4.5626109
81.917,4.5626109
81.958,4.5626109
82,4.5626109
82.042,4.531113
82.083,4.5625826
82.125,4.4525805
82.167,4.4698435
82.208,4.4380343
82.25,4.4257238
82.292,4.4503731
82.333,4.4380626
82.375,4.4257238
82.417,4.4380626
82.458,4.4504014
82.5,4.4380626
82.542,4.4257238
82.583,4.4380626
82.625,4.4503731
82.667,4.4380626
82.708,4.4257238
82.75,4.4380626
82.792,4.4503731
82.833,4.4257238
82.875,4.5480647
82.917,4.5626109
82.958,4.5626109
83,4.5145009
83.042,4.5314526
83.083,4.5158593
83.125,4.4528918
83.167,4.4380343
83.208,4.4380343
83.25,4.4380626
83.292,4.4380626
83.333,4.4380626
83.375,4.4380626
83.417,4.4380626
83.458,4.4380626
83.5,4.4380626
83.542,4.4380626
83.583,4.4380626
83.625,4.4380626
83.667,4.4380626
83.708,4.4380626
83.75,4.4380626
83.792,4.4380626
83.833,4.4854368
83.875,4.5318205
83.917,4.5463384
83.958,4.5162555
84,4.4522409
84.042,4.4550143
84.083,4.4525805
84.125,4.4257521
84.167,4.4504014
84.208,4.4861443
84.25,4.5625826
84.292,4.5499042
84.333,4.575261
84.375,4.3413049
84.417,3.7170918
84.458,4.0678703
84.5,4.1918243
84.542,4.2200111
84.583,4.0994531
84.625,4.2903083
84.667,4.4380343
84.708,4.4380343
84.75,4.4380626
84.792,4.4380626
84.833,4.4380626
84.875,4.4380343
84.917,4.4380343
84.958,4.4359684
85,4.3135426
85.042,4.3135143
85.083,4.3135143
85.125,4.3135426
85.167,4.3135143
85.208,4.3135143
85.25,4.3135143
85.292,4.3135143
85.333,4.3301264
85.375,4.3284001
85.417,4.3135143
85.458,4.3135143
85.5,4.3135143
85.542,4.2969588
85.583,4.2572256
85.625,4.2672155
85.667,4.2077006
85.708,4.3255135
85.75,4.3135143
85.792,4.3015717
85.833,4.3135426
85.875,4.3135143
85.917,4.3255135
85.958,4.3135143
86,4.3015434
86.042,4.3135426
86.083,4.3135143
86.125,4.3255135
86.167,4.3015434
86.208,4.3135426
86.25,4.3135143
86.292,4.3135143
86.333,4.3135426
86.375,4.3135143
86.417,4.3135143
86.458,4.2979776
86.5,4.2831201
86.542,4.1918243
86.583,4.191796
86.625,4.191796
86.667,4.191796
86.708,4.191796
86.75,4.191796
86.792,4.1918243
86.833,4.191796
86.875,4.191796
86.917,4.1918243
86.958,4.1918243
87,4.1918243
87.042,4.1918243
87.083,4.1918243
87.125,4.1918243
87.167,4.1918243
87.208,4.1918243
87.25,4.1918243
87.292,4.2692531
87.333,4.361596
87.375,4.3446443
87.417,4.4214505
87.458,4.3135426
87.5,4.3178159
87.542,4.340371
87.583,4.3135143
87.625,4.3015434
87.667,4.3255135
87.708,4.3135143
87.75,4.3135143
87.792,4.3015434
87.833,4.3135143
87.875,4.3254852
87.917,4.3135143
87.958,4.3015434
88,4.3135426
88.042,4.3135143
88.083,4.3254852
88.125,4.3015434
88.167,4.3135143
88.208,4.3135143
88.25,4.3135143
88.292,4.3135143
88.333,4.3135426
88.375,4.3135143
88.417,4.3135143
88.458,4.3135426
88.5,4.3135143
88.542,4.2675268
88.583,4.1918243
88.625,4.2381514
88.667,4.2361138
88.708,4.191796
88.75,4.191796
88.792,4.221228
88.833,4.299336
88.875,4.3135426
88.917,4.3135426
88.958,4.3135143
89,4.3135426
89.042,4.3135426
89.083,4.3135143
89.125,4.3135143
89.167,4.3135143
89.208,4.3135143
89.25,4.3015151
89.292,4.3254852
89.333,4.3135143
89.375,4.3135143
89.417,4.3015151
89.458,4.3135143
89.5,4.3092693
89.542,4.191796
89.583,4.1801647
89.625,4.191796
89.667,4.2034556
89.708,4.191796
89.75,4.1801647
89.792,4.1918243
89.833,4.2688852
89.875,4.3254852
89.917,4.3015434
89.958,4.3135426
90,4.3135143
90.042,4.313486
90.083,4.3135143
90.125,4.3135143
90.167,4.3135426
90.208,4.3135426
90.25,4.3135143
90.292,4.3135143
90.333,4.3135426
90.375,4.3135426
90.417,4.3135143
90.458,4.3135143
90.5,4.2060026
90.542,4.1918243
90.583,4.191796
90.625,4.1918243
90.667,4.1918243
90.708,4.1918243
90.75,4.191796
90.792,4.1918243
90.833,4.2080402
90.875,4.3135426
90.917,4.3135426
90.958,4.3135143
91,4.3135426
91.042,4.3135426
91.083,4.3135426
91.125,4.3135426
91.167,4.3135143
91.208,4.3135143
91.25,4.2824126
91.292,4.2824126
91.333,4.2559238
91.375,4.2643006
91.417,4.299336
91.458,4.2060026
91.5,4.191796
91.542,4.196041
91.583,4.2477734
91.625,4.252358
91.667,4.180193
91.708,4.191796
91.75,4.191796
91.792,4.2034556
91.833,4.180193
91.875,4.2996473
91.917,4.3135426
91.958,4.3254852
92,4.3015434
92.042,4.3135143
92.083,4.3135143
92.125,4.3135426
92.167,4.3135426
92.208,4.3135426
92.25,4.2834597
92.292,4.3135143
92.333,4.3135426
92.375,4.3135143
92.417,4.2364534
92.458,4.1918243
92.5,4.2533485
92.542,4.1918243
92.583,4.2837427
92.625,4.1918243
92.667,4.2225864
92.708,4.1918243
92.75,4.1918243
92.792,4.1918243
92.833,4.2830918
92.875,4.2996756
92.917,4.3135143
92.958,4.3135143
93,4.3135143
93.042,4.2830918
93.083,4.2830918
93.125,4.3135143
93.167,4.2222185
93.208,4.2219072
93.25,4.2225581
93.292,4.2066818
93.333,4.2834597
93.375,4.1918243
93.417,4.1918243
93.458,4.1918243
93.5,4.1801647
93.542,4.1918243
93.583,4.2034556
93.625,4.191796
93.667,4.180193
93.708,4.191796
93.75,4.191796
93.792,4.2034556
93.833,4.191796
93.875,4.2247938
93.917,4.266508
93.958,4.2034556
94,4.2105872
94.042,4.191796
94.083,4.2080402
94.125,4.205663
94.167,4.191796
94.208,4.191796
94.25,4.191796
94.292,4.191796
94.333,4.191796
94.375,4.191796
94.417,4.191796
94.458,4.2222468
94.5,4.191796
94.542,4.191796
94.583,4.191796
94.625,4.191796
94.667,4.2381514
94.708,4.3135426
94.75,4.3135426
94.792,4.3135426
94.833,4.3135426
94.875,4.3135426
94.917,4.3135426
94.958,4.3135143
95,4.2834314
95.042,4.2533485
95.083,4.2533485
95.125,4.2357742
95.167,4.1918243
95.208,4.191796
95.25,4.191796
95.292,4.191796
95.333,4.180193
95.375,4.2034556
95.417,4.191796
95.458,4.191796
95.5,4.180193
95.542,4.2034556
95.583,4.191796
95.625,4.2222468
95.667,4.1801647
95.708,4.1918243
95.75,4.2034556
95.792,4.191796
95.833,4.1801647
95.875,4.2080685
95.917,4.2944118
95.958,4.3135143
96,4.3015434
96.042,4.2824126
96.083,4.3135426
96.125,4.2972984
96.167,4.2824126
96.208,4.2986568
96.25,4.3135143
96.292,4.2785072
96.333,4.1801647
96.375,4.1918243
96.417,4.1918243
96.458,4.1918243
96.5,4.1918243
96.542,4.1918243
96.583,4.1918243
96.625,4.1918243
96.667,4.1918243
96.708,4.1918243
96.75,4.1918243
96.792,4.1918243
96.833,4.1918243
96.875,4.2384627
96.917,4.205663
96.958,4.1918243
97,4.1918243
97.042,4.1918243
97.083,4.1918243
97.125,4.1918243
97.167,4.1918243
97.208,4.1918243
97.25,4.1918243
97.292,4.1918243
97.333,4.1918243
97.375,4.1918243
97.417,4.1918243
97.458,4.1918243
97.5,4.191796
97.542,4.191796
97.583,4.1918243
97.625,4.1918243
97.667,4.1918243
97.708,4.1918243
97.75,4.1801647
97.792,4.2034556
97.833,4.1918243
97.875,4.1918243
97.917,4.1801647
97.958,4.1918243
98,4.2034556
98.042,4.191796
98.083,4.1801647
98.125,4.1918243
98.167,4.2034556
98.208,4.1918243
98.25,4.1801647
98.292,4.1918243
98.333,4.1918243
98.375,4.1918243
98.417,4.1918243
98.458,4.2225864
98.5,4.1918243
98.542,4.1918243
98.583,4.1918243
98.625,4.1918243
98.667,4.1918243
98.708,4.1918243
98.75,4.1607226
98.792,4.1918243
98.833,4.1918243
98.875,4.1918243
98.917,4.1918243
98.958,4.1918243
99,4.1918243
99.042,4.2222185
99.083,4.1918243
99.125,4.2211997
99.167,4.1918243
99.208,4.2384627
99.25,4.2063422
99.292,4.1918243
99.333,4.1918243
99.375,4.1918243
99.417,4.191796
99.458,4.1801647
99.5,4.2034556
99.542,4.1918243
99.583,4.191796
99.625,4.1801647
99.667,4.2034556
99.708,4.1918243
99.75,4.1918243
99.792,4.1801647
99.833,4.2193319
99.875,4.2526693
99.917,4.266508
99.958,4.1801647
100,4.191796
100.042,4.2034556
100.083,4.2225864
100.125,4.1801647
100.167,4.2215676
100.208,4.2225581
100.25,4.2219072
100.292,4.1918243
100.333,4.1918243
100.375,4.1918243
100.417,4.191796
100.458,4.1918243
100.5,4.191796
100.542,4.1918243
100.583,4.1306114
100.625,4.1150747
100.667,4.1164048
100.708,4.1610339
100.75,4.1610339
100.792,4.1610622
100.833,4.191796
100.875,4.1918243
100.917,4.1918243
100.958,4.191796
101,4.191796
101.042,4.191796
101.083,4.191796
101.125,4.1918243
101.167,4.191796
101.208,4.191796
101.25,4.1918243
101.292,4.1918243
101.333,4.1918243
101.375,4.1918243
101.417,4.191796
101.458,4.191796
101.5,4.1610622
101.542,4.1918243
101.583,4.1756084
101.625,4.1161218
101.667,4.191796
101.708,4.1614018
101.75,4.191796
101.792,4.191796
101.833,4.191796
101.875,4.180193
101.917,4.2034556
101.958,4.191796
102,4.180193
102.042,4.191796
102.083,4.2034556
102.125,4.1918243
102.167,4.1801647
102.208,4.191796
102.25,4.1918243
102.292,4.191796
102.333,4.2034556
102.375,4.1801647
102.417,4.191796
102.458,4.191796
102.5,4.1617131
102.542,4.1617131
102.583,4.1306397
102.625,4.1150747
102.667,4.070106
102.708,4.070106
102.75,4.070106
102.792,4.116801
102.833,4.1918243
102.875,4.1918243
102.917,4.191796
102.958,4.1918243
103,4.1918243
103.042,4.1918243
103.083,4.1918243
103.125,4.191796
103.167,4.1918243
103.208,4.191796
103.25,4.1918243
103.292,4.1918243
103.333,4.191796
103.375,4.1918243
103.417,4.1918243
103.458,4.191796
103.5,4.191796
103.542,4.0842843
103.583,4.070106
103.625,4.070106
103.667,4.058786
103.708,4.0813694
103.75,4.0700777
103.792,4.085954
103.833,4.1494026
103.875,4.2034556
103.917,4.1918243
103.958,4.1801647
104,4.191796
104.042,4.2034556
104.083,4.1918243
104.125,4.180193
104.167,4.191796
104.208,4.2034556
104.25,4.1801647
104.292,4.191796
104.333,4.1918243
104.375,4.1918243
104.417,4.1918243
104.458,4.1143672
104.5,4.0995097
104.542,4.1617414
104.583,4.6477373
104.625,5.2787141
104.667,5.5018313
104.708,8.2370546
104.75,10.2873613
104.792,10.8659548
104.833,15.1774881
104.875,18.9505573
104.917,23.3002107
104.958,25.8426827
105,29.6361562
105.042,31.7484965
105.083,36.0430498
105.125,38.9584026
105.167,43.607187
105.208,46.4923154
105.25,51.5412618
105.292,53.3981946
105.333,56.6496099
105.375,63.1732127
105.417,74.2897074
105.458,79.592618
105.5,90.771118
105.542,97.5395724
105.583,106.8375091
105.625,106.595912
105.667,110.9680922
105.708,113.0399069
105.75,112.1713516
105.792,111.6353213
105.833,109.4276383
105.875,109.0701244
105.917,106.080286
105.958,105.3354866
106,103.2765767
106.042,102.9802474
106.083,99.7663296
106.125,99.7978558
106.167,97.7325784
106.208,97.2978621
106.25,95.3605007
106.292,94.92669
106.333,93.1165937
106.375,92.6841131
106.417,90.5221629
106.458,90.1541497
106.5,87.5782837
106.542,87.218336
106.583,84.7932241
106.625,83.8032052
106.667,81.9481402
106.708,80.6240115
106.75,77.7801728
106.792,77.6770759
106.833,74.6643711
106.875,74.4095013
106.917,71.9376944
106.958,72.2475511
107,80.3878763
107.042,86.2123842
107.083,96.9100955
107.125,99.6999378
107.167,110.9992222
107.208,115.3851279
107.25,136.5600369
107.292,138.8385548
107.333,160.7421605
107.375,166.858781
107.417,173.899255
107.458,195.1843076
107.5,219.0647815
107.542,239.1823176
107.583,249.1790379
107.625,254.3159124
107.667,265.6620333
107.708,269.3241665
107.75,269.6056949
107.792,268.2195043
107.833,262.5059607
107.875,257.9394444
107.917,259.9278307
107.958,255.9221638
108,250.2758044
108.042,251.9303639
108.083,243.4130544
108.125,240.3693611
108.167,234.1416348
108.208,231.9568182
108.25,228.6495387
108.292,226.1855709
108.333,221.9137708
108.375,219.0099361
108.417,214.1834277
108.458,210.4096793
108.5,206.2892559
108.542,203.1994336
108.583,205.5351175
108.625,198.4869459
108.667,191.7862134
108.708,187.0939319
108.75,182.1867119
108.792,180.2286632
108.833,177.6849177
108.875,175.8296263
108.917,173.8447492
108.958,172.0592456
109,167.2860261
109.042,164.3851629
109.083,163.8135029
109.125,163.0211312
109.167,162.6927663
109.208,160.2646263
109.25,155.8798526
109.292,155.2863733
109.333,148.3676459
109.375,142.8441934
109.417,143.8333067
109.458,142.4149673
109.5,134.989302
109.542,133.6635036
109.583,130.0281422
109.625,129.1547476
109.667,126.1054792
109.708,124.7278352
109.75,120.3362695
109.792,119.6580034
109.833,116.2222702
109.875,115.2180447
109.917,111.7188629
109.958,110.7450316
110,108.9044562
110.042,108.1984278
110.083,106.9699248
110.125,106.2545857
110.167,104.1472545
110.208,103.3880221
110.25,101.4005131
110.292,100.8506441
110.333,98.5196014
110.375,97.299928
110.417,95.865684
110.458,95.1657401
110.5,92.7629003
110.542,92.6823302
110.583,90.6204205
110.625,88.2669076
110.667,86.2170537
110.708,85.4743485
110.75,84.2134703
110.792,84.3533855
110.833,83.2000756
110.875,82.8384299
110.917,84.0149741
110.958,85.2154884
111,86.0549796
111.042,86.6122632
111.083,84.9551001
111.125,84.912169
111.167,83.3733282
111.208,81.2803734
111.25,78.9837718
111.292,78.8535918
111.333,76.4205559
111.375,75.0434496
111.417,73.0862216
111.458,72.2031484
111.5,70.8545685
111.542,70.3826377
111.583,68.2311868
111.625,66.9953258
111.667,65.6859697
111.708,64.7855203
111.75,66.9774119
111.792,67.4197409
111.833,69.9497609
111.875,71.6771646
111.917,75.8629044
111.958,76.5763474
112,75.6847276
112.042,75.6007049
112.083,75.7766177
112.125,75.6846993
112.167,73.005227
112.208,72.9720877
112.25,71.1327858
112.292,70.4765937
112.333,68.0649526
112.375,66.4837184
112.417,65.4253267
112.458,64.6115602
112.5,64.1275453
112.542,63.9995727
112.583,63.9450669
112.625,62.2384354
112.667,62.1685061
112.708,62.2048999
112.75,63.6389458
112.792,63.7472216
112.833,69.4890935
112.875,67.4939152
112.917,69.8636157
112.958,70.5180815
113,70.4767069
113.042,70.6723731
113.083,68.6786381
113.125,67.4199673
113.167,67.2916268
113.208,67.1104219
113.25,64.1638542
113.292,63.8819013
113.333,62.2382939
113.375,60.8250768
113.417,59.4225288
113.458,57.0634691
113.5,59.0682694
113.542,57.2165438
113.583,56.721124
113.625,56.7210391
113.667,57.1171542
113.708,57.4224263
113.75,59.4148595
113.792,59.947607
113.833,60.9332677
113.875,61.1203024
113.917,64.8951545
113.958,62.6440876
114,63.9008623
114.042,64.496549
114.083,62.2752537
114.125,61.8156617
114.167,60.2533602
114.208,60.0324787
114.25,58.2778221
114.292,58.0955984
114.333,54.0915729
114.375,53.4299472
114.417,53.5085929
114.458,53.5483827
114.5,53.507659
114.542,53.5864179
114.583,50.6982897
114.625,49.930539
114.667,50.2087846
114.708,50.9565555
114.75,57.7430936
114.792,57.6868898
114.833,57.6551372
114.875,57.7374619
114.917,59.6361372
114.958,60.4235847
115,60.5932998
115.042,60.5137202
115.083,59.2799251
115.125,58.7650349
115.167,56.7814596
115.208,56.21229
115.25,56.3318292
115.292,56.1001088
115.333,54.5996711
115.375,53.4281926
115.417,53.3943458
115.458,53.664158
115.5,52.3197948
115.542,51.1719751
115.583,49.6875552
115.625,49.7582769
115.667,49.0965097
115.708,47.8759873
115.75,47.9540104
115.792,47.9565008
115.833,48.6149286
115.875,50.4881905
115.917,52.627246
115.958,58.1623298
116,57.9249777
116.042,57.852275
116.083,57.9662957
116.125,57.888499
116.167,57.1440109
116.208,56.913847
116.25,54.6711569
116.292,54.3744597
116.333,53.5373174
116.375,53.3528297
116.417,52.5458552
116.458,52.4470882
116.5,52.2430169
116.542,50.6985444
116.583,49.2101342
116.625,48.5978637
116.667,48.0420234
116.708,47.5780732
116.75,46.7580807
116.792,46.4918343
116.833,50.6783948
116.875,52.8504481
116.917,54.0093897
116.958,54.3388017
117,54.6477811
117.042,54.7993276
117.083,54.6469321
117.125,54.5385431
117.167,53.4901413
117.208,52.9933348
117.25,51.8135644
117.292,51.5786744
117.333,50.2045679
117.375,50.570402
117.417,49.5792228
117.458,49.6560573
117.5,47.7790032
117.542,47.5787524
117.583,46.2265784
117.625,45.6683326
117.667,45.0189608
117.708,44.6454574
117.75,47.3732944
117.792,47.7557972
117.833,49.4425621
117.875,50.6638769
117.917,53.3350007
117.958,54.032058
118,55.2998414
118.042,55.4040137
118.083,55.4754146
118.125,55.4754995
118.167,55.4755278
118.208,52.9507999
118.25,50.6181724
118.292,50.2810628
118.333,49.399914
118.375,49.1922486
118.417,48.6655573
118.458,48.3469559
118.5,46.7567506
118.542,46.484448
118.583,46.3750968
118.625,46.5174458
118.667,50.4454575
118.708,51.1456561
118.75,54.0557734
118.792,55.3675916
118.833,68.0884416
118.875,69.5954166
118.917,80.7488428
118.958,83.4903204
119,94.9180019
119.042,96.3358036
119.083,107.4020941
119.125,110.6015223
119.167,132.3277719
119.208,137.9757444
119.25,166.3470038
119.292,164.8899217
119.333,178.4153407
119.375,188.8492677
119.417,213.3829905
119.458,225.4258574
119.5,239.3750123
119.542,236.4193037
119.583,251.9012149
119.625,273.0239387
119.667,285.7590236
119.708,294.4121165
119.75,294.5665496
119.792,293.2285256
119.833,293.2282992
119.875,293.2286671
119.917,293.2281294
119.958,293.228186
120,293.2281294
120.042,293.2279879
120.083,293.2282426
120.125,283.3736166
120.167,274.5334324
120.208,272.6407567
120.25,268.7070284
120.292,265.9860683
120.333,263.9869846
120.375,260.0550675
120.417,258.0131942
120.458,256.2511796
120.5,251.4404626
120.542,247.8444099
120.583,243.5279241
120.625,242.5642242
120.667,237.8449162
120.708,236.0199058
