$Lewiston inflow temp YC 06/22/22,
91.292,6.508888889
91.333,6.56
91.375,6.687222222
91.417,6.737222222
91.458,6.965
91.5,6.99
91.542,8.02
91.583,7.342777778
91.625,7.242222222
91.667,7.443888889
91.708,6.331111111
91.75,6.306111111
91.792,6.281111111
91.833,6.281111111
91.875,6.382222222
91.917,6.432777778
91.958,6.483888889
92,6.535
92.042,6.585
92.083,6.611111111
92.125,6.585
92.167,6.636111111
92.208,6.585
92.25,6.661111111
92.292,6.687222222
92.333,6.863888889
92.375,6.787777778
92.417,6.863888889
92.458,7.015
92.5,7.292777778
92.542,7.468888889
92.583,7.342777778
92.625,7.317777778
92.667,7.192222222
92.708,7.015
92.75,6.357222222
92.792,6.331111111
92.833,6.331111111
92.875,6.432777778
92.917,6.483888889
92.958,6.508888889
93,6.508888889
93.042,6.56
93.083,6.535
93.125,6.56
93.167,6.56
93.208,6.56
93.25,6.56
93.292,6.585
93.333,6.585
93.375,6.56
93.417,6.687222222
93.458,6.838888889
93.5,7.116111111
93.542,7.142222222
93.583,7.142222222
93.625,7.342777778
93.667,7.317777778
93.708,6.357222222
93.75,6.331111111
93.792,6.357222222
93.833,6.357222222
93.875,6.331111111
93.917,6.432777778
93.958,6.483888889
94,6.508888889
94.042,6.56
94.083,6.585
94.125,6.611111111
94.167,6.636111111
94.208,6.636111111
94.25,6.687222222
94.292,6.661111111
94.333,6.762777778
94.375,6.787777778
94.417,6.838888889
94.458,6.812777778
94.5,7.015
94.542,7.015
94.583,7.267777778
94.625,7.167222222
94.667,7.77
94.708,6.331111111
94.75,6.281111111
94.792,6.306111111
94.833,6.306111111
94.875,6.382222222
94.917,6.432777778
94.958,6.432777778
95,6.483888889
95.042,6.535
95.083,6.535
95.125,6.535
95.167,6.56
95.208,6.56
95.25,6.585
95.292,6.611111111
95.333,6.661111111
95.375,6.712222222
95.417,6.762777778
95.458,6.863888889
95.5,6.863888889
95.542,6.306111111
95.583,6.306111111
95.625,6.306111111
95.667,6.281111111
95.708,6.281111111
95.75,6.306111111
95.792,6.281111111
95.833,6.281111111
95.875,6.281111111
95.917,6.281111111
95.958,6.281111111
96,6.281111111
96.042,6.23
96.083,6.23
96.125,6.281111111
96.167,6.255
96.208,6.281111111
96.25,6.281111111
96.292,6.281111111
96.333,6.255
96.375,6.255
96.417,6.23
96.458,6.255
96.5,6.23
96.542,6.23
96.583,6.23
96.625,6.23
96.667,6.255
96.708,6.255
96.75,6.23
96.792,6.23
96.833,6.23
96.875,6.23
96.917,6.23
96.958,6.23
97,6.23
97.042,6.203888889
97.083,6.23
97.125,6.23
97.167,6.23
97.208,6.23
97.25,6.23
97.292,6.23
97.333,6.23
97.375,6.203888889
97.417,6.178888889
97.458,6.203888889
97.5,6.203888889
97.542,6.178888889
97.583,6.203888889
97.625,6.23
97.667,6.23
97.708,6.23
97.75,6.255
97.792,6.281111111
97.833,6.255
97.875,6.23
97.917,6.203888889
97.958,6.23
98,6.255
98.042,6.255
98.083,6.255
98.125,6.281111111
98.167,6.281111111
98.208,6.255
98.25,6.255
98.292,6.255
98.333,6.255
98.375,6.23
98.417,6.23
98.458,6.255
98.5,6.281111111
98.542,6.281111111
98.583,6.281111111
98.625,6.281111111
98.667,6.255
98.708,6.23
98.75,6.23
98.792,6.23
98.833,6.255
98.875,6.255
98.917,6.281111111
98.958,6.281111111
99,6.281111111
99.042,6.281111111
99.083,6.281111111
99.125,6.281111111
99.167,6.281111111
99.208,6.306111111
99.25,6.306111111
99.292,6.306111111
99.333,6.281111111
99.375,6.281111111
99.417,6.281111111
99.458,6.281111111
99.5,6.306111111
99.542,6.281111111
99.583,6.281111111
99.625,6.281111111
99.667,6.281111111
99.708,6.281111111
99.75,6.281111111
99.792,6.281111111
99.833,6.255
99.875,6.281111111
99.917,6.255
99.958,6.255
100,6.255
100.042,6.255
100.083,6.255
100.125,6.255
100.167,6.281111111
100.208,6.281111111
100.25,6.281111111
100.292,6.281111111
100.333,6.306111111
100.375,6.306111111
100.417,6.306111111
100.458,6.306111111
100.5,6.306111111
100.542,6.331111111
100.583,6.331111111
100.625,6.331111111
100.667,6.331111111
100.708,6.306111111
100.75,6.281111111
100.792,6.281111111
100.833,6.281111111
100.875,6.306111111
100.917,6.331111111
100.958,6.306111111
101,6.306111111
101.042,6.281111111
101.083,6.306111111
101.125,6.281111111
101.167,6.306111111
101.208,6.306111111
101.25,6.306111111
101.292,6.357222222
101.333,6.407777778
101.375,6.306111111
101.417,6.331111111
101.458,6.331111111
101.5,6.331111111
101.542,6.331111111
101.583,6.331111111
101.625,6.331111111
101.667,6.306111111
101.708,6.306111111
101.75,6.306111111
101.792,6.306111111
101.833,6.306111111
101.875,6.281111111
101.917,6.281111111
101.958,6.281111111
102,6.255
102.042,6.281111111
102.083,6.281111111
102.125,6.281111111
102.167,6.281111111
102.208,6.281111111
102.25,6.281111111
102.292,6.382222222
102.333,6.457777778
102.375,6.535
102.417,6.535
102.458,6.611111111
102.5,6.255
102.542,6.281111111
102.583,6.281111111
102.625,6.281111111
102.667,6.281111111
102.708,6.306111111
102.75,6.306111111
102.792,6.281111111
102.833,6.281111111
102.875,6.281111111
102.917,6.281111111
102.958,6.281111111
103,6.281111111
103.042,6.281111111
103.083,6.281111111
103.125,6.281111111
103.167,6.255
103.208,6.255
103.25,6.255
103.292,6.382222222
103.333,6.432777778
103.375,6.281111111
103.417,6.306111111
103.458,6.331111111
103.5,6.331111111
103.542,6.331111111
103.583,6.331111111
103.625,6.306111111
103.667,6.281111111
103.708,6.281111111
103.75,6.281111111
103.792,6.281111111
103.833,6.281111111
103.875,6.306111111
103.917,6.306111111
103.958,6.306111111
104,6.306111111
104.042,6.306111111
104.083,6.331111111
104.125,6.331111111
104.167,6.306111111
104.208,6.306111111
104.25,6.281111111
104.292,6.357222222
104.333,6.457777778
104.375,6.636111111
104.417,6.787777778
104.458,6.863888889
104.5,6.838888889
104.542,6.965
104.583,7.066111111
104.625,7.015
104.667,6.331111111
104.708,6.331111111
104.75,6.306111111
104.792,6.331111111
104.833,6.331111111
104.875,6.306111111
104.917,6.306111111
104.958,6.306111111
105,6.331111111
105.042,6.331111111
105.083,6.306111111
105.125,6.306111111
105.167,6.281111111
105.208,6.306111111
105.25,6.306111111
105.292,6.306111111
105.333,6.306111111
105.375,6.306111111
105.417,6.306111111
105.458,6.306111111
105.5,6.331111111
105.542,6.331111111
105.583,6.331111111
105.625,6.331111111
105.667,6.306111111
105.708,6.306111111
105.75,6.306111111
105.792,6.306111111
105.833,6.306111111
105.875,6.306111111
105.917,6.306111111
105.958,6.331111111
106,6.331111111
106.042,6.331111111
106.083,6.331111111
106.125,6.331111111
106.167,6.331111111
106.208,6.331111111
106.25,6.357222222
106.292,6.357222222
106.333,6.357222222
106.375,6.382222222
106.417,6.382222222
106.458,6.357222222
106.5,6.357222222
106.542,6.382222222
106.583,6.357222222
106.625,6.357222222
106.667,6.357222222
106.708,6.357222222
106.75,6.357222222
106.792,6.357222222
106.833,6.357222222
106.875,6.357222222
106.917,6.357222222
106.958,6.331111111
107,6.331111111
107.042,6.331111111
107.083,6.331111111
107.125,6.331111111
107.167,6.331111111
107.208,6.331111111
107.25,6.331111111
107.292,6.331111111
107.333,6.357222222
107.375,6.357222222
107.417,6.357222222
107.458,6.357222222
107.5,6.357222222
107.542,6.357222222
107.583,6.357222222
107.625,6.331111111
107.667,6.331111111
107.708,6.331111111
107.75,6.331111111
107.792,6.331111111
107.833,6.331111111
107.875,6.331111111
107.917,6.331111111
107.958,6.331111111
108,6.306111111
108.042,6.306111111
108.083,6.306111111
108.125,6.306111111
108.167,6.281111111
108.208,6.306111111
108.25,6.306111111
108.292,6.306111111
108.333,6.281111111
108.375,6.306111111
108.417,6.306111111
108.458,6.306111111
108.5,6.331111111
108.542,6.432777778
108.583,6.331111111
108.625,6.331111111
108.667,6.331111111
108.708,6.331111111
108.75,6.306111111
108.792,6.306111111
108.833,6.306111111
108.875,6.357222222
108.917,6.331111111
108.958,6.382222222
109,6.382222222
109.042,6.382222222
109.083,6.382222222
109.125,6.382222222
109.167,6.382222222
109.208,6.357222222
109.25,6.357222222
109.292,6.357222222
109.333,6.382222222
109.375,6.382222222
109.417,6.382222222
109.458,6.382222222
109.5,6.357222222
109.542,6.382222222
109.583,6.382222222
109.625,6.357222222
109.667,6.357222222
109.708,6.357222222
109.75,6.331111111
109.792,6.331111111
109.833,6.331111111
109.875,6.357222222
109.917,6.357222222
109.958,6.432777778
110,6.483888889
110.042,6.535
110.083,6.535
110.125,6.56
110.167,6.636111111
110.208,6.357222222
110.25,6.331111111
110.292,6.331111111
110.333,6.382222222
110.375,6.382222222
110.417,6.382222222
110.458,6.382222222
110.5,6.382222222
110.542,6.382222222
110.583,6.382222222
110.625,6.382222222
110.667,6.306111111
110.708,6.306111111
110.75,6.331111111
110.792,6.306111111
110.833,6.306111111
110.875,6.407777778
110.917,6.432777778
110.958,6.483888889
111,6.508888889
111.042,6.535
111.083,6.535
111.125,6.56
111.167,6.56
111.208,6.535
111.25,6.56
111.292,6.636111111
111.333,6.611111111
111.375,6.432777778
111.417,6.281111111
111.458,6.661111111
111.5,6.457777778
111.542,7.041111111
111.583,7.116111111
111.625,6.357222222
111.667,6.306111111
111.708,6.281111111
111.75,6.281111111
111.792,6.306111111
111.833,6.382222222
111.875,6.483888889
111.917,6.535
111.958,6.56
112,6.585
112.042,6.585
112.083,6.585
112.125,6.585
112.167,6.585
112.208,6.585
112.25,6.611111111
112.292,6.661111111
112.333,6.737222222
112.375,6.382222222
112.417,6.382222222
112.458,6.382222222
112.5,6.357222222
112.542,6.357222222
112.583,6.357222222
112.625,6.357222222
112.667,6.331111111
112.708,6.306111111
112.75,6.306111111
112.792,6.357222222
112.833,6.357222222
112.875,6.382222222
112.917,6.407777778
112.958,6.432777778
113,6.382222222
113.042,6.382222222
113.083,6.357222222
113.125,6.331111111
113.167,6.357222222
113.208,6.331111111
113.25,6.357222222
113.292,6.357222222
113.333,6.331111111
113.375,6.331111111
113.417,6.331111111
113.458,6.331111111
113.5,6.357222222
113.542,6.331111111
113.583,6.331111111
113.625,6.382222222
113.667,6.357222222
113.708,6.357222222
113.75,6.331111111
113.792,6.357222222
113.833,6.331111111
113.875,6.331111111
113.917,6.331111111
113.958,6.331111111
114,6.331111111
114.042,6.331111111
114.083,6.331111111
114.125,6.281111111
114.167,6.306111111
114.208,6.306111111
114.25,6.306111111
114.292,6.306111111
114.333,6.281111111
114.375,6.281111111
114.417,6.281111111
114.458,6.281111111
114.5,6.306111111
114.542,6.23
114.583,6.281111111
114.625,6.281111111
114.667,6.331111111
114.708,6.306111111
114.75,6.281111111
114.792,6.306111111
114.833,6.281111111
114.875,6.306111111
114.917,6.331111111
114.958,6.382222222
115,6.432777778
115.042,6.432777778
115.083,6.382222222
115.125,6.357222222
115.167,6.281111111
115.208,6.281111111
115.25,6.331111111
115.292,6.357222222
115.333,6.382222222
115.375,6.357222222
115.417,6.382222222
115.458,6.382222222
115.5,6.382222222
115.542,6.357222222
115.583,6.382222222
115.625,6.382222222
115.667,6.357222222
115.708,6.357222222
115.75,6.357222222
115.792,6.357222222
115.833,6.357222222
115.875,6.331111111
115.917,6.331111111
115.958,6.331111111
116,6.331111111
116.042,6.331111111
116.083,6.331111111
116.125,6.331111111
116.167,6.331111111
116.208,6.357222222
116.25,6.382222222
116.292,6.382222222
116.333,6.407777778
116.375,6.457777778
116.417,6.457777778
116.458,6.457777778
116.5,6.432777778
116.542,6.432777778
116.583,6.432777778
116.625,6.432777778
116.667,6.432777778
116.708,6.432777778
116.75,6.432777778
116.792,6.432777778
116.833,6.432777778
116.875,6.432777778
116.917,6.457777778
116.958,6.483888889
117,6.508888889
117.042,6.56
117.083,6.56
117.125,6.483888889
117.167,6.457777778
117.208,6.457777778
117.25,6.483888889
117.292,6.483888889
117.333,6.483888889
117.375,6.483888889
117.417,6.483888889
117.458,6.508888889
117.5,6.483888889
117.542,6.483888889
117.583,6.483888889
117.625,6.508888889
117.667,6.508888889
117.708,6.508888889
117.75,6.508888889
117.792,6.508888889
117.833,6.508888889
117.875,6.483888889
117.917,6.483888889
117.958,6.483888889
118,6.483888889
118.042,6.483888889
118.083,6.508888889
118.125,6.508888889
118.167,6.483888889
118.208,6.457777778
118.25,6.432777778
118.292,6.457777778
118.333,6.457777778
118.375,6.457777778
118.417,6.432777778
118.458,6.457777778
118.5,6.483888889
118.542,6.457777778
118.583,6.432777778
118.625,6.432777778
118.667,6.432777778
118.708,6.432777778
118.75,6.457777778
118.792,6.457777778
118.833,6.457777778
118.875,6.457777778
118.917,6.483888889
118.958,6.483888889
119,6.457777778
119.042,6.457777778
119.083,6.457777778
119.125,6.457777778
119.167,6.457777778
119.208,6.457777778
119.25,6.457777778
119.292,6.457777778
119.333,6.457777778
119.375,6.483888889
119.417,6.457777778
119.458,6.457777778
119.5,6.457777778
119.542,6.483888889
119.583,6.457777778
119.625,6.457777778
119.667,6.432777778
119.708,6.457777778
119.75,6.483888889
119.792,6.483888889
119.833,6.483888889
119.875,6.483888889
119.917,6.483888889
119.958,6.483888889
120,6.508888889
120.042,6.483888889
120.083,6.483888889
120.125,6.483888889
120.167,6.483888889
120.208,6.483888889
120.25,6.483888889
120.292,6.508888889
120.333,6.508888889
120.375,6.483888889
120.417,6.457777778
120.458,6.457777778
120.5,6.483888889
120.542,6.483888889
120.583,6.457777778
120.625,6.483888889
120.667,6.483888889
120.708,6.432777778
120.75,6.457777778
120.792,6.457777778
120.833,6.457777778
120.875,6.457777778
120.917,6.483888889
120.958,6.483888889
121,6.483888889
121.042,6.457777778
121.083,6.457777778
121.125,6.457777778
121.167,6.457777778
121.208,6.457777778
121.25,6.432777778
121.292,6.432777778
121.333,6.432777778
121.375,6.432777778
121.417,6.432777778
121.458,6.457777778
121.5,6.457777778
121.542,6.483888889
121.583,6.483888889
121.625,6.457777778
121.667,6.483888889
121.708,6.483888889
121.75,6.483888889
121.792,6.483888889
121.833,6.483888889
121.875,6.483888889
121.917,6.483888889
121.958,6.483888889
122,6.457777778
122.042,6.432777778
122.083,6.432777778
122.125,6.432777778
122.167,6.407777778
122.208,6.432777778
122.25,6.432777778
122.292,6.407777778
122.333,6.382222222
122.375,6.407777778
122.417,6.432777778
122.458,6.432777778
122.5,6.407777778
122.542,6.432777778
122.583,6.457777778
122.625,6.457777778
122.667,6.432777778
122.708,6.407777778
122.75,6.432777778
122.792,6.432777778
122.833,6.432777778
122.875,6.432777778
122.917,6.432777778
122.958,6.432777778
123,6.457777778
123.042,6.407777778
123.083,6.357222222
123.125,6.382222222
123.167,6.407777778
123.208,6.407777778
123.25,6.407777778
123.292,6.382222222
123.333,6.382222222
123.375,6.382222222
123.417,6.407777778
123.458,6.407777778
123.5,6.382222222
123.542,6.382222222
123.583,6.382222222
123.625,6.357222222
123.667,6.331111111
123.708,6.331111111
123.75,6.331111111
123.792,6.331111111
123.833,6.331111111
123.875,6.357222222
123.917,6.382222222
123.958,6.357222222
124,6.382222222
124.042,6.382222222
124.083,6.357222222
124.125,6.331111111
124.167,6.357222222
124.208,6.382222222
124.25,6.382222222
124.292,6.357222222
124.333,6.357222222
124.375,6.357222222
124.417,6.357222222
124.458,6.382222222
124.5,6.382222222
124.542,6.407777778
124.583,6.407777778
124.625,6.382222222
124.667,6.382222222
124.708,6.407777778
124.75,6.382222222
124.792,6.382222222
124.833,6.407777778
124.875,6.382222222
124.917,6.382222222
124.958,6.382222222
125,6.382222222
125.042,6.407777778
125.083,6.407777778
125.125,6.382222222
125.167,6.407777778
125.208,6.432777778
125.25,6.382222222
125.292,6.382222222
125.333,6.382222222
125.375,6.432777778
125.417,6.432777778
125.458,6.483888889
125.5,6.457777778
125.542,6.432777778
125.583,6.407777778
125.625,6.382222222
125.667,6.407777778
125.708,6.407777778
125.75,6.432777778
125.792,6.432777778
125.833,6.407777778
125.875,6.407777778
125.917,6.407777778
125.958,6.432777778
126,6.432777778
126.042,6.432777778
126.083,6.432777778
126.125,6.432777778
126.167,6.432777778
126.208,6.432777778
126.25,6.432777778
126.292,6.432777778
126.333,6.432777778
126.375,6.432777778
126.417,6.432777778
126.458,6.457777778
126.5,6.457777778
126.542,6.407777778
126.583,6.432777778
126.625,6.432777778
126.667,6.432777778
126.708,6.457777778
126.75,6.457777778
126.792,6.457777778
126.833,6.432777778
126.875,6.432777778
126.917,6.432777778
126.958,6.432777778
127,6.432777778
127.042,6.432777778
127.083,6.432777778
127.125,6.407777778
127.167,6.432777778
127.208,6.432777778
127.25,6.432777778
127.292,6.432777778
127.333,6.432777778
127.375,6.457777778
127.417,6.432777778
127.458,6.432777778
127.5,6.432777778
127.542,6.407777778
127.583,6.432777778
127.625,6.432777778
127.667,6.432777778
127.708,6.457777778
127.75,6.457777778
127.792,6.457777778
127.833,6.457777778
127.875,6.457777778
127.917,6.457777778
127.958,6.483888889
128,6.483888889
128.042,6.483888889
128.083,6.483888889
128.125,6.483888889
128.167,6.483888889
128.208,6.508888889
128.25,6.508888889
128.292,6.508888889
128.333,6.508888889
128.375,6.508888889
128.417,6.483888889
128.458,6.508888889
128.5,6.508888889
128.542,6.508888889
128.583,6.508888889
128.625,6.535
128.667,6.508888889
128.708,6.535
128.75,6.535
128.792,6.535
128.833,6.535
128.875,6.535
128.917,6.535
128.958,6.508888889
129,6.535
129.042,6.535
129.083,6.508888889
129.125,6.535
129.167,6.535
129.208,6.535
129.25,6.535
129.292,6.56
129.333,6.535
129.375,6.56
129.417,6.535
129.458,6.585
129.5,6.585
129.542,6.56
129.583,6.535
129.625,6.535
129.667,6.535
129.708,6.535
129.75,6.508888889
129.792,6.508888889
129.833,6.483888889
129.875,6.483888889
129.917,6.457777778
129.958,6.457777778
130,6.432777778
130.042,6.432777778
130.083,6.483888889
130.125,6.483888889
130.167,6.483888889
130.208,6.483888889
130.25,6.483888889
130.292,6.483888889
130.333,6.508888889
130.375,6.508888889
130.417,6.508888889
130.458,6.508888889
130.5,6.508888889
130.542,6.508888889
130.583,6.483888889
130.625,6.483888889
130.667,6.508888889
130.708,6.483888889
130.75,6.483888889
130.792,6.483888889
130.833,6.483888889
130.875,6.483888889
130.917,6.483888889
130.958,6.483888889
131,6.483888889
131.042,6.483888889
131.083,6.483888889
131.125,6.508888889
131.167,6.508888889
131.208,6.508888889
131.25,6.508888889
131.292,6.508888889
131.333,6.508888889
131.375,6.535
131.417,6.535
131.458,6.535
131.5,6.535
131.542,6.508888889
131.583,6.535
131.625,6.535
131.667,6.508888889
131.708,6.535
131.75,6.535
131.792,6.535
131.833,6.535
131.875,6.56
131.917,6.535
131.958,6.535
132,6.508888889
132.042,6.508888889
132.083,6.508888889
132.125,6.508888889
132.167,6.483888889
132.208,6.483888889
132.25,6.508888889
132.292,6.535
132.333,6.535
132.375,6.535
132.417,6.535
132.458,6.56
132.5,6.56
132.542,6.535
132.583,6.535
132.625,6.56
132.667,6.535
132.708,6.535
132.75,6.508888889
132.792,6.508888889
132.833,6.535
132.875,6.535
132.917,6.535
132.958,6.508888889
133,6.508888889
133.042,6.535
133.083,6.508888889
133.125,6.508888889
133.167,6.508888889
133.208,6.535
133.25,6.585
133.292,6.585
133.333,6.585
133.375,6.56
133.417,6.56
133.458,6.56
133.5,6.535
133.542,6.56
133.583,6.535
133.625,6.535
133.667,6.56
133.708,6.56
133.75,6.56
133.792,6.56
133.833,6.56
133.875,6.535
133.917,6.56
133.958,6.585
134,6.585
134.042,6.636111111
134.083,6.636111111
134.125,6.611111111
134.167,6.585
134.208,6.585
134.25,6.585
134.292,6.585
134.333,6.611111111
134.375,6.636111111
134.417,6.611111111
134.458,6.636111111
134.5,6.661111111
134.542,6.611111111
134.583,6.585
134.625,6.585
134.667,6.585
134.708,6.585
134.75,6.585
134.792,6.56
134.833,6.56
134.875,6.56
134.917,6.56
134.958,6.56
135,6.56
135.042,6.56
135.083,6.585
135.125,6.56
135.167,6.56
135.208,6.56
135.25,6.56
135.292,6.585
135.333,6.585
135.375,6.585
135.417,6.585
135.458,6.585
135.5,6.585
135.542,6.611111111
135.583,6.611111111
135.625,6.585
135.667,6.611111111
135.708,6.611111111
135.75,6.611111111
135.792,6.611111111
135.833,6.611111111
135.875,6.585
135.917,6.585
135.958,6.585
136,6.585
136.042,6.585
136.083,6.585
136.125,6.585
136.167,6.585
136.208,6.585
136.25,6.611111111
136.292,6.611111111
136.333,6.636111111
136.375,6.611111111
136.417,6.585
136.458,6.585
136.5,6.585
136.542,6.585
136.583,6.585
136.625,6.611111111
136.667,6.611111111
136.708,6.585
136.75,6.585
136.792,6.585
136.833,6.585
136.875,6.56
136.917,6.585
136.958,6.585
137,6.585
137.042,6.585
137.083,6.585
137.125,6.611111111
137.167,6.636111111
137.208,6.636111111
137.25,6.636111111
137.292,6.636111111
137.333,6.611111111
137.375,6.585
137.417,6.611111111
137.458,6.636111111
137.5,6.636111111
137.542,6.636111111
137.583,6.636111111
137.625,6.636111111
137.667,6.611111111
137.708,6.636111111
137.75,6.636111111
137.792,6.611111111
137.833,6.611111111
137.875,6.611111111
137.917,6.585
137.958,6.56
138,6.585
138.042,6.585
138.083,6.585
138.125,6.585
138.167,6.611111111
138.208,6.611111111
138.25,6.611111111
138.292,6.611111111
138.333,6.636111111
138.375,6.636111111
138.417,6.636111111
138.458,6.636111111
138.5,6.611111111
138.542,6.611111111
138.583,6.611111111
138.625,6.611111111
138.667,6.611111111
138.708,6.585
138.75,6.585
138.792,6.56
138.833,6.56
138.875,6.56
138.917,6.56
138.958,6.585
139,6.585
139.042,6.611111111
139.083,6.611111111
139.125,6.611111111
139.167,6.611111111
139.208,6.636111111
139.25,6.636111111
139.292,6.636111111
139.333,6.611111111
139.375,6.611111111
139.417,6.585
139.458,6.585
139.5,6.585
139.542,6.585
139.583,6.585
139.625,6.585
139.667,6.585
139.708,6.56
139.75,6.585
139.792,6.585
139.833,6.585
139.875,6.585
139.917,6.585
139.958,6.611111111
140,6.585
140.042,6.611111111
140.083,6.611111111
140.125,6.636111111
140.167,6.636111111
140.208,6.636111111
140.25,6.611111111
140.292,6.585
140.333,6.611111111
140.375,6.611111111
140.417,6.636111111
140.458,6.636111111
140.5,6.636111111
140.542,6.636111111
140.583,6.611111111
140.625,6.611111111
140.667,6.611111111
140.708,6.611111111
140.75,6.585
140.792,6.585
140.833,6.56
140.875,6.585
140.917,6.56
140.958,6.56
141,6.56
141.042,6.56
141.083,6.611111111
141.125,6.611111111
141.167,6.636111111
141.208,6.636111111
141.25,6.611111111
141.292,6.611111111
141.333,6.611111111
141.375,6.636111111
141.417,6.636111111
141.458,6.611111111
141.5,6.636111111
141.542,6.611111111
141.583,6.611111111
141.625,6.611111111
141.667,6.611111111
141.708,6.585
141.75,6.585
141.792,6.56
141.833,6.585
141.875,6.585
141.917,6.585
141.958,6.611111111
142,6.611111111
142.042,6.611111111
142.083,6.611111111
142.125,6.611111111
142.167,6.636111111
142.208,6.636111111
142.25,6.636111111
142.292,6.636111111
142.333,6.636111111
142.375,6.585
142.417,6.636111111
142.458,6.611111111
142.5,6.611111111
142.542,6.611111111
142.583,6.611111111
142.625,6.611111111
142.667,6.611111111
142.708,6.585
142.75,6.585
142.792,6.585
142.833,6.585
142.875,6.611111111
142.917,6.611111111
142.958,6.611111111
143,6.636111111
143.042,6.636111111
143.083,6.636111111
143.125,6.636111111
143.167,6.636111111
143.208,6.611111111
143.25,6.636111111
143.292,6.585
143.333,6.611111111
143.375,6.611111111
143.417,6.611111111
143.458,6.611111111
143.5,6.611111111
143.542,6.611111111
143.583,6.611111111
143.625,6.611111111
143.667,6.611111111
143.708,6.585
143.75,6.585
143.792,6.611111111
143.833,6.585
143.875,6.611111111
143.917,6.636111111
143.958,6.636111111
144,6.636111111
144.042,6.636111111
144.083,6.636111111
144.125,6.636111111
144.167,6.636111111
144.208,6.636111111
144.25,6.636111111
144.292,6.636111111
144.333,6.636111111
144.375,6.636111111
144.417,6.636111111
144.458,6.611111111
144.5,6.636111111
144.542,6.636111111
144.583,6.636111111
144.625,6.636111111
144.667,6.636111111
144.708,6.611111111
144.75,6.611111111
144.792,6.611111111
144.833,6.636111111
144.875,6.636111111
144.917,6.636111111
144.958,6.636111111
145,6.661111111
145.042,6.661111111
145.083,6.661111111
145.125,6.661111111
145.167,6.687222222
145.208,6.687222222
145.25,6.661111111
145.292,6.636111111
145.333,6.636111111
145.375,6.661111111
145.417,6.636111111
145.458,6.636111111
145.5,6.636111111
145.542,6.636111111
145.583,6.636111111
145.625,6.611111111
145.667,6.636111111
145.708,6.636111111
145.75,6.636111111
145.792,6.636111111
145.833,6.661111111
145.875,6.661111111
145.917,6.687222222
145.958,6.661111111
146,6.687222222
146.042,6.687222222
146.083,6.687222222
146.125,6.712222222
146.167,6.712222222
146.208,6.712222222
146.25,6.737222222
146.292,6.737222222
146.333,6.687222222
146.375,6.687222222
146.417,6.687222222
146.458,6.661111111
146.5,6.636111111
146.542,6.636111111
146.583,6.636111111
146.625,6.636111111
146.667,6.636111111
146.708,6.611111111
146.75,6.611111111
146.792,6.611111111
146.833,6.611111111
146.875,6.611111111
146.917,6.611111111
146.958,6.611111111
147,6.636111111
147.042,6.636111111
147.083,6.636111111
147.125,6.636111111
147.167,6.636111111
147.208,6.636111111
147.25,6.636111111
147.292,6.636111111
147.333,6.636111111
147.375,6.611111111
147.417,6.611111111
147.458,6.611111111
147.5,6.636111111
147.542,6.636111111
147.583,6.636111111
147.625,6.636111111
147.667,6.661111111
147.708,6.636111111
147.75,6.661111111
147.792,6.661111111
147.833,6.661111111
147.875,6.636111111
147.917,6.661111111
147.958,6.661111111
148,6.687222222
148.042,6.687222222
148.083,6.687222222
148.125,6.687222222
148.167,6.687222222
148.208,6.661111111
148.25,6.636111111
148.292,6.661111111
148.333,6.661111111
148.375,6.661111111
148.417,6.661111111
148.458,6.661111111
148.5,6.661111111
148.542,6.687222222
148.583,6.661111111
148.625,6.661111111
148.667,6.661111111
148.708,6.687222222
148.75,6.687222222
148.792,6.687222222
148.833,6.712222222
148.875,6.687222222
148.917,6.636111111
148.958,6.636111111
149,6.636111111
149.042,6.661111111
149.083,6.661111111
149.125,6.661111111
149.167,6.636111111
149.208,6.636111111
149.25,6.687222222
149.292,6.636111111
149.333,6.661111111
149.375,6.661111111
149.417,6.661111111
149.458,6.687222222
149.5,6.687222222
149.542,6.687222222
149.583,6.661111111
149.625,6.661111111
149.667,6.661111111
149.708,6.661111111
149.75,6.636111111
149.792,6.636111111
149.833,6.636111111
149.875,6.661111111
149.917,6.636111111
149.958,6.661111111
150,6.661111111
150.042,6.687222222
150.083,6.661111111
150.125,6.687222222
150.167,6.687222222
150.208,6.636111111
150.25,6.636111111
150.292,6.661111111
150.333,6.661111111
150.375,6.636111111
150.417,6.661111111
150.458,6.661111111
150.5,6.661111111
150.542,6.687222222
150.583,6.687222222
150.625,6.687222222
150.667,6.687222222
150.708,6.687222222
150.75,6.712222222
150.792,6.712222222
150.833,6.737222222
150.875,6.712222222
150.917,6.712222222
150.958,6.687222222
151,6.687222222
151.042,6.712222222
151.083,6.737222222
151.125,6.737222222
151.167,6.687222222
151.208,6.661111111
151.25,6.687222222
151.292,6.687222222
151.333,6.687222222
151.375,6.712222222
151.417,6.687222222
151.458,6.661111111
151.5,6.661111111
151.542,6.661111111
151.583,6.661111111
151.625,6.661111111
151.667,6.661111111
151.708,6.661111111
151.75,6.687222222
151.792,6.737222222
151.833,6.712222222
151.875,6.712222222
151.917,6.737222222
151.958,6.712222222
152,6.737222222
152.042,6.762777778
152.083,6.762777778
152.125,6.737222222
152.167,6.737222222
152.208,6.737222222
152.25,6.737222222
152.292,6.712222222
152.333,6.687222222
152.375,6.687222222
152.417,6.687222222
