$Lewiston spillway release year 2018 YC 06/23/22,
59.667,5.2984958
59.708,5.2984958
59.75,5.2984958
59.792,5.2984675
59.833,5.2984958
59.875,5.2984958
59.917,5.3147683
59.958,5.3763491
60,5.3766604
60.042,5.3610671
60.083,5.3645763
60.125,5.3455304
60.167,5.3607558
60.208,5.3444833
60.25,5.2985241
60.292,5.2984958
60.333,5.2984958
60.375,5.2984958
60.417,5.2984958
60.458,5.2984958
60.5,5.2985241
60.542,5.2984675
60.583,5.3149098
60.625,5.3446814
60.667,5.2837515
60.708,5.3131835
60.75,5.2984958
60.792,5.3143721
60.833,5.3130137
60.875,5.3458983
60.917,5.3604728
60.958,5.3922537
61,5.423129
61.042,5.4231007
61.083,5.4230724
61.125,5.4079602
61.167,5.4230158
61.208,5.4230158
61.25,5.4116109
61.292,5.3265694
61.333,4.3424935
61.375,4.4931061
61.417,4.319712
61.458,4.5525644
61.5,4.8060192
61.542,4.8059909
61.583,4.8114245
61.625,4.7911334
61.667,4.8059909
61.708,4.8059909
61.75,4.8059909
61.792,4.8059909
61.833,4.8059909
61.875,4.8979659
61.917,4.8364417
61.958,4.8059909
62,4.8377718
62.042,4.987875
62.083,4.9568016
62.125,4.9277092
62.167,4.866185
62.208,4.8668642
62.25,4.8377718
62.292,4.866185
62.333,5.0081378
62.375,5.4233271
62.417,5.4233271
62.458,5.4233271
62.5,5.4233271
62.542,5.4233271
62.583,5.4233271
62.625,5.4233271
62.667,5.4231007
62.708,5.4230158
62.75,5.4346754
62.792,5.4230158
62.833,5.4396562
62.875,5.4382412
62.917,5.471522
62.958,5.5038406
63,5.5504224
63.042,5.4704466
63.083,5.535197
63.125,5.4708994
63.167,5.470956
63.208,5.5186415
63.25,5.4384959
63.292,5.4233271
63.333,5.5027086
63.375,5.4706164
63.417,5.4233271
63.458,5.423129
63.5,5.3597087
63.542,5.1739475
63.583,5.1739758
63.625,5.1265733
63.667,5.0964621
63.708,5.1425062
63.75,5.1113479
63.792,5.1739758
63.833,5.1739758
63.875,5.1739758
63.917,5.1739758
63.958,5.22135
64,5.1888333
64.042,5.2521404
64.083,5.2673375
64.125,5.2984675
64.167,5.2673375
64.208,5.2199633
64.25,5.2669979
64.292,5.1595994
64.333,5.1739475
64.375,5.1739475
64.417,5.1739475
64.458,5.1739475
64.5,5.1421383
64.542,5.1568543
64.583,5.1739475
64.625,5.1577316
64.667,5.0971696
64.708,5.1740041
64.75,5.1739758
64.792,5.2069736
64.833,5.2203029
64.875,5.1892012
64.917,5.2203312
64.958,5.2528479
65,5.2362358
65.042,5.2677054
65.083,5.2826195
65.125,5.2667149
65.167,5.2362358
65.208,5.1739758
65.25,5.2362358
65.292,5.22135
65.333,5.189088
65.375,5.1742305
65.417,5.1742305
65.458,5.1742305
65.5,5.1741173
65.542,5.1739758
65.583,5.1431854
65.625,5.1581844
65.667,5.0805575
65.708,5.0493992
65.75,5.09683
65.792,5.1428175
65.833,5.1740324
65.875,5.1742305
65.917,5.2836383
65.958,5.2052473
66,5.2208123
66.042,5.1900785
66.083,5.250782
66.125,5.2256233
66.167,5.1739758
66.208,5.1741739
66.25,5.1742305
66.292,5.1741173
66.333,5.1741173
66.375,5.1740607
66.417,5.1739758
66.458,5.1597126
66.5,5.1741456
66.542,5.1739758
66.583,5.1739475
66.625,5.1224132
66.667,5.1120554
66.708,5.1269129
66.75,5.1587504
66.792,5.1739758
66.833,5.1739758
66.875,5.1739758
66.917,5.1739758
66.958,5.1739758
67,5.1739758
67.042,5.1739475
67.083,5.1739475
67.125,5.1739475
67.167,5.1739475
67.208,5.1739475
67.25,5.1739475
67.292,5.1739758
67.333,5.1739758
67.375,5.1739758
67.417,5.1739758
67.458,5.0027891
67.5,4.5539794
67.542,4.4316668
67.583,4.4016122
67.625,4.3276643
67.667,4.3276643
67.708,4.2678947
67.75,4.3276643
67.792,4.2685456
67.833,4.3156368
67.875,4.3276643
67.917,4.3396918
67.958,4.3276643
68,4.3276643
68.042,4.3276643
68.083,4.3276643
68.125,4.3276643
68.167,4.3276643
68.208,4.3276643
68.25,4.3276643
68.292,4.3276643
68.333,4.3156651
68.375,4.3276643
68.417,3.7870494
68.458,4.4231485
68.5,4.6842726
68.542,4.6842726
68.583,4.6843009
68.625,4.6843009
68.667,4.6843009
68.708,4.6843009
68.75,4.6843009
68.792,4.6843009
68.833,4.6843009
68.875,4.6843009
68.917,4.6843009
68.958,4.7613901
69,4.7458534
69.042,4.7597204
69.083,4.7143838
69.125,4.7002055
69.167,4.6988754
69.208,4.6843009
69.25,4.6843292
69.292,4.6843009
69.333,4.6843009
69.375,4.6843009
69.417,4.6843009
69.458,4.6843009
69.5,4.6843292
69.542,4.6843009
69.583,4.6843292
69.625,4.6843009
69.667,4.6843009
69.708,4.6843009
69.75,4.6843009
69.792,4.6843009
69.833,4.6843009
69.875,4.6842726
69.917,4.6843009
69.958,4.7005168
70,4.6988188
70.042,4.6842726
70.083,4.6842726
70.125,4.5541775
70.167,4.7346749
70.208,4.715063
70.25,4.6712546
70.292,4.6843009
70.333,4.6843009
70.375,4.6843009
70.417,4.6843009
70.458,4.6843009
70.5,4.6843009
70.542,4.6843009
70.583,4.6842726
70.625,4.6842726
70.667,4.6842726
70.708,4.6842726
70.75,4.6842726
70.792,4.6842726
70.833,4.6842726
70.875,4.6842726
70.917,4.6842726
70.958,4.6842726
71,4.6842726
71.042,4.6843009
71.083,4.6842726
71.125,4.6842726
71.167,4.6843009
71.208,4.6843009
71.25,4.6843009
71.292,4.6843009
71.333,4.6843009
71.375,4.6843009
71.417,4.6843009
71.458,4.6842726
71.5,4.6842726
71.542,4.6842726
71.583,4.6842726
71.625,4.6712829
71.667,4.6843009
71.708,4.6843009
71.75,4.6842726
71.792,4.6842726
71.833,4.6842726
71.875,4.6842726
71.917,4.6842726
71.958,4.6973189
72,4.6842726
72.042,4.6842726
72.083,4.6842726
72.125,4.6842726
72.167,4.6842726
72.208,4.6712546
72.25,4.6842726
72.292,4.6842726
72.333,4.6842726
72.375,4.6842726
72.417,4.6842726
72.458,4.6842726
72.5,4.6842726
72.542,4.6842726
72.583,4.6842726
72.625,4.6842726
72.667,4.6842726
72.708,4.6842726
72.75,4.6842726
72.792,4.6842726
72.833,4.6842726
72.875,4.6842726
72.917,4.6842726
72.958,4.6842726
73,4.6842726
73.042,4.6842726
73.083,4.6842726
73.125,4.6842726
73.167,4.6843009
73.208,4.6842726
73.25,4.6842726
73.292,4.6842726
73.333,4.6843009
73.375,4.7160535
73.417,4.9277092
73.458,4.9277092
73.5,4.9277092
73.542,4.878354
73.583,4.9277092
73.625,4.9277092
73.667,4.914012
73.708,4.9277092
73.75,4.9574525
73.792,5.0037796
73.833,5.0494275
73.875,5.0494275
73.917,5.0494275
73.958,5.063436
74,5.0494275
74.042,5.0493992
74.083,5.0353907
74.125,5.0494275
74.167,5.0494275
74.208,5.0494275
74.25,5.0493709
74.292,5.0493992
74.333,5.0494275
74.375,5.0392678
74.417,5.0494275
74.458,5.0494275
74.5,5.0494275
74.542,5.0494275
74.583,5.0494275
74.625,5.0494275
74.667,5.0494275
74.708,5.0494275
74.75,5.0494275
74.792,5.0494275
74.833,5.0494275
74.875,5.0494275
74.917,5.0494275
74.958,5.0494275
75,5.0494275
75.042,5.0494275
75.083,5.0494275
75.125,5.0494275
75.167,5.0494275
75.208,5.0494275
75.25,5.0494275
75.292,5.0493992
75.333,5.0353907
75.375,5.0330135
75.417,5.00344
75.458,4.9885825
75.5,4.9888938
75.542,4.9277092
75.583,4.9277092
75.625,4.9277092
75.667,4.9277092
75.708,4.9277092
75.75,4.9277092
75.792,4.9288978
75.833,5.0193446
75.875,5.0493992
75.917,5.0493992
75.958,5.0493992
76,5.0493992
76.042,5.0493992
76.083,5.0493992
76.125,5.0494275
76.167,5.0493992
76.208,5.0494275
76.25,5.0493992
76.292,5.0031004
76.333,4.9736967
76.375,5.0338625
76.417,4.9435855
76.458,4.9425667
76.5,4.9277092
76.542,4.9277092
76.583,4.9276809
76.625,4.9277092
76.667,4.9277092
76.708,4.9277092
76.75,4.9277092
76.792,4.9277092
76.833,4.9277092
76.875,4.9277092
76.917,4.9435855
76.958,4.9425667
77,4.9435855
77.042,5.0493992
77.083,5.0189767
77.125,4.9885542
77.167,4.9422271
77.208,4.9277092
77.25,4.9381802
77.292,4.9277092
77.333,4.9277092
77.375,4.9277092
77.417,4.9277092
77.458,4.914012
77.5,4.9277092
77.542,4.9121442
77.583,4.8060192
77.625,4.8059909
77.667,4.8059909
77.708,4.8059909
77.75,4.8059909
77.792,4.9131347
77.833,4.9277092
77.875,4.9276809
77.917,4.9414064
77.958,4.914012
78,4.9277092
78.042,4.9277092
78.083,4.9277092
78.125,4.9277092
78.167,4.9277092
78.208,4.9277092
78.25,4.9277092
78.292,4.9277092
78.333,4.9277092
78.375,4.9277092
78.417,4.9277092
78.458,4.9277092
78.5,4.8512992
78.542,4.8059909
78.583,4.8059909
78.625,4.8059909
78.667,4.8059909
78.708,4.8059909
78.75,4.8059909
78.792,4.8367813
78.833,4.913163
78.875,4.9277092
78.917,4.9277092
78.958,4.9277092
79,4.9277092
79.042,4.9277092
79.083,4.9277092
79.125,4.9276809
79.167,4.9277092
79.208,4.9277092
79.25,4.914012
79.292,4.9277092
79.333,4.9414064
79.375,6.4147327
79.417,7.2883254
79.458,7.7977254
79.5,7.7760476
79.542,7.7977254
79.583,7.8352512
79.625,7.811932
79.667,7.7977254
79.708,7.8748146
79.75,7.8666642
79.792,7.8889646
79.833,7.8585138
79.875,7.9194154
79.917,7.9194154
79.958,7.9194154
80,7.9035674
80.042,7.9045296
80.083,7.9035674
80.125,7.8737958
80.167,7.9035391
80.208,7.8741071
80.25,7.8281479
80.292,7.8889929
80.333,7.9194437
80.375,7.9194154
80.417,7.9194154
80.458,7.8893042
80.5,7.8893042
80.542,7.8731449
80.583,7.8281479
80.625,7.7977254
80.667,7.7977254
80.708,7.8278366
80.75,7.7977254
80.792,7.7977254
80.833,7.8585704
80.875,7.843345
80.917,7.8423262
80.958,7.7977254
81,7.8578912
81.042,7.8582308
81.083,7.7977254
81.125,7.7977254
81.167,7.7977254
81.208,7.7977254
81.25,7.7977254
81.292,7.7977254
81.333,7.7977254
81.375,7.7760476
81.417,7.7977254
81.458,7.7977254
81.5,7.7977254
81.542,7.8585704
81.583,7.8443638
81.625,7.8426658
81.667,7.7977254
81.708,7.8125546
81.75,7.8585704
81.792,7.872777
81.833,7.9045296
81.875,7.85891
81.917,7.9194154
81.958,7.9194154
82,7.9194154
82.042,7.9194437
82.083,7.9194437
82.125,7.9194437
82.167,7.8731449
82.208,7.8741354
82.25,7.9035674
82.292,7.8285158
82.333,7.85891
82.375,7.8433733
82.417,7.8734562
82.458,7.7977254
82.5,7.8136017
82.542,7.8126112
82.583,7.7977254
82.625,7.7977254
82.667,7.8139696
82.708,7.8731449
82.75,7.9048975
82.792,7.9194437
82.833,7.9194437
82.875,7.9194437
82.917,7.9194437
82.958,7.8974546
83,7.9194437
83.042,7.9414611
83.083,7.9194437
83.125,7.9194437
83.167,7.9194154
83.208,7.8974263
83.25,7.9194437
83.292,7.9194154
83.333,7.9194437
83.375,7.9194437
83.417,7.8582591
83.458,7.8125829
83.5,7.7977254
83.542,7.7977254
83.583,7.7977254
83.625,7.7977254
83.667,7.7977254
83.708,7.8745033
83.75,7.8585704
83.792,7.9035674
83.833,7.8741354
83.875,7.9194437
83.917,7.9194437
83.958,7.9194437
84,7.9194437
84.042,7.9194437
84.083,7.9194437
84.125,7.9194437
84.167,7.9194154
84.208,7.9194154
84.25,7.9194154
84.292,7.9194437
84.333,7.9035674
84.375,7.8748146
84.417,7.8125829
84.458,7.7977254
84.5,7.7977254
84.542,7.7977254
84.583,7.7977254
84.625,7.7977254
84.667,7.7976971
84.708,7.7977254
84.75,7.7977254
84.792,7.8443921
84.833,7.85891
84.875,7.9194437
84.917,7.9194154
84.958,7.9194154
85,7.8974263
85.042,7.9194437
85.083,7.9194437
85.125,7.9194154
85.167,7.9194154
85.208,7.9194437
85.25,7.9194437
85.292,7.9194154
85.333,7.872777
85.375,7.8278083
85.417,7.8291667
85.458,7.8284875
85.5,7.7977254
85.542,7.7976971
85.583,7.7977254
85.625,7.7977254
85.667,7.7977254
85.708,7.7977254
85.75,7.7977254
85.792,7.7977254
85.833,7.7977254
85.875,7.8132904
85.917,7.8426941
85.958,7.8737675
86,7.9194437
86.042,7.8585987
86.083,7.9194437
86.125,7.8426941
86.167,7.8436846
86.208,7.85891
86.25,7.9194154
86.292,7.9194154
86.333,7.8426941
86.375,7.7977254
86.417,7.8582591
86.458,7.7977254
86.5,7.7977254
86.542,7.7976971
86.583,7.7977537
86.625,7.7977254
86.667,7.7976971
86.708,7.7977254
86.75,7.7760759
86.792,7.7976971
86.833,7.7976971
86.875,7.7977254
86.917,7.8737958
86.958,7.9194437
87,7.9193871
87.042,7.9194437
87.083,7.9194154
87.125,7.9194437
87.167,7.9194154
87.208,7.9414328
87.25,7.8724374
87.292,7.874758
87.333,7.8974263
87.375,7.8433733
87.417,7.7977254
87.458,7.7976971
87.5,7.7977254
87.542,7.7977254
87.583,7.7977254
87.625,7.7976971
87.667,7.7977254
87.708,7.7977254
87.75,7.7977254
87.792,7.7977254
87.833,7.7977254
87.875,7.8291667
87.917,7.9048975
87.958,7.9194154
88,7.9193871
88.042,7.9194437
88.083,7.9194154
88.125,7.9194437
88.167,7.9194154
88.208,7.9194154
88.25,7.9194437
88.292,7.9194437
88.333,7.9194437
88.375,7.9194437
88.417,7.9194437
88.458,7.9035108
88.5,4.4953984
88.542,3.6368613
88.583,4.3577189
88.625,4.3276643
88.667,4.4799749
88.708,5.26946
88.75,5.2984958
88.792,5.2984958
88.833,5.2984958
88.875,5.3458983
88.917,5.4229875
88.958,5.4230158
89,5.4079319
89.042,4.9897145
89.083,4.6843292
89.125,4.6843009
89.167,4.6843009
89.208,4.6843009
89.25,4.6843009
89.292,4.6843009
89.333,4.6843009
89.375,4.6843009
89.417,4.6843009
89.458,4.6843292
89.5,4.6843009
89.542,4.6843009
89.583,4.6843292
89.625,4.6843292
89.667,4.6843292
89.708,4.6843009
89.75,4.6843292
89.792,4.6843009
89.833,4.6843009
89.875,4.6843009
89.917,4.6843009
89.958,4.6843292
90,4.6843009
90.042,4.6843292
90.083,4.6843292
90.125,4.6842726
90.167,4.6843009
90.208,4.6843009
90.25,4.6842726
90.292,4.6843292
90.333,4.6843009
90.375,4.6843292
90.417,4.6843292
90.458,4.6843292
90.5,4.6842726
90.542,4.6843009
90.583,4.6843292
90.625,4.6843009
90.667,4.6843009
90.708,4.6843009
90.75,4.6843009
90.792,4.6712829
90.833,4.6843009
90.875,4.6843009
90.917,4.6843009
90.958,4.6843009
91,4.6843009
91.042,4.6843292
91.083,4.6843009
91.125,4.6843292
91.167,4.6843009
91.208,4.6843009
91.25,4.6972906
91.292,4.6713112
91.333,4.6842726
91.375,4.6843009
91.417,4.6843009
91.458,4.6843009
91.5,4.6843009
91.542,4.6843009
91.583,4.6843009
91.625,4.6843009
91.667,4.6843009
91.708,4.6585479
91.75,4.5654409
91.792,4.5654126
91.833,4.5654126
91.875,4.5654126
91.917,4.5654126
91.958,4.5654126
92,4.6806785
92.042,4.6843009
92.083,4.6843009
92.125,4.6843009
92.167,4.6843292
92.208,4.6843009
92.25,4.6843009
92.292,4.6843009
92.333,4.673745
92.375,4.5796192
92.417,4.5954672
92.458,4.5654409
92.5,4.5654126
92.542,4.5654126
92.583,4.5527342
92.625,4.5654126
92.667,4.5201609
92.708,4.4762676
92.75,4.5508947
92.792,4.5654126
92.833,4.5932881
92.875,4.6843009
92.917,4.6843009
92.958,4.6843009
93,4.6843009
93.042,4.6713112
93.083,4.6843009
93.125,4.6843009
93.167,4.6843009
93.208,4.6843009
93.25,4.6843292
93.292,4.6843009
93.333,4.6843292
93.375,4.6843292
93.417,4.6842726
93.458,4.6843009
93.5,4.5799305
93.542,4.5653843
93.583,4.5653843
93.625,4.5654126
93.667,4.5360372
93.708,4.4762676
93.75,4.5347071
93.792,4.5654409
93.833,4.610353
93.875,4.6843009
93.917,4.6843009
93.958,4.6843009
94,4.6843009
94.042,4.6843009
94.083,4.6843009
94.125,4.6842726
94.167,4.6843009
94.208,4.6843292
94.25,4.6712829
94.292,4.6973472
94.333,4.6713112
94.375,4.6843292
94.417,4.6843292
94.458,4.6973189
94.5,4.6263991
94.542,4.5654126
94.583,4.5781193
94.625,4.5654409
94.667,4.5654126
94.708,4.5654126
94.75,4.6407189
94.792,4.6712829
94.833,4.6842726
94.875,4.6843009
94.917,4.6843009
94.958,4.6843009
95,4.6843009
95.042,4.6843009
95.083,4.6843292
95.125,4.6843009
95.167,4.6843009
95.208,4.6843292
95.25,4.6843292
95.292,4.7434479
95.333,4.8059909
95.375,4.8060192
95.417,4.8060192
95.458,4.775908
95.5,4.7762759
95.542,4.7299488
95.583,4.6843009
95.625,4.6843009
95.667,4.7302601
95.708,4.8060192
95.75,4.8060192
95.792,4.8060192
95.833,4.8059909
95.875,4.8059909
95.917,4.8059909
95.958,4.8059909
96,4.8060192
96.042,4.8060192
96.083,4.8060192
96.125,4.8060192
96.167,4.8060192
96.208,4.8060192
96.25,4.8060192
96.292,4.8060192
96.333,4.8060192
96.375,4.8060192
96.417,4.8060192
96.458,4.8060192
96.5,4.7926616
96.542,4.8060192
96.583,4.7748892
96.625,4.8060192
96.667,4.8060192
96.708,4.836753
96.75,4.8060192
96.792,4.8060192
96.833,4.8827122
96.875,4.8364134
96.917,4.9277092
96.958,4.9277092
97,4.974008
97.042,4.9577638
97.083,5.0338342
97.125,4.9277092
97.167,4.9121442
97.208,4.8668642
97.25,4.8360738
97.292,4.8060192
97.333,4.8060192
97.375,4.8060192
97.417,4.8060192
97.458,4.8969188
97.5,4.8060192
97.542,4.8364134
97.583,4.8360738
97.625,4.8364134
97.667,4.852318
97.708,4.7745496
97.75,4.7302884
97.792,4.7752288
97.833,4.8059909
97.875,4.8059909
97.917,4.8059909
97.958,4.8059909
98,4.8059909
98.042,4.8059909
98.083,4.7926616
98.125,4.8060192
98.167,4.8060192
98.208,4.8193485
98.25,4.8059909
98.292,4.8060192
98.333,4.8060192
98.375,4.8060192
98.417,4.8060192
98.458,4.8060192
98.5,4.6988471
98.542,4.6712829
98.583,4.7140442
98.625,4.7617297
98.667,4.7752571
98.708,4.7295809
98.75,4.7448063
98.792,4.7607109
98.833,4.8059909
98.875,4.8059909
98.917,4.8059909
98.958,4.8059909
99,4.8059909
99.042,4.8060192
99.083,4.8060192
99.125,4.8060192
99.167,4.8060192
99.208,4.7600034
99.25,4.6843009
99.292,4.6843009
99.333,4.7305997
99.375,4.7144121
99.417,4.7596638
99.458,4.7468439
99.5,4.9277092
99.542,4.7468439
99.583,4.4632779
99.625,4.1796836
99.667,4.0768414
99.708,4.0467302
99.75,4.1079714
99.792,4.1089902
99.833,4.155006
99.875,4.155006
99.917,4.155006
99.958,4.2332272
100,4.279526
100.042,4.3431161
100.083,3.8320181
100.125,3.7468917
100.167,4.9957707
100.208,4.1821174
100.25,3.9087394
100.292,3.9087677
100.333,3.908796
100.375,3.9087677
100.417,3.9087677
100.458,3.908796
100.5,3.908796
100.542,3.908796
100.583,3.8631198
100.625,3.7870494
100.667,3.7870494
100.708,3.8069726
100.75,3.7562873
100.792,3.797577
100.833,3.802954
100.875,3.8786565
100.917,3.8979288
100.958,3.9087677
101,3.9087677
101.042,3.9087677
101.083,3.9087677
101.125,3.9196066
101.167,3.9087677
101.208,3.8979005
101.25,3.9087677
101.292,3.9087677
101.333,3.9087677
101.375,3.9087677
101.417,3.9087677
101.458,3.9087677
101.5,3.9087677
101.542,3.893231
101.583,3.8171606
101.625,3.787106
101.667,3.787106
101.708,3.8337444
101.75,3.9087677
101.792,3.9087677
101.833,3.9087677
101.875,3.9087677
101.917,3.9087677
101.958,3.9391902
102,3.9087677
102.042,3.9087677
102.083,3.9087677
102.125,3.9087677
102.167,3.908796
102.208,3.908796
102.25,3.908796
102.292,3.908796
102.333,3.908796
102.375,3.908796
102.417,3.8979288
102.458,3.8892124
102.5,3.9398694
102.542,3.8928914
102.583,3.8326973
102.625,3.8516017
102.667,3.7870494
102.708,3.847951
102.75,3.8935706
102.792,3.8783452
102.833,3.9196349
102.875,3.9087677
102.917,3.8979288
102.958,3.9391902
103,3.9087677
103.042,3.9395298
103.083,3.9388506
103.125,3.969924
103.167,3.9996956
103.208,3.9554061
103.25,3.9844985
103.292,3.9550665
103.333,3.9236535
103.375,3.9087677
103.417,3.9087677
103.458,3.8932027
103.5,3.8479227
103.542,3.7870494
103.583,3.7870777
103.625,3.7870777
103.667,3.7870494
103.708,3.7562873
103.75,3.7870494
103.792,3.7870777
103.833,3.8178398
103.875,3.8942215
103.917,3.9087677
103.958,3.9087677
104,3.9087677
104.042,3.9087677
104.083,3.9087677
104.125,3.9087677
104.167,3.9087677
104.208,3.9087677
104.25,3.9087677
104.292,3.9087677
104.333,3.9087677
104.375,3.9087677
104.417,3.8979005
104.458,3.8935706
104.5,3.7976053
104.542,3.7870777
104.583,3.7870777
104.625,3.6954423
104.667,3.761353
104.708,3.742109
104.75,3.7569665
104.792,3.7870494
104.833,3.7870494
104.875,3.797577
104.917,3.7870494
104.958,3.8225093
105,3.8178115
105.042,3.8478944
105.083,3.8790244
105.125,3.8475831
105.167,3.8015956
105.208,3.8938819
105.25,3.8482623
105.292,3.8928914
105.333,3.8634877
105.375,3.8015956
105.417,3.8330369
105.458,3.8171323
105.5,3.8780056
105.542,3.9087677
105.583,3.9087677
105.625,3.8780056
105.667,3.8780056
105.708,3.8783452
105.75,3.8780056
105.792,3.9087677
105.833,3.9087677
105.875,3.9087677
105.917,3.9087677
105.958,3.9087677
106,3.9087677
106.042,3.9087677
106.083,3.9087677
106.125,3.9087677
106.167,3.8979005
106.208,3.9087677
106.25,3.9196349
106.292,3.9087677
106.333,4.0159398
106.375,3.9233139
106.417,3.8979005
106.458,3.8935423
106.5,3.8786848
106.542,3.797577
106.583,3.8235281
106.625,3.893231
106.667,3.8337161
106.708,3.8025861
106.75,3.7870494
106.792,3.8029823
106.833,3.8482623
106.875,3.8317068
106.917,4.9526415
106.958,6.6570656
107,10.2510807
107.042,13.1079657
107.083,12.8937347
107.125,15.3285252
107.167,20.9741771
107.208,23.4484461
107.25,29.7644684
107.292,27.8233148
107.333,31.3717386
107.375,33.8025954
107.417,36.4469474
107.458,39.1421828
107.5,44.0399223
107.542,46.9073632
107.583,47.0457219
107.625,47.049599
107.667,47.0827666
107.708,46.869611
107.75,44.6550228
107.792,43.7216322
107.833,43.4747713
107.875,43.2771524
107.917,41.0376319
107.958,40.4178902
108,40.4470958
108.042,39.7597737
108.083,38.8778042
108.125,37.9657235
108.167,35.905625
108.208,35.7817276
108.25,35.8115558
108.292,35.9011253
108.333,35.0857174
108.375,34.3372107
108.417,33.6413137
108.458,33.4835695
108.5,32.6526532
108.542,32.4999464
108.583,32.500003
108.625,32.4079431
108.667,32.2226064
108.708,31.2822257
108.75,31.954096
108.792,32.0108658
108.833,31.9485492
108.875,31.8843082
108.917,31.8849591
108.958,32.0116582
109,30.5807253
109.042,30.3135167
109.083,29.1612256
109.125,28.6171581
109.167,27.9708993
109.208,27.7944488
109.25,26.5408437
109.292,26.0698185
109.333,24.6865711
109.375,23.9733545
109.417,23.2964751
109.458,22.7968103
109.5,21.9742991
109.542,21.7973109
109.583,20.9640457
109.625,20.683904
109.667,19.8199333
109.708,19.5231795
109.75,18.6021277
109.792,17.7722302
109.833,16.6344287
109.875,16.3284208
109.917,15.4043692
109.958,15.0471666
110,15.203043
110.042,15.3605325
110.083,15.3179127
110.125,15.3605325
110.167,15.3839932
110.208,15.5877249
110.25,15.477836
110.292,15.4310561
110.333,15.383031
110.375,15.4032655
110.417,15.3605325
110.458,15.2272678
110.5,15.2015148
110.542,15.2251453
110.583,15.1793559
110.625,15.1793842
110.667,15.1098794
110.708,14.9953776
110.75,14.9954059
110.792,14.9953493
110.833,14.9513145
110.875,14.9954342
110.917,13.254871
110.958,12.0319431
111,12.0319714
111.042,12.0319997
111.083,12.0319997
111.125,12.0319997
111.167,12.0319997
111.208,12.0319714
111.25,11.4876492
111.292,9.4534735
111.333,9.386544
111.375,9.2978801
111.417,9.2384218
111.458,9.1449752
111.5,9.1449752
111.542,9.1450035
111.583,9.1450035
111.625,9.1080437
111.667,9.1450318
111.708,9.086847
111.75,9.030813
111.792,9.030813
111.833,9.0681407
111.875,9.0623109
111.917,9.1067985
111.958,9.1317591
112,8.388403
112.042,7.6533671
112.083,7.6533954
112.125,7.6533671
112.167,6.9225196
112.208,6.243829
112.25,6.243829
112.292,6.243829
112.333,5.6148332
112.375,4.7877374
112.417,4.7862092
112.458,4.7066013
112.5,4.5467063
112.542,3.9989598
112.583,3.9087677
112.625,3.9243044
112.667,3.969641
112.708,3.9236252
112.75,3.9087677
112.792,3.908796
112.833,3.9246723
112.875,4.0304577
112.917,4.0304577
112.958,4.030486
113,4.030486
113.042,4.030486
113.083,4.030486
113.125,4.0304577
113.167,4.0612764
113.208,4.0619556
113.25,4.2688852
113.292,4.6588026
113.333,4.8067833
113.375,5.6198423
113.417,6.700308
113.458,8.3143985
113.5,8.092102
113.542,8.092102
113.583,8.092102
113.625,8.1297127
113.667,7.4140057
113.708,6.4656161
113.75,6.484096
113.792,6.4309203
113.833,5.8354883
113.875,5.5828259
113.917,5.5340933
113.958,4.9290959
114,5.9597536
114.042,6.6570656
114.083,7.4962738
114.125,8.0005232
114.167,8.8039885
114.208,9.2720139
114.25,9.2978235
114.292,9.4345125
114.333,9.4150138
114.375,9.3164166
114.417,9.2978235
114.458,9.2978235
114.5,9.201462
114.542,9.1450035
114.583,9.107223
114.625,9.1450318
114.667,9.1450318
114.708,9.1836613
114.75,9.2795983
114.792,9.2978518
114.833,9.2978518
114.875,9.2978518
114.917,9.2978518
114.958,9.2978518
115,9.2978235
115.042,9.2978235
115.083,9.2978518
115.125,9.2978518
115.167,10.5586451
115.208,11.3668648
115.25,11.5728039
115.292,11.8041281
115.333,11.8649731
115.375,11.8649448
115.417,11.8649731
115.458,11.8650014
115.5,11.7485469
115.542,11.7601499
115.583,11.7305198
115.625,11.6980031
115.667,11.6980314
115.708,11.6980597
115.75,11.6655713
115.792,11.73884
115.833,11.3251789
115.875,11.0413582
115.917,11.0719788
115.958,11.0413582
116,11.010681
116.042,11.0413865
116.083,11.4758198
116.125,12.1172959
116.167,12.520203
116.208,13.2044687
116.25,14.0661188
116.292,14.635911
116.333,16.0803996
116.375,16.9171457
116.417,16.659644
116.458,16.565971
116.5,16.5185685
116.542,16.5401614
116.583,16.4700906
116.625,16.470034
116.667,16.4700623
116.708,16.4700623
116.75,15.3639568
116.792,14.6359676
116.833,14.6359959
116.875,14.6359676
116.917,14.6359676
116.958,14.6359676
117,15.553114
117.042,16.0964174
117.083,17.1188398
117.125,17.8030772
117.167,18.6906501
117.208,19.3740102
117.25,20.5935704
117.292,20.9929966
117.333,22.193992
117.375,21.6831487
117.417,21.7455219
117.458,21.8223847
117.5,21.8312143
117.542,21.8223847
117.583,21.6901671
117.625,21.7973392
117.667,21.874768
117.708,21.7616812
117.75,21.0679916
117.792,20.9154829
117.833,20.2290664
117.875,19.0021199
117.917,18.0145348
117.958,17.3478717
118,17.0609097
118.042,16.6597006
118.083,16.1682711
118.125,15.0400067
118.167,16.3011113
118.208,17.7590707
118.25,22.1302321
118.292,24.5099225
118.333,31.6964528
118.375,33.4509679
118.417,39.1857648
118.458,40.6162449
118.5,45.7510535
118.542,46.7297807
118.583,46.728111
118.625,46.6260046
118.667,46.5528491
118.708,46.5080219
118.75,44.7459507
118.792,44.5369552
