$Trinity Lake withdrawals year 2019 updated YC 08/07/2023,,
",,,",,
Jday,Power generation and Jet (cms),Auxiallary (cms)
97.083,0.0283,0.0283
97.125,0.0283,0.0283
97.167,0.0283,0.0283
97.208,0.0283,0.0283
97.25,0.0283,0.0283
97.292,0.0283,0.0283
97.333,0.0283,0.0283
97.375,0.0283,0.0283
97.417,0.0283,0.0283
97.458,0.0283,0.0283
97.5,0.0283,0.0283
97.542,0.0283,0.0283
97.583,0.0283,0.0283
97.625,0.0793815,0.0283
97.667,16.5092295,0.0283
97.708,39.5113846,0.0283
97.75,40.6397622,0.0283
97.792,40.4401906,0.0283
97.833,32.8907977,0.0283
97.875,16.2231731,0.0283
97.917,1.5038054,0.0283
97.958,0.0283,0.0283
98,0.0283,0.0283
98.042,0.0283,0.0283
98.083,0.0283,0.0283
98.125,0.0283,0.0283
98.167,0.0283,0.0283
98.208,0.0283,0.0283
98.25,0.0283,0.0283
98.292,0.0283,0.0283
98.333,0.0283,0.0283
98.375,0.0283,0.0283
98.417,0.0283,0.0283
98.458,0.0283,0.0283
98.5,0.0283,0.0283
98.542,0.0283,0.0283
98.583,0.0283,0.0283
98.625,0.0283,0.0283
98.667,6.2335561,0.0283
98.708,36.2992497,0.0283
98.75,36.783491,0.0283
98.792,36.0723403,0.0283
98.833,36.1451562,0.0283
98.875,24.4878485,0.0283
98.917,2.3837656,0.0283
98.958,0.0283,0.0283
99,0.0283,0.0283
99.042,0.0283,0.0283
99.083,0.0283,0.0283
99.125,0.0283,0.0283
99.167,0.0283,0.0283
99.208,0.0283,0.0283
99.25,0.0283,0.0283
99.292,0.0283,0.0283
99.333,0.0283,0.0283
99.375,0.0283,0.0283
99.417,0.0283,0.0283
99.458,0.0283,0.0283
99.5,0.0283,0.0283
99.542,0.0283,0.0283
99.583,0.0283,0.0283
99.625,0.0283,0.0283
99.667,2.5067291,0.0283
99.708,28.8335682,0.0283
99.75,29.6710501,0.0283
99.792,36.206737,0.0283
99.833,35.4162897,0.0283
99.875,2.8746574,0.0283
99.917,0.0283,0.0283
99.958,0.0283,0.0283
100,0.0283,0.0283
100.042,0.0283,0.0283
100.083,0.0283,0.0283
100.125,0.0283,0.0283
100.167,0.0283,0.0283
100.208,0.0283,0.0283
100.25,0.0283,0.0283
100.292,0.0283,0.0283
100.333,0.0283,0.0283
100.375,0.0283,0.0283
100.417,0.0283,0.0283
100.458,0.0283,0.0283
100.5,0.0283,0.0283
100.542,0.0283,0.0283
100.583,0.0283,0.0283
100.625,0.0283,0.0283
100.667,6.4248075,0.0283
100.708,16.0550145,0.0283
100.75,30.2117499,0.0283
100.792,32.9119378,0.0283
100.833,31.9319654,0.0283
100.875,2.6841135,0.0283
100.917,0.0283,0.0283
100.958,0.0283,0.0283
101,0.0283,0.0283
101.042,0.0283,0.0283
101.083,0.0283,0.0283
101.125,0.0283,0.0283
101.167,0.0283,0.0283
101.208,0.0283,0.0283
101.25,0.0283,0.0283
101.292,0.0283,0.0283
101.333,0.0283,0.0283
101.375,0.0283,0.0283
101.417,0.0283,0.0283
101.458,0.0283,0.0283
101.5,0.0283,0.0283
101.542,0.0283,0.0283
101.583,0.0283,0.0283
101.625,0.0283,0.0283
101.667,8.3481887,0.0283
101.708,21.5953338,0.0283
101.75,26.6670051,0.0283
101.792,39.9224704,0.0283
101.833,38.2299323,0.0283
101.875,3.4321957,0.0283
101.917,0.0283,0.0283
101.958,0.0283,0.0283
102,0.0283,0.0283
102.042,0.0283,0.0283
102.083,0.0283,0.0283
102.125,0.0283,0.0283
102.167,0.0283,0.0283
102.208,0.0283,0.0283
102.25,0.0283,0.0283
102.292,0.0283,0.0283
102.333,0.0283,0.0283
102.375,0.0283,0.0283
102.417,0.0283,0.0283
102.458,0.0283,0.0283
102.5,0.0283,0.0283
102.542,0.0283,0.0283
102.583,0.0283,0.0283
102.625,0.0283,0.0283
102.667,0.0283,0.0283
102.708,1.015121,0.0283
102.75,39.2004808,0.0283
102.792,39.7207197,0.0283
102.833,39.7277381,0.0283
102.875,38.2311775,0.0283
102.917,3.7150542,0.0283
102.958,0.0283,0.0283
103,0.0283,0.0283
103.042,0.0283,0.0283
103.083,0.0283,0.0283
103.125,0.0283,0.0283
103.167,0.0283,0.0283
103.208,0.0283,0.0283
103.25,0.0283,0.0283
103.292,0.0283,0.0283
103.333,0.0283,0.0283
103.375,0.0283,0.0283
103.417,0.0283,0.0283
103.458,0.0283,0.0283
103.5,0.0283,0.0283
103.542,0.0283,0.0283
103.583,0.0283,0.0283
103.625,0.0283,0.0283
103.667,0.0283,0.0283
103.708,2.7311481,0.0283
103.75,38.1171568,0.0283
103.792,39.7521327,0.0283
103.833,39.5128845,0.0283
103.875,38.2284324,0.0283
103.917,3.1266972,0.0283
103.958,0.0283,0.0283
104,0.0283,0.0283
104.042,0.0283,0.0283
104.083,0.0283,0.0283
104.125,0.0283,0.0283
104.167,0.0283,0.0283
104.208,0.0283,0.0283
104.25,0.0283,0.0283
104.292,0.0283,0.0283
104.333,0.0283,0.0283
104.375,0.0283,0.0283
104.417,0.0283,0.0283
104.458,0.0283,0.0283
104.5,0.0283,0.0283
104.542,0.0283,0.0283
104.583,0.0283,0.0283
104.625,2.7490054,0.0283
104.667,39.3384433,0.0283
104.708,39.5253082,0.0283
104.75,39.5598625,0.0283
104.792,39.5477784,0.0283
104.833,39.5737012,0.0283
104.875,39.5823893,0.0283
104.917,39.613774,0.0283
104.958,39.6040954,0.0283
105,39.605567,0.0283
105.042,39.5941338,0.0283
105.083,39.6240186,0.0283
105.125,39.6387346,0.0283
105.167,39.6183869,0.0283
105.208,39.6480453,0.0283
105.25,39.5197048,0.0283
105.292,41.0937791,0.0283
105.333,39.6055104,0.0283
105.375,39.4909803,0.0283
105.417,39.6936083,0.0283
105.458,40.0228788,0.0283
105.5,40.2880498,0.0283
105.542,40.641347,0.0283
105.583,39.4331917,0.0283
105.625,99.6952966,0.0283
105.667,101.3837029,57.204771
105.708,100.7152286,55.072083
105.75,100.5244583,0.0283
105.792,100.1314845,0.0283
105.833,96.8297518,0.0283
105.875,96.7413709,0.0283
105.917,96.3505196,0.0283
105.958,96.3497272,0.0283
106,99.0215868,0.0283
106.042,96.3659997,0.0283
106.083,96.3843947,0.0283
106.125,97.2826367,0.0283
106.167,96.3720276,0.0283
106.208,96.3715465,0.0283
106.25,99.3020398,0.0283
106.292,98.9326682,0.0283
106.333,101.1346063,0.0283
106.375,96.6850539,0.0283
106.417,97.2305364,0.0283
106.458,96.5156218,0.0283
106.5,96.7866226,0.0283
106.542,96.7802268,0.0283
106.583,96.3828382,0.0283
106.625,96.7812456,0.0283
106.667,96.3122014,0.0283
106.708,96.4252316,0.0283
106.75,96.5671278,0.0283
106.792,97.7279655,0.0283
106.833,98.6524133,0.0283
106.875,96.5809099,0.0283
106.917,96.501585,0.0283
106.958,96.483756,0.0283
107,96.4828787,0.0283
107.042,96.4777281,0.0283
107.083,96.5154803,0.0283
107.125,96.4595029,0.0283
107.167,96.5209422,0.0283
107.208,96.4451548,0.0283
107.25,96.4617669,0.0283
107.292,96.4672005,0.0283
107.333,96.4180717,0.0283
107.375,136.9049856,0.0283
107.417,250.4730271,61.096587
107.458,238.2338148,69.821194
107.5,237.6497877,69.816666
107.542,237.7478472,69.814402
107.583,237.6979543,2.133254
107.625,237.6040549,0.0283
107.667,237.5323993,0.0283
107.708,237.5684818,0.0283
107.75,237.5102404,0.0283
107.792,237.5376348,0.0283
107.833,237.5022032,59.133133
107.875,237.5987911,69.794026
107.917,236.949391,69.596775
107.958,238.208458,69.980806
108,237.5675196,45.360089
108.042,236.8140038,0.0283
108.083,238.0221591,0.0283
108.125,236.7422916,0.0283
108.167,237.4264441,0.0283
108.208,237.3534018,0.0283
108.25,237.3819848,0.0283
108.292,237.3583826,0.0283
108.333,237.6165635,0.0283
108.375,231.2343475,0.0283
108.417,229.2565171,0.0283
108.458,229.1382231,0.0283
108.5,228.8639112,0.0283
108.542,228.9547825,0.0283
108.583,229.0891792,0.0283
108.625,229.2072468,0.0283
108.667,229.2118314,0.0283
108.708,229.2210855,0.0283
108.75,229.2123691,0.0283
108.792,229.192644,0.0283
108.833,228.3285035,0.0283
108.875,212.1890418,0.0283
108.917,211.5211901,0.0283
108.958,212.067465,0.0283
109,228.2150771,0.0283
109.042,229.1689286,0.0283
109.083,229.1427228,0.0283
109.125,229.0911602,0.0283
109.167,229.0805477,0.0283
109.208,229.0787648,0.0283
109.25,229.1250636,0.0283
109.292,227.4889274,0.0283
109.333,229.1347422,0.0283
109.375,228.8712692,0.0283
109.417,119.5180599,0.0283
109.458,114.3105203,0.0283
109.5,114.1400694,0.0283
109.542,113.8059596,0.0283
109.583,114.404448,0.0283
109.625,113.7802066,0.0283
109.667,114.4187961,0.0283
109.708,113.795715,0.0283
109.75,114.4164472,0.0283
109.792,113.7854987,0.0283
109.833,114.2809185,0.0283
109.875,114.4535485,0.0283
109.917,113.8326465,0.0283
109.958,114.4565483,0.0283
110,113.8039503,0.0283
110.042,114.1382865,0.0283
110.083,114.1594549,0.0283
110.125,114.1662186,0.0283
110.167,114.1436918,0.0283
110.208,114.1007607,0.0283
110.25,114.1148541,0.0283
110.292,114.1003362,0.0283
110.333,114.0945347,0.0283
110.375,114.0916198,0.0283
110.417,114.0993457,0.0283
110.458,114.1127882,0.0283
110.5,114.1171747,0.0283
110.542,114.1574739,0.0283
110.583,114.1743973,0.0283
110.625,114.1192972,0.0283
110.667,99.8518522,0.0283
110.708,74.3323555,0.0283
110.75,74.3125172,0.0283
110.792,74.3253937,0.0283
110.833,74.2728972,0.0283
110.875,74.2646619,0.0283
110.917,74.2424464,0.0283
110.958,74.2619734,0.0283
111,74.2699257,0.0283
111.042,74.2605867,0.0283
111.083,74.2424747,0.0283
111.125,74.0507705,0.0283
111.167,74.4428387,0.0283
111.208,74.0391675,0.0283
111.25,74.2875,0.0283
111.292,74.4750724,0.0283
111.333,74.0703258,0.0283
111.375,74.4863358,0.0283
111.417,74.0508271,0.0283
111.458,74.2049772,0.0283
111.5,74.2060243,0.0283
111.542,74.2861133,0.0283
111.583,74.4719311,0.0283
111.625,74.0985975,0.0283
111.667,74.3103381,0.0283
111.708,74.4721858,0.0283
111.75,76.6045908,0.0283
111.792,76.4217162,0.0283
111.833,76.4154053,0.0283
111.875,76.3666444,0.0283
111.917,74.4373768,0.0283
111.958,74.2304472,0.0283
112,74.2563417,0.0283
112.042,74.2321169,0.0283
112.083,74.2621998,0.0283
112.125,74.2770856,0.0283
112.167,74.1857898,0.0283
112.208,74.2599924,0.0283
112.25,74.1943081,0.0283
112.292,74.1899216,0.0283
112.333,74.2179669,0.0283
112.375,74.2494931,0.0283
112.417,74.2362487,0.0283
112.458,74.2372958,0.0283
112.5,74.2594547,0.0283
112.542,74.2922827,0.0283
112.583,74.2590019,0.0283
112.625,74.2501157,0.0283
112.667,74.2766045,0.0283
112.708,74.0625999,0.0283
112.75,74.308725,0.0283
112.792,74.4914581,0.0283
112.833,74.0861455,0.0283
112.875,74.0108109,0.0283
112.917,65.6345203,0.0283
112.958,59.5551143,0.0283
113,67.0222391,0.0283
113.042,67.3399915,0.0283
113.083,67.3585846,0.0283
113.125,67.329379,0.0283
113.167,67.3108991,0.0283
113.208,67.3322656,0.0283
113.25,67.2660719,0.0283
113.292,68.3425473,0.0283
113.333,67.3647823,0.0283
113.375,56.9092907,0.0283
113.417,49.8578646,0.0283
113.458,56.1183623,0.0283
113.5,56.3773922,0.0283
113.542,56.3804203,0.0283
113.583,56.4203516,0.0283
113.625,56.3803071,0.0283
113.667,56.3344611,0.0283
113.708,56.3969758,0.0283
113.75,56.3604688,0.0283
113.792,56.3897027,0.0283
113.833,56.3458094,0.0283
113.875,56.3307255,0.0283
113.917,56.2726539,0.0283
113.958,56.3008407,0.0283
114,56.3053121,0.0283
114.042,56.2883887,0.0283
114.083,56.2858134,0.0283
114.125,56.0842608,0.0283
114.167,56.4359166,0.0283
114.208,56.244835,0.0283
114.25,56.0927225,0.0283
114.292,56.4065978,0.0283
114.333,56.0661205,0.0283
114.375,56.4043621,0.0283
114.417,56.0394336,0.0283
114.458,56.2455425,0.0283
114.5,56.4017868,0.0283
114.542,56.0693184,0.0283
114.583,56.2284776,0.0283
114.625,56.1454737,0.0283
114.667,56.2164784,0.0283
114.708,56.2548249,0.0283
114.75,56.2580511,0.0283
114.792,56.2112146,0.0283
114.833,56.1948289,0.0283
114.875,56.1886029,0.0283
114.917,56.1847824,0.0283
114.958,56.1711135,0.0283
115,56.1197207,0.0283
115.042,56.1331632,0.0283
115.083,56.1522091,0.0283
115.125,56.1794337,0.0283
115.167,56.1332764,0.0283
115.208,56.1500866,0.0283
115.25,56.1375497,0.0283
115.292,56.1423607,0.0283
115.333,56.0910811,0.0283
115.375,56.1309841,0.0283
115.417,56.0678185,0.0283
115.458,56.0927508,0.0283
115.5,56.1354272,0.0283
115.542,56.1062216,0.0283
115.583,56.0949865,0.0283
115.625,56.0463954,0.0283
115.667,56.05098,0.0283
115.708,56.0772141,0.0283
115.75,56.0898076,0.0283
115.792,56.119749,0.0283
115.833,56.1021464,0.0283
115.875,55.8792556,0.0283
115.917,56.1550674,0.0283
115.958,55.9770321,0.0283
116,55.8297872,0.0283
116.042,56.1254939,0.0283
116.083,55.8049681,0.0283
116.125,56.1220979,0.0283
116.167,55.7855826,0.0283
116.208,56.0456596,0.0283
116.25,55.7556129,0.0283
116.292,55.8948489,0.0283
116.333,56.0199915,0.0283
116.375,55.7252187,0.0283
116.417,55.8647377,0.0283
116.458,55.8470219,0.0283
116.5,55.8882833,0.0283
116.542,55.9065085,0.0283
116.583,55.86986,0.0283
116.625,55.9231772,0.0283
116.667,55.9309597,0.0283
116.708,55.9983986,0.0283
116.75,55.9427608,0.0283
116.792,56.0161993,0.0283
116.833,55.9777679,0.0283
116.875,56.0200764,0.0283
116.917,55.9562316,0.0283
116.958,55.9405251,0.0283
117,55.923064,0.0283
117.042,55.9206868,0.0283
117.083,55.9101592,0.0283
117.125,55.9107252,0.0283
117.167,55.9340727,0.0283
117.208,55.9131024,0.0283
117.25,55.9080084,0.0283
117.292,55.8450975,0.0283
117.333,56.1092497,0.0283
117.375,59.3206488,0.0283
117.417,59.6724178,0.0283
117.458,59.7642513,0.0283
117.5,59.8002489,0.0283
117.542,59.7520257,0.0283
117.583,59.773845,0.0283
117.625,59.8277848,0.0283
117.667,59.8413405,0.0283
117.708,59.7467336,0.0283
117.75,60.0617975,0.0283
117.792,59.6922844,0.0283
117.833,60.049204,0.0283
117.875,59.7765052,0.0283
117.917,56.0516309,0.0283
117.958,56.0026153,0.0283
118,55.6937208,0.0283
118.042,55.9292334,0.0283
118.083,55.5324957,0.0283
118.125,55.8450975,0.0283
118.167,55.8286835,0.0283
118.208,55.8652188,0.0283
118.25,55.860238,0.0283
118.292,55.8261931,0.0283
118.333,55.8391828,0.0283
118.375,55.8321927,0.0283
118.417,55.8641434,0.0283
118.458,55.8741616,0.0283
118.5,55.8671715,0.0283
118.542,55.8801895,0.0283
118.583,55.8482388,0.0283
118.625,75.1612908,0.0283
118.667,93.3602567,0.0283
118.708,93.4323368,0.0283
118.75,93.4010087,0.0283
118.792,93.4151021,0.0283
118.833,93.4407985,0.0283
118.875,93.4211866,0.0283
118.917,93.4060178,0.0283
118.958,93.3071659,0.0283
119,90.3638244,0.0283
119.042,90.1399431,0.0283
119.083,90.1598946,0.0283
119.125,90.1481784,0.0283
119.167,90.0985402,0.0283
119.208,90.1314531,0.0283
119.25,90.1440183,0.0283
119.292,91.2761598,39.171162
119.333,92.7021119,70.509733
119.375,138.6591894,70.508318
119.417,269.401284,54.053849
119.458,270.8022189,0.0283
119.5,213.8539591,59.536974
119.542,211.7087342,70.698494
119.583,265.1824049,70.303426
119.625,273.5317822,70.497564
119.667,255.6628792,70.692268
119.708,230.0819432,70.298049
119.75,230.7398616,70.492753
119.792,230.759898,70.491621
119.833,230.668489,70.488791
119.875,231.2890797,70.682363
119.917,230.03655,70.28871
119.958,230.3956487,70.481716
120,227.2495377,70.481716
120.042,227.1881833,70.481433
120.083,227.1803442,70.47832
120.125,227.1788726,70.474924
120.167,227.1301117,70.472377
120.208,227.1441485,70.472094
120.25,227.014676,70.470113
120.292,227.1003118,70.467
120.333,227.0943405,70.464736
120.375,227.0994062,70.462472
120.417,227.1411487,70.459359
120.458,227.1281307,70.455963
120.5,227.170609,70.453416
120.542,227.124763,70.451718
120.583,227.1407525,70.449737
120.625,227.0541828,37.768331
120.667,226.9827819,0.0283
120.708,226.9318419,0.0283
120.75,226.9600853,0.0283
120.792,226.9404168,0.0283
120.833,226.9052682,0.0283
120.875,226.925248,0.0283
120.917,226.2779704,0.0283
120.958,211.6311356,0.0283
121,225.5303693,0.0283
121.042,227.5816665,0.0283
121.083,226.9573685,0.0283
121.125,226.3001576,0.0283
121.167,227.6073063,0.0283
121.208,225.4110282,0.0283
121.25,197.3779538,0.0283
121.292,194.707962,0.0283
121.333,195.248492,0.0283
121.375,95.466654,0.0283
121.417,0.0283,0.0283
121.458,0.0283,0.0283
121.5,0.0283,0.0283
121.542,0.0283,58.70835
121.583,21.6040219,70.451718
121.625,42.6578069,70.452001
121.667,42.7067093,70.451718
121.708,42.8368327,70.452567
121.75,42.8714436,70.452001
121.792,42.8651044,70.452001
121.833,42.8486055,70.452284
121.875,42.8024765,70.45285
121.917,42.7617245,70.453133
121.958,42.6808431,70.453416
122,36.0051561,70.453699
122.042,35.6682446,70.453699
122.083,35.6833851,70.453699
122.125,35.6539814,70.453416
122.167,35.6671126,70.453699
122.208,35.6680465,36.792547
122.25,35.5275936,0.0283
122.292,36.3267856,0.0283
122.333,35.485087,0.0283
122.375,35.4594189,0.0283
122.417,35.448297,0.0283
122.458,35.4521458,0.0283
122.5,38.461115,28.1868
122.542,38.5987945,70.27173
122.583,38.8835491,70.663402
122.625,38.860711,70.468415
122.667,38.7352288,70.273145
122.708,38.9641192,70.664534
122.75,38.8286754,70.273145
122.792,39.012965,70.6651
122.833,39.0049844,70.46983
122.875,38.6783458,70.274843
122.917,39.0590091,70.666515
122.958,39.1602665,70.274843
123,42.9590321,70.666515
123.042,42.8319651,70.274843
123.083,42.9614659,70.470113
123.125,42.9430992,70.470113
123.167,42.9409484,70.469264
123.208,42.9860586,70.469264
123.25,42.9276757,35.626021
123.292,42.6355631,0.0283
123.333,42.634233,0.0283
123.375,42.6037822,0.0283
123.417,42.5459653,0.0283
123.458,42.5432768,0.0283
123.5,42.5252497,0.0283
123.542,42.4877239,0.0283
123.583,42.5690015,59.519145
123.625,42.7410089,70.483414
123.667,42.7316133,70.48398
123.708,42.7489329,70.483697
123.75,42.7255854,70.483697
123.792,42.7928262,70.484546
123.833,42.7727049,70.484546
123.875,42.759602,70.485678
123.917,42.7727615,70.486244
123.958,42.7767518,70.486244
124,42.7787894,70.487093
124.042,42.8227393,70.487659
124.083,42.7745444,55.998342
124.125,42.5871135,0.0283
124.167,42.4533677,0.0283
124.208,42.6055085,0.0283
124.25,42.4841298,0.0283
124.292,42.3880796,0.0283
124.333,42.5678695,0.0283
124.375,42.3058115,0.0283
124.417,42.5101092,0.0283
124.458,42.45566,52.288212
124.5,42.4836487,70.306256
124.542,42.7405561,70.698211
124.583,42.4800546,70.306822
124.625,42.5815667,70.503224
124.667,42.7051811,70.69906
124.708,42.4800829,70.308237
124.75,42.6081404,70.504356
124.792,42.6392421,70.505771
124.833,42.7244534,70.506337
124.875,42.660269,70.507186
124.917,42.6840976,70.508601
124.958,42.6662403,70.509733
125,42.6020842,8.030125
125.042,42.5065434,0.0283
125.083,42.4503962,0.0283
125.125,42.4541884,0.0283
125.167,42.4571599,0.0283
125.208,42.4345199,0.0283
125.25,42.3802971,0.0283
125.292,42.334253,0.0283
125.333,42.3367434,0.0283
125.375,42.3525914,0.0283
125.417,42.287841,0.0283
125.458,42.3214614,24.490537
125.5,42.5223065,70.533788
125.542,42.6328463,70.534637
125.583,42.609046,70.535769
125.625,42.7022662,70.536052
125.667,42.6208188,70.537184
125.708,42.6892765,70.538033
125.75,42.644138,70.538599
125.792,42.6751831,70.539165
125.833,42.7171803,70.541146
125.875,42.6825694,70.542561
125.917,42.7627433,70.543693
125.958,42.6552316,29.589348
126,42.4775925,0.0283
126.042,42.3589589,0.0283
126.083,42.5914717,0.0283
126.125,42.3425449,0.0283
126.167,42.426228,0.0283
126.208,42.3913341,0.0283
126.25,42.512543,0.0283
126.292,42.2290336,0.0283
126.333,42.4704043,0.0283
126.375,42.1545763,0.0283
126.417,42.2824357,0.0283
126.458,42.2559469,0.0283
126.5,42.2330805,28.230382
126.542,42.4642915,70.576238
126.583,42.485941,70.577653
126.625,42.4750172,70.577936
126.667,42.4806489,70.578785
126.708,42.5211745,70.579634
126.75,42.521882,70.581332
126.792,42.5785669,70.581615
126.833,42.5868871,70.58303
126.875,42.5237781,15.489439
126.917,42.3710147,0.0283
126.958,42.3573175,0.0283
127,42.346139,0.0283
127.042,42.3017363,0.0283
127.083,42.3456579,0.0283
127.125,42.3281685,0.0283
127.167,42.2557771,0.0283
127.208,42.270295,0.0283
127.25,42.2882655,0.0283
127.292,42.2601353,0.0283
127.333,42.2276752,0.0283
127.375,42.2198927,0.0283
127.417,42.2168363,0.0283
127.458,42.211148,23.147702
127.5,42.45283,70.622084
127.542,42.5094583,70.622933
127.583,42.553012,70.624631
127.625,42.4405761,70.429078
127.667,42.6722682,70.823863
127.708,42.4289165,70.432191
127.75,42.6783244,70.826127
127.792,42.5898586,70.631989
127.833,34.7069219,1.962039
127.875,42.4756681,0.0283
127.917,42.2248452,0.0283
127.958,42.3463937,0.0283
128,38.4859058,0.0283
128.042,38.5246768,0.0283
128.083,38.5789279,0.0283
128.125,38.3141248,0.0283
128.167,38.4310604,0.0283
128.208,38.4321641,0.0283
128.25,38.4122126,0.0283
128.292,38.4156935,0.0283
128.333,38.4132031,0.0283
128.375,38.4920752,59.674795
128.417,38.6206138,70.669911
128.458,38.6452631,70.671609
128.5,38.6557058,70.672458
128.542,38.6594414,70.674156
128.583,38.644499,70.675288
128.625,38.621576,70.676703
128.667,38.7139189,61.058382
128.708,38.5905592,0.0283
128.75,38.5475149,0.0283
128.792,38.5729,0.0283
128.833,38.4625017,0.0283
128.875,38.4423804,0.0283
128.917,38.4123541,1.963737
128.958,38.5077534,70.698211
129,38.6161141,70.700192
129.042,38.6034923,70.701607
129.083,38.6121521,70.703022
129.125,38.6482346,70.704154
129.167,38.6418388,70.705286
129.208,38.5705228,4.320844
129.25,38.4656713,0.0283
129.292,38.4879151,0.0283
129.333,38.4290794,0.0283
129.375,38.4319094,0.0283
129.417,38.4471348,0.0283
129.458,38.3933648,0.0283
129.5,38.4034679,0.0283
129.542,38.2415919,0.0283
129.583,38.475831,0.0283
129.625,38.3803185,0.0283
129.667,38.4904621,66.215774
129.708,38.5577029,70.736416
129.75,38.4775573,70.541712
129.792,39.74452,70.935931
129.833,38.4217497,70.544542
129.875,38.5141209,70.743208
129.917,38.6912506,70.941591
129.958,38.4743594,70.550202
130,38.6213496,70.748302
130.042,38.6197082,44.611554
130.083,38.4677372,0.0283
130.125,38.44838,0.0283
130.167,38.4173349,0.0283
130.208,38.4053074,0.0283
130.25,38.3704135,0.0283
130.292,38.3723379,0.0283
130.333,38.3444058,0.0283
130.375,38.312823,0.0283
130.417,38.3200395,0.0283
130.458,38.2756651,0.0283
130.5,38.2855701,0.0283
130.542,38.2536477,0.0283
130.583,38.2243006,14.154245
130.625,38.3566314,70.772357
130.667,38.4215233,70.772923
130.708,38.4658411,70.773772
130.75,38.4872642,70.774055
130.792,39.8851427,70.775187
130.833,42.174641,70.77547
130.875,41.0458672,70.776602
130.917,38.4207309,70.777168
130.958,38.4556531,70.777734
131,38.5161585,70.778583
131.042,38.5292048,66.453494
131.083,38.4433709,0.0283
131.125,38.2625622,0.0283
131.167,38.4686428,0.0283
131.208,38.3276239,0.0283
131.25,38.2072357,0.0283
131.292,38.4235326,0.0283
131.333,38.1673327,0.0283
131.375,38.4057319,0.0283
131.417,38.3145776,0.0283
131.458,38.3069932,0.0283
131.5,38.1532959,0.0283
131.542,38.2505347,0.0283
131.583,38.3358875,0.0283
131.625,38.0694713,0.0283
131.667,38.3679514,22.02589
131.708,38.3420852,70.601142
131.75,38.4941411,70.798393
131.792,38.5016689,70.799525
131.833,38.47102,70.800091
131.875,38.4209007,70.80094
131.917,38.4250325,70.801789
131.958,38.4711898,70.802921
132,38.4228817,70.803487
132.042,38.5011878,70.804053
132.083,38.4954429,70.804336
132.125,38.4122975,1.376795
132.167,38.3371327,0.0283
132.208,38.2744199,0.0283
132.25,38.2846362,0.0283
132.292,38.244903,0.0283
132.333,38.2846928,0.0283
132.375,38.2118769,0.0283
132.417,38.2178199,0.0283
132.458,38.216603,0.0283
132.5,38.2541571,0.0283
132.542,38.1787659,0.0283
132.583,38.1556448,0.0283
132.625,38.1773792,0.0283
132.667,38.1219112,13.771063
132.708,38.3234072,70.82358
132.75,38.3733284,70.823863
132.792,38.401685,70.824712
132.833,38.3603953,70.825844
132.875,38.3529241,70.826127
132.917,38.4457481,70.826693
132.958,38.3525562,70.827825
133,38.4201083,70.828108
133.042,38.3122287,70.632555
133.083,38.5359685,71.026491
133.125,38.3896292,16.526917
133.167,38.146702,0.0283
133.208,38.384139,0.0283
133.25,38.1414382,0.0283
133.292,38.4148445,0.0283
133.333,38.165946,0.0283
133.375,38.2055943,0.0283
133.417,38.1724833,0.0283
133.458,38.164531,0.0283
133.5,38.2799384,0.0283
133.542,38.1002051,0.0283
133.583,38.151513,0.0283
133.625,38.1896048,0.0283
133.667,38.1641631,0.0283
133.708,38.0843854,0.0283
133.75,38.1397119,0.0283
133.792,38.2196877,66.520848
133.833,38.277165,70.850748
133.875,38.3323783,70.851031
133.917,38.3078422,70.85188
133.958,38.2987579,70.852163
134,38.3296615,70.852446
134.042,38.3256146,70.853012
134.083,38.3507167,70.853578
134.125,38.3400476,70.853578
134.167,38.3573955,52.549704
134.208,38.2056226,0.0283
134.25,38.1693703,0.0283
134.292,38.1580786,0.0283
134.333,38.1463058,0.0283
134.375,38.1439286,0.0283
134.417,38.1007428,0.0283
134.458,38.129439,0.0283
134.5,38.095196,0.0283
134.542,38.0655376,0.0283
134.583,38.0846118,0.0283
134.625,38.0345491,0.0283
134.667,37.9023881,0.0283
134.708,38.1643612,11.61432
134.75,38.024446,70.671043
134.792,38.3041066,71.064979
134.833,38.2346018,70.869143
134.875,38.0912906,70.672175
134.917,38.3523015,71.065828
134.958,38.1246846,70.672458
135,38.3802619,71.066677
135.042,38.1635688,70.673024
135.083,38.3008521,70.869992
135.125,38.2370922,8.268128
135.167,38.163682,0.0283
135.208,38.1721437,0.0283
135.25,38.161701,0.0283
135.292,38.1642197,0.0283
135.333,38.1147513,0.0283
135.375,38.11161,0.0283
135.417,38.1189963,0.0283
135.458,38.1163078,0.0283
135.5,38.0381149,0.0283
135.542,38.0732918,0.0283
135.583,38.0257478,0.0283
135.625,37.9963724,0.0283
135.667,38.0024286,0.0283
135.708,38.0661602,44.307329
135.75,38.2477047,70.893198
135.792,38.2782121,70.895745
135.833,38.2442521,70.898858
135.875,38.195661,70.902537
135.917,38.2238478,70.907065
135.958,38.2349131,70.911593
136,38.2717314,58.11122
136.042,38.1157984,0.0283
136.083,38.0687072,0.0283
136.125,38.0291721,0.0283
136.167,37.8440335,0.0283
136.208,37.9461399,0.0283
136.25,38.0739427,0.0283
136.292,37.7504737,0.0283
136.333,38.021333,0.0283
136.375,37.7187494,0.0283
136.417,37.9602333,59.73564
136.458,38.1336274,71.173368
136.5,37.9309145,70.781696
136.542,38.1536638,71.178179
136.583,37.9480643,70.786507
